indicateur,branche,unit,date,value,valeur,date_source,periode_normalisee,granularite_temporelle,annee,trimestre,source_fichier,domaine
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2017 T2,29.2,29.2,2017 T2,2017 T2,trimestrielle,2017,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2017 T3,13.8,13.8,2017 T3,2017 T3,trimestrielle,2017,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2017 T4,55.6,55.6,2017 T4,2017 T4,trimestrielle,2017,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2018 T1,90.0,90.0,2018 T1,2018 T1,trimestrielle,2018,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2018 T2,20.6,20.6,2018 T2,2018 T2,trimestrielle,2018,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2018 T3,12.1,12.1,2018 T3,2018 T3,trimestrielle,2018,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2018 T4,38.5,38.5,2018 T4,2018 T4,trimestrielle,2018,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2019 T1,83.9,83.9,2019 T1,2019 T1,trimestrielle,2019,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2019 T2,20.6,20.6,2019 T2,2019 T2,trimestrielle,2019,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2019 T3,12.1,12.1,2019 T3,2019 T3,trimestrielle,2019,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2019 T4,40.870757,40.870757,2019 T4,2019 T4,trimestrielle,2019,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2020 T1,35.4,35.4,2020 T1,2020 T1,trimestrielle,2020,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2020 T2,20.6,20.6,2020 T2,2020 T2,trimestrielle,2020,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2020 T3,12.1,12.1,2020 T3,2020 T3,trimestrielle,2020,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100 2007,2020 T4,39.7,39.7,2020 T4,2020 T4,trimestrielle,2020,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2007 T1,123.9,123.9,2007 T1,2007 T1,trimestrielle,2007,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2007 T2,131.8,131.8,2007 T2,2007 T2,trimestrielle,2007,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2007 T3,91.2,91.2,2007 T3,2007 T3,trimestrielle,2007,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2007 T4,53.0,53.0,2007 T4,2007 T4,trimestrielle,2007,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2008 T1,114.1,114.1,2008 T1,2008 T1,trimestrielle,2008,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2008 T2,122.2,122.2,2008 T2,2008 T2,trimestrielle,2008,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2008 T3,80.4,80.4,2008 T3,2008 T3,trimestrielle,2008,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2008 T4,41.1,41.1,2008 T4,2008 T4,trimestrielle,2008,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2009 T1,117.3,117.3,2009 T1,2009 T1,trimestrielle,2009,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2009 T2,125.6,125.6,2009 T2,2009 T2,trimestrielle,2009,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2009 T3,82.7,82.7,2009 T3,2009 T3,trimestrielle,2009,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2009 T4,42.3,42.3,2009 T4,2009 T4,trimestrielle,2009,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2010 T1,120.6,120.6,2010 T1,2010 T1,trimestrielle,2010,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2010 T2,123.9,123.9,2010 T2,2010 T2,trimestrielle,2010,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2010 T3,81.5,81.5,2010 T3,2010 T3,trimestrielle,2010,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2010 T4,41.7,41.7,2010 T4,2010 T4,trimestrielle,2010,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2011 T1,118.9,118.9,2011 T1,2011 T1,trimestrielle,2011,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2011 T2,151.6,151.6,2011 T2,2011 T2,trimestrielle,2011,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2011 T3,95.7,95.7,2011 T3,2011 T3,trimestrielle,2011,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2011 T4,41.4,41.4,2011 T4,2011 T4,trimestrielle,2011,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2012 T1,107.6,107.6,2012 T1,2012 T1,trimestrielle,2012,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2012 T2,162.1,162.1,2012 T2,2012 T2,trimestrielle,2012,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2012 T3,62.5,62.5,2012 T3,2012 T3,trimestrielle,2012,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2012 T4,48.3,48.3,2012 T4,2012 T4,trimestrielle,2012,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2013 T1,36.2,36.2,2013 T1,2013 T1,trimestrielle,2013,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2013 T2,99.7,99.7,2013 T2,2013 T2,trimestrielle,2013,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2013 T3,68.8,68.8,2013 T3,2013 T3,trimestrielle,2013,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2013 T4,60.9,60.9,2013 T4,2013 T4,trimestrielle,2013,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2014 T1,44.2,44.2,2014 T1,2014 T1,trimestrielle,2014,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2014 T2,37.9,37.9,2014 T2,2014 T2,trimestrielle,2014,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2014 T3,27.3,27.3,2014 T3,2014 T3,trimestrielle,2014,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2014 T4,22.0,22.0,2014 T4,2014 T4,trimestrielle,2014,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2015 T1,108.6,108.6,2015 T1,2015 T1,trimestrielle,2015,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2015 T2,39.4,39.4,2015 T2,2015 T2,trimestrielle,2015,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2015 T3,25.2,25.2,2015 T3,2015 T3,trimestrielle,2015,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2015 T4,14.2,14.2,2015 T4,2015 T4,trimestrielle,2015,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2016 T1,28.7,28.7,2016 T1,2016 T1,trimestrielle,2016,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2016 T2,28.2,28.2,2016 T2,2016 T2,trimestrielle,2016,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2016 T3,19.0,19.0,2016 T3,2016 T3,trimestrielle,2016,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2016 T4,12.8,12.8,2016 T4,2016 T4,trimestrielle,2016,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2017 T1,10.5,10.5,2017 T1,2017 T1,trimestrielle,2017,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2017 T2,7.0,7.0,2017 T2,2017 T2,trimestrielle,2017,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2017 T3,7.0,7.0,2017 T3,2017 T3,trimestrielle,2017,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2017 T4,7.0,7.0,2017 T4,2017 T4,trimestrielle,2017,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2018 T1,7.0,7.0,2018 T1,2018 T1,trimestrielle,2018,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2018 T2,7.0,7.0,2018 T2,2018 T2,trimestrielle,2018,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2018 T3,7.0,7.0,2018 T3,2018 T3,trimestrielle,2018,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2018 T4,7.0,7.0,2018 T4,2018 T4,trimestrielle,2018,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2019 T1,7.0,7.0,2019 T1,2019 T1,trimestrielle,2019,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2019 T2,7.0,7.0,2019 T2,2019 T2,trimestrielle,2019,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2019 T3,7.0,7.0,2019 T3,2019 T3,trimestrielle,2019,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2019 T4,7.040245,7.040245,2019 T4,2019 T4,trimestrielle,2019,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2020 T1,7.0,7.0,2020 T1,2020 T1,trimestrielle,2020,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2020 T2,7.0,7.0,2020 T2,2020 T2,trimestrielle,2020,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2020 T3,7.0,7.0,2020 T3,2020 T3,trimestrielle,2020,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100 2007,2020 T4,7.0,7.0,2020 T4,2020 T4,trimestrielle,2020,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2007 T1,97.2,97.2,2007 T1,2007 T1,trimestrielle,2007,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2007 T2,127.4,127.4,2007 T2,2007 T2,trimestrielle,2007,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2007 T3,78.5,78.5,2007 T3,2007 T3,trimestrielle,2007,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2007 T4,102.0,102.0,2007 T4,2007 T4,trimestrielle,2007,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2008 T1,95.7,95.7,2008 T1,2008 T1,trimestrielle,2008,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2008 T2,117.0,117.0,2008 T2,2008 T2,trimestrielle,2008,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2008 T3,73.8,73.8,2008 T3,2008 T3,trimestrielle,2008,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2008 T4,96.1,96.1,2008 T4,2008 T4,trimestrielle,2008,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2009 T1,89.8,89.8,2009 T1,2009 T1,trimestrielle,2009,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2009 T2,100.1,100.1,2009 T2,2009 T2,trimestrielle,2009,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2009 T3,59.8,59.8,2009 T3,2009 T3,trimestrielle,2009,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2009 T4,83.2,83.2,2009 T4,2009 T4,trimestrielle,2009,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2010 T1,114.6,114.6,2010 T1,2010 T1,trimestrielle,2010,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2010 T2,121.2,121.2,2010 T2,2010 T2,trimestrielle,2010,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2010 T3,84.5,84.5,2010 T3,2010 T3,trimestrielle,2010,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2010 T4,124.8,124.8,2010 T4,2010 T4,trimestrielle,2010,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2011 T1,113.8,113.8,2011 T1,2011 T1,trimestrielle,2011,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2011 T2,187.7,187.7,2011 T2,2011 T2,trimestrielle,2011,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2011 T3,165.0,165.0,2011 T3,2011 T3,trimestrielle,2011,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2011 T4,161.9,161.9,2011 T4,2011 T4,trimestrielle,2011,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2012 T1,112.4,112.4,2012 T1,2012 T1,trimestrielle,2012,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU PAPIER, CARTON ET EDITION, IMPRIMERIE (Divisions 21 & 22)",Base 100 2007,2012 T2,111.3,111.3,2012 T2,2012 T2,trimestrielle,2012,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
