indicateur,branche,unit,date,value,valeur,date_source,periode_normalisee,granularite_temporelle,annee,trimestre,source_fichier,domaine
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2012 T4,77.1,77.1,2012 T4,2012 T4,trimestrielle,2012,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2013 T1,80.5,80.5,2013 T1,2013 T1,trimestrielle,2013,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2013 T2,76.6,76.6,2013 T2,2013 T2,trimestrielle,2013,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2013 T3,72.9,72.9,2013 T3,2013 T3,trimestrielle,2013,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2013 T4,58.0,58.0,2013 T4,2013 T4,trimestrielle,2013,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2014 T1,76.6,76.6,2014 T1,2014 T1,trimestrielle,2014,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2014 T2,77.3,77.3,2014 T2,2014 T2,trimestrielle,2014,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2014 T3,73.8,73.8,2014 T3,2014 T3,trimestrielle,2014,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2014 T4,63.2,63.2,2014 T4,2014 T4,trimestrielle,2014,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2015 T1,77.0,77.0,2015 T1,2015 T1,trimestrielle,2015,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2015 T2,79.5,79.5,2015 T2,2015 T2,trimestrielle,2015,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2015 T3,77.5,77.5,2015 T3,2015 T3,trimestrielle,2015,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2015 T4,61.0,61.0,2015 T4,2015 T4,trimestrielle,2015,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2016 T1,62.3,62.3,2016 T1,2016 T1,trimestrielle,2016,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2016 T2,77.7,77.7,2016 T2,2016 T2,trimestrielle,2016,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2016 T3,76.5,76.5,2016 T3,2016 T3,trimestrielle,2016,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2016 T4,71.9,71.9,2016 T4,2016 T4,trimestrielle,2016,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2017 T1,81.4,81.4,2017 T1,2017 T1,trimestrielle,2017,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2017 T2,68.9,68.9,2017 T2,2017 T2,trimestrielle,2017,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2017 T3,108.7,108.7,2017 T3,2017 T3,trimestrielle,2017,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2017 T4,79.0,79.0,2017 T4,2017 T4,trimestrielle,2017,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2018 T1,75.9,75.9,2018 T1,2018 T1,trimestrielle,2018,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2018 T2,77.7,77.7,2018 T2,2018 T2,trimestrielle,2018,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2018 T3,42.3,42.3,2018 T3,2018 T3,trimestrielle,2018,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2018 T4,60.6,60.6,2018 T4,2018 T4,trimestrielle,2018,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2019 T1,77.7,77.7,2019 T1,2019 T1,trimestrielle,2019,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2019 T2,73.6,73.6,2019 T2,2019 T2,trimestrielle,2019,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2019 T3,40.7,40.7,2019 T3,2019 T3,trimestrielle,2019,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2019 T4,75.806812,75.806812,2019 T4,2019 T4,trimestrielle,2019,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2020 T1,87.8,87.8,2020 T1,2020 T1,trimestrielle,2020,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2020 T2,88.3,88.3,2020 T2,2020 T2,trimestrielle,2020,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2020 T3,100.2,100.2,2020 T3,2020 T3,trimestrielle,2020,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES PETROLIERES, CHIMIQUES ET CAOUTCHOUC, PLASTIQUES (Divisions 23 à 25)",Base 100 2007,2020 T4,76.4,76.4,2020 T4,2020 T4,trimestrielle,2020,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2007 T1,86.5,86.5,2007 T1,2007 T1,trimestrielle,2007,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2007 T2,107.1,107.1,2007 T2,2007 T2,trimestrielle,2007,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2007 T3,94.6,94.6,2007 T3,2007 T3,trimestrielle,2007,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2007 T4,111.8,111.8,2007 T4,2007 T4,trimestrielle,2007,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2008 T1,348.9,348.9,2008 T1,2008 T1,trimestrielle,2008,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2008 T2,467.2,467.2,2008 T2,2008 T2,trimestrielle,2008,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2008 T3,140.6,140.6,2008 T3,2008 T3,trimestrielle,2008,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2008 T4,122.7,122.7,2008 T4,2008 T4,trimestrielle,2008,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2009 T1,132.2,132.2,2009 T1,2009 T1,trimestrielle,2009,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2009 T2,128.1,128.1,2009 T2,2009 T2,trimestrielle,2009,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2009 T3,101.3,101.3,2009 T3,2009 T3,trimestrielle,2009,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2009 T4,153.0,153.0,2009 T4,2009 T4,trimestrielle,2009,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2010 T1,131.4,131.4,2010 T1,2010 T1,trimestrielle,2010,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2010 T2,131.8,131.8,2010 T2,2010 T2,trimestrielle,2010,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2010 T3,135.0,135.0,2010 T3,2010 T3,trimestrielle,2010,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2010 T4,153.6,153.6,2010 T4,2010 T4,trimestrielle,2010,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2011 T1,147.8,147.8,2011 T1,2011 T1,trimestrielle,2011,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2011 T2,119.6,119.6,2011 T2,2011 T2,trimestrielle,2011,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2011 T3,143.5,143.5,2011 T3,2011 T3,trimestrielle,2011,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2011 T4,174.6,174.6,2011 T4,2011 T4,trimestrielle,2011,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2012 T1,178.7,178.7,2012 T1,2012 T1,trimestrielle,2012,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2012 T2,167.3,167.3,2012 T2,2012 T2,trimestrielle,2012,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2012 T3,126.1,126.1,2012 T3,2012 T3,trimestrielle,2012,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2012 T4,155.0,155.0,2012 T4,2012 T4,trimestrielle,2012,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2013 T1,150.7,150.7,2013 T1,2013 T1,trimestrielle,2013,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2013 T2,154.5,154.5,2013 T2,2013 T2,trimestrielle,2013,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2013 T3,131.7,131.7,2013 T3,2013 T3,trimestrielle,2013,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2013 T4,111.2,111.2,2013 T4,2013 T4,trimestrielle,2013,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2014 T1,106.5,106.5,2014 T1,2014 T1,trimestrielle,2014,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2014 T2,122.2,122.2,2014 T2,2014 T2,trimestrielle,2014,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2014 T3,74.4,74.4,2014 T3,2014 T3,trimestrielle,2014,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2014 T4,78.4,78.4,2014 T4,2014 T4,trimestrielle,2014,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2015 T1,95.2,95.2,2015 T1,2015 T1,trimestrielle,2015,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2015 T2,66.3,66.3,2015 T2,2015 T2,trimestrielle,2015,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2015 T3,46.8,46.8,2015 T3,2015 T3,trimestrielle,2015,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2015 T4,45.4,45.4,2015 T4,2015 T4,trimestrielle,2015,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2016 T1,38.7,38.7,2016 T1,2016 T1,trimestrielle,2016,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2016 T2,31.6,31.6,2016 T2,2016 T2,trimestrielle,2016,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2016 T3,31.2,31.2,2016 T3,2016 T3,trimestrielle,2016,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2016 T4,35.7,35.7,2016 T4,2016 T4,trimestrielle,2016,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2017 T1,24.9,24.9,2017 T1,2017 T1,trimestrielle,2017,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2017 T2,29.0,29.0,2017 T2,2017 T2,trimestrielle,2017,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2017 T3,33.0,33.0,2017 T3,2017 T3,trimestrielle,2017,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2017 T4,25.0,25.0,2017 T4,2017 T4,trimestrielle,2017,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2018 T1,27.6,27.6,2018 T1,2018 T1,trimestrielle,2018,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2018 T2,28.6,28.6,2018 T2,2018 T2,trimestrielle,2018,2,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2018 T3,26.2,26.2,2018 T3,2018 T3,trimestrielle,2018,3,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2018 T4,24.5,24.5,2018 T4,2018 T4,trimestrielle,2018,4,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"INDUSTRIES DU VERRE, DE LA CERAMIQUE ET DES MATERIAUX DE CONSTRUCTION (Division 26)",Base 100 2007,2019 T1,20.6,20.6,2019 T1,2019 T1,trimestrielle,2019,1,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques
