indicateur,branche_d_activit,unit,date,value,valeur,date_source,periode_normalisee,granularite_temporelle,annee,source_fichier,domaine,branche,trimestre,domaine_d_activit_s,sexe
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2017 T3,140.8,140.8,2017 T3,2017 T3,trimestrielle,2017,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2017 T4,97.1,97.1,2017 T4,2017 T4,trimestrielle,2017,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2018 T1,96.9,96.9,2018 T1,2018 T1,trimestrielle,2018,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2018 T2,111.6,111.6,2018 T2,2018 T2,trimestrielle,2018,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2018 T3,136.8,136.8,2018 T3,2018 T3,trimestrielle,2018,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2018 T4,140.4,140.4,2018 T4,2018 T4,trimestrielle,2018,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2019 T1,167.3,167.3,2019 T1,2019 T1,trimestrielle,2019,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2019 T2,111.6,111.6,2019 T2,2019 T2,trimestrielle,2019,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2019 T3,136.8,136.8,2019 T3,2019 T3,trimestrielle,2019,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2019 T4,132.074581,132.074581,2019 T4,2019 T4,trimestrielle,2019,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2020 T1,96.9,96.9,2020 T1,2020 T1,trimestrielle,2020,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2020 T2,102.8,102.8,2020 T2,2020 T2,trimestrielle,2020,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2020 T3,94.0,94.0,2020 T3,2020 T3,trimestrielle,2020,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2020 T4,134.5,134.5,2020 T4,2020 T4,trimestrielle,2020,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,INDUSTRIES METALLIQUES (Divisions 27 & 28),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2007 T1,119.1,119.1,2007 T1,2007 T1,trimestrielle,2007,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2007 T2,113.9,113.9,2007 T2,2007 T2,trimestrielle,2007,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2007 T3,76.9,76.9,2007 T3,2007 T3,trimestrielle,2007,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2007 T4,90.1,90.1,2007 T4,2007 T4,trimestrielle,2007,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2008 T1,153.8,153.8,2008 T1,2008 T1,trimestrielle,2008,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2008 T2,139.4,139.4,2008 T2,2008 T2,trimestrielle,2008,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2008 T3,74.7,74.7,2008 T3,2008 T3,trimestrielle,2008,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2008 T4,91.1,91.1,2008 T4,2008 T4,trimestrielle,2008,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2009 T1,109.8,109.8,2009 T1,2009 T1,trimestrielle,2009,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2009 T2,56.4,56.4,2009 T2,2009 T2,trimestrielle,2009,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2009 T3,79.3,79.3,2009 T3,2009 T3,trimestrielle,2009,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2009 T4,89.9,89.9,2009 T4,2009 T4,trimestrielle,2009,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2010 T1,73.1,73.1,2010 T1,2010 T1,trimestrielle,2010,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2010 T2,224.4,224.4,2010 T2,2010 T2,trimestrielle,2010,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2010 T3,48.1,48.1,2010 T3,2010 T3,trimestrielle,2010,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2010 T4,45.2,45.2,2010 T4,2010 T4,trimestrielle,2010,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2011 T1,183.8,183.8,2011 T1,2011 T1,trimestrielle,2011,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2011 T2,174.3,174.3,2011 T2,2011 T2,trimestrielle,2011,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2011 T3,226.9,226.9,2011 T3,2011 T3,trimestrielle,2011,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2011 T4,246.6,246.6,2011 T4,2011 T4,trimestrielle,2011,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2012 T1,173.0,173.0,2012 T1,2012 T1,trimestrielle,2012,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2012 T2,162.6,162.6,2012 T2,2012 T2,trimestrielle,2012,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2012 T3,172.4,172.4,2012 T3,2012 T3,trimestrielle,2012,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2012 T4,183.9,183.9,2012 T4,2012 T4,trimestrielle,2012,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2013 T1,176.9,176.9,2013 T1,2013 T1,trimestrielle,2013,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2013 T2,162.8,162.8,2013 T2,2013 T2,trimestrielle,2013,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2013 T3,156.2,156.2,2013 T3,2013 T3,trimestrielle,2013,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2013 T4,161.8,161.8,2013 T4,2013 T4,trimestrielle,2013,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2014 T1,162.4,162.4,2014 T1,2014 T1,trimestrielle,2014,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2014 T2,162.5,162.5,2014 T2,2014 T2,trimestrielle,2014,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2014 T3,163.6,163.6,2014 T3,2014 T3,trimestrielle,2014,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2014 T4,149.4,149.4,2014 T4,2014 T4,trimestrielle,2014,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2015 T1,149.9,149.9,2015 T1,2015 T1,trimestrielle,2015,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2015 T2,165.8,165.8,2015 T2,2015 T2,trimestrielle,2015,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2015 T3,166.1,166.1,2015 T3,2015 T3,trimestrielle,2015,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2015 T4,157.4,157.4,2015 T4,2015 T4,trimestrielle,2015,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2016 T1,194.5,194.5,2016 T1,2016 T1,trimestrielle,2016,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2016 T2,208.5,208.5,2016 T2,2016 T2,trimestrielle,2016,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2016 T3,208.4,208.4,2016 T3,2016 T3,trimestrielle,2016,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2016 T4,209.2,209.2,2016 T4,2016 T4,trimestrielle,2016,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2017 T1,209.4,209.4,2017 T1,2017 T1,trimestrielle,2017,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2017 T2,137.0,137.0,2017 T2,2017 T2,trimestrielle,2017,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2017 T3,179.9,179.9,2017 T3,2017 T3,trimestrielle,2017,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2017 T4,179.9,179.9,2017 T4,2017 T4,trimestrielle,2017,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2018 T1,179.0,179.0,2018 T1,2018 T1,trimestrielle,2018,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2018 T2,178.6,178.6,2018 T2,2018 T2,trimestrielle,2018,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2018 T3,168.7,168.7,2018 T3,2018 T3,trimestrielle,2018,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2018 T4,169.4,169.4,2018 T4,2018 T4,trimestrielle,2018,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2019 T1,169.3,169.3,2019 T1,2019 T1,trimestrielle,2019,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2019 T2,168.0,168.0,2019 T2,2019 T2,trimestrielle,2019,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2019 T3,127.6,127.6,2019 T3,2019 T3,trimestrielle,2019,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2019 T4,133.753348,133.753348,2019 T4,2019 T4,trimestrielle,2019,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2020 T1,133.0,133.0,2020 T1,2020 T1,trimestrielle,2020,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2020 T2,168.0,168.0,2020 T2,2020 T2,trimestrielle,2020,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2020 T3,172.1,172.1,2020 T3,2020 T3,trimestrielle,2020,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2020 T4,169.9,169.9,2020 T4,2020 T4,trimestrielle,2020,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2007 T1,93.5,93.5,2007 T1,2007 T1,trimestrielle,2007,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2007 T2,114.6,114.6,2007 T2,2007 T2,trimestrielle,2007,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2007 T3,91.1,91.1,2007 T3,2007 T3,trimestrielle,2007,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2007 T4,100.8,100.8,2007 T4,2007 T4,trimestrielle,2007,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2008 T1,94.3,94.3,2008 T1,2008 T1,trimestrielle,2008,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2008 T2,117.0,117.0,2008 T2,2008 T2,trimestrielle,2008,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2008 T3,92.7,92.7,2008 T3,2008 T3,trimestrielle,2008,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2008 T4,102.6,102.6,2008 T4,2008 T4,trimestrielle,2008,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2009 T1,95.9,95.9,2009 T1,2009 T1,trimestrielle,2009,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2009 T2,118.9,118.9,2009 T2,2009 T2,trimestrielle,2009,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2009 T3,94.2,94.2,2009 T3,2009 T3,trimestrielle,2009,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2009 T4,104.4,104.4,2009 T4,2009 T4,trimestrielle,2009,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2010 T1,97.5,97.5,2010 T1,2010 T1,trimestrielle,2010,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2010 T2,121.4,121.4,2010 T2,2010 T2,trimestrielle,2010,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2010 T3,70.7,70.7,2010 T3,2010 T3,trimestrielle,2010,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2010 T4,64.0,64.0,2010 T4,2010 T4,trimestrielle,2010,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2011 T1,60.7,60.7,2011 T1,2011 T1,trimestrielle,2011,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",1.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2011 T2,161.0,161.0,2011 T2,2011 T2,trimestrielle,2011,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",2.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2011 T3,67.1,67.1,2011 T3,2011 T3,trimestrielle,2011,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",3.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2011 T4,98.9,98.9,2011 T4,2011 T4,trimestrielle,2011,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",4.0,,
Evolution de l'indice de la Production Industrielle par Branches Regroupées,,Base 100 2007,2012 T1,122.7,122.7,2012 T1,2012 T1,trimestrielle,2012,Evolution de l'indice de la Production Industrielle par Branches Regroupées.csv,activites_economiques,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",1.0,,
