annee,indicateur,valeur_moyenne
2019.0,Effectif des réfugiés au Burkina Faso par région administrative,3700.285714285714
2020.0,Effectif des réfugiés au Burkina Faso par région administrative,4056.8
2021.0,Effectif des réfugiés au Burkina Faso par région administrative,3577.0
2022.0,Effectif des réfugiés au Burkina Faso par région administrative,4990.285714285715
2023.0,Effectif des réfugiés au Burkina Faso par région administrative,5554.857142857143
2024.0,Effectif des réfugiés au Burkina Faso par région administrative,20201.5
2025.0,Effectif des réfugiés au Burkina Faso par région administrative,6137.357142857143
,,216.33333333333334
