enregistrement_des_personnes_deplacees_internes,source_onglet,r_gion,total_pdi,pdi_hommes,pdi_femmes,pdi_enfants,pdi_personnes_g_es,pdi_personnes_avec_handicap,source_fichier,domaine
PASSORE,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
YATENGA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
YATENGA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
YATENGA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
YATENGA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
YATENGA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
YATENGA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
ZONDOMA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
ZONDOMA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
ZONDOMA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
ZONDOMA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
ZONDOMA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
GANZOURGOU,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
GANZOURGOU,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
GANZOURGOU,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
GANZOURGOU,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
GANZOURGOU,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
GANZOURGOU,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
GANZOURGOU,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
GANZOURGOU,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
KOURWEOGO,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
KOURWEOGO,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
KOURWEOGO,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
KOURWEOGO,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
KOURWEOGO,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
OUBRITENGA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
OUBRITENGA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
OUBRITENGA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
OUBRITENGA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
OUBRITENGA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
OUBRITENGA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
OUBRITENGA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
OUDALAN,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
OUDALAN,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
OUDALAN,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
OUDALAN,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
OUDALAN,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
SENO,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
SENO,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
SENO,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
SENO,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
SENO,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
SENO,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
SOUM,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
SOUM,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
SOUM,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
YAGHA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
YAGHA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
YAGHA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
YAGHA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
YAGHA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
YAGHA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
BOUGOURIBA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
BOUGOURIBA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
BOUGOURIBA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
BOUGOURIBA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
BOUGOURIBA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
IOBA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
IOBA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
IOBA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
IOBA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
IOBA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
IOBA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
IOBA,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
NOUMBIEL,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
NOUMBIEL,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
NOUMBIEL,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
NOUMBIEL,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
NOUMBIEL,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
PONI,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
PONI,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
PONI,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
PONI,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
PONI,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
PONI,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,31122022,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,Boucle du Mouhoun,94027,0.206483244174546,0.23311389281802,0.560402863007434,0.0220362236378912,0.00899741563593436,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,Cascades,18491,0.186360932345465,0.235898545238224,0.577740522416311,0.0228219133632578,0.00638148288356498,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,Centre,59822,0.174768479823476,0.297231787636655,0.527999732539868,0.0274480960181873,ND*,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,Centre-Est,55329,0.163386289287715,0.24574816100056,0.590865549711724,0.0213450450938929,0.0113683601727846,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,Centre-Nord,474726,0.163308940315045,0.255821252680494,0.580869807004462,0.0274495182484212,0.00372004061290092,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,Centre-Ouest,54041,0.166540219463,0.21198719490757,0.621472585629429,0.0241113228844766,ND*,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,Centre-Sud,9605,0.153669963560645,0.230817282665278,0.615512753774076,0.0274856845393024,ND*,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,Est,205627,0.17429617705846,0.228992301594635,0.596711521346905,0.019710446585322,0.00560237711973622,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,Hauts-Bassins,58738,0.174708025469032,0.239912833259559,0.585379141271409,0.0247710170588035,0.0117981545166672,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,Nord,250179,0.172780289312852,0.238597164430268,0.58862254625688,0.0297387070857266,0.00365338417692932,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,Plateau Central,42540,0.157733897508228,0.237752703338035,0.604513399153738,0.0234602726845322,0.0143394452280207,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,Sahel,497248,0.192511583756999,0.229151248471588,0.578337167771414,0.0261197631765236,0.00510208185854946,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,Sud-Ouest,62018,0.155213002676642,0.206391692734367,0.63839530458899,0.0274436453932729,ND*,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,BURKINA FASO,1882391,0.176238092936058,0.239327004857121,0.584434902206821,0.0258,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,,,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
,STATISTIQUES,ND*,: Non déterminée car non couverte par l'enregistrement électronique,,,,,,situation-des-pdi-par-communes-accueil-du-31-decembre-2022-1.xlsx,pdi
