indicateur,branche,Unit,Date,Value
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2007Q1,1.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2007Q2,1.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2007Q3,108.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2007Q4,288.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2008Q1,463.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2008Q2,379.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2008Q3,22.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2008Q4,275.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2009Q1,820.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2009Q2,737.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2009Q3,906
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2009Q4,1160.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2010Q1,1113.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2010Q2,1108.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2010Q3,1083.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2010Q4,1379.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2011Q1,1336.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2011Q2,1236.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2011Q3,1150.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2011Q4,1022
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2012Q1,1236.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2012Q2,1055.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2012Q3,1091.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2012Q4,1275.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2013Q1,1041.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2013Q2,926.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2013Q3,814.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2013Q4,1119.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2014Q1,1146.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2014Q2,1019.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2014Q3,897.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2014Q4,985.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2015Q1,1008.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2015Q2,897.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2015Q3,511.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2015Q4,866.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2016Q1,864.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2016Q2,914.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2016Q3,1130.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2016Q4,1203.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2017Q1,1227.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2017Q2,1228.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2017Q3,1108.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2017Q4,1188.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2018Q1,1517.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2018Q2,1926.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2018Q3,1772.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2018Q4,2069.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2019Q1,1772.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2019Q2,1698
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2019Q3,1521.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2019Q4,1653.8323310000
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2020Q1,1733.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2020Q2,1856.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2020Q3,2116
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES EXTRACTIVES (Divisions 10 à 14),Base 100  2007,2020Q4,2566
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2007Q1,114.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2007Q2,99.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2007Q3,94.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2007Q4,91.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2008Q1,110.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2008Q2,95.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2008Q3,85.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2008Q4,101.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2009Q1,103.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2009Q2,86.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2009Q3,74.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2009Q4,106.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2010Q1,97.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2010Q2,110.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2010Q3,106.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2010Q4,128.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2011Q1,162.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2011Q2,121.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2011Q3,112.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2011Q4,129.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2012Q1,158.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2012Q2,143.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2012Q3,113.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2012Q4,130.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2013Q1,168.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2013Q2,170.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2013Q3,146.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2013Q4,158.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2014Q1,165.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2014Q2,168.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2014Q3,154.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2014Q4,192.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2015Q1,187
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2015Q2,198.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2015Q3,160
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2015Q4,194.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2016Q1,196.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2016Q2,216.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2016Q3,189.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2016Q4,204.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2017Q1,209.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2017Q2,230.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2017Q3,182.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2017Q4,215.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2018Q1,223.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2018Q2,234.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2018Q3,186.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2018Q4,243.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2019Q1,243.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2019Q2,263.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2019Q3,235.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2019Q4,293.48633000000
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2020Q1,309.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2020Q2,294.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2020Q3,243.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES ALIMENTAIRES ET DE TABAC (Divisions 15 & 16),Base 100  2007,2020Q4,264.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2007Q1,83.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2007Q2,81.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2007Q3,171.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2007Q4,63.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2008Q1,186.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2008Q2,44.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2008Q3,10.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2008Q4,64.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2009Q1,146.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2009Q2,19.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2009Q3,15.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2009Q4,36.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2010Q1,136.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2010Q2,12.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2010Q3,10.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2010Q4,35.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2011Q1,88.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2011Q2,13.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2011Q3,15.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2011Q4,32.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2012Q1,77.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2012Q2,12.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2012Q3,10.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2012Q4,33.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2013Q1,94.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2013Q2,25.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2013Q3,7.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2013Q4,19.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2014Q1,97.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2014Q2,35.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2014Q3,12.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2014Q4,40.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2015Q1,105.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2015Q2,55.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2015Q3,8.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2015Q4,48.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2016Q1,111.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2016Q2,30
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2016Q3,12.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2016Q4,67.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2017Q1,109
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2017Q2,29.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2017Q3,13.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2017Q4,55.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2018Q1,90
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2018Q2,20.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2018Q3,12.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2018Q4,38.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2019Q1,83.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2019Q2,20.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2019Q3,12.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2019Q4,40.8707570000000
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2020Q1,35.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2020Q2,20.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2020Q3,12.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES TEXTILES ET DU CUIR (Divisions 17 à 19),Base 100  2007,2020Q4,39.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2007Q1,123.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2007Q2,131.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2007Q3,91.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2007Q4,53
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2008Q1,114.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2008Q2,122.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDUSTRIES DU BOIS ET MEUBLES (Divisions 20 & P36),Base 100  2007,2008Q3,80.4
