indicateur,branche,Unit,Date,Value
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2010Q3,48.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2010Q4,45.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2011Q1,183.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2011Q2,174.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2011Q3,226.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2011Q4,246.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2012Q1,173
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2012Q2,162.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2012Q3,172.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2012Q4,183.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2013Q1,176.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2013Q2,162.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2013Q3,156.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2013Q4,161.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2014Q1,162.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2014Q2,162.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2014Q3,163.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2014Q4,149.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2015Q1,149.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2015Q2,165.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2015Q3,166.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2015Q4,157.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2016Q1,194.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2016Q2,208.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2016Q3,208.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2016Q4,209.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2017Q1,209.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2017Q2,137
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2017Q3,179.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2017Q4,179.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2018Q1,179
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2018Q2,178.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2018Q3,168.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2018Q4,169.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2019Q1,169.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2019Q2,168
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2019Q3,127.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2019Q4,133.753348000000
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2020Q1,133
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2020Q2,168
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2020Q3,172.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,AUTRES INDUSTRIES DE FABRICATION (Divisions 29 à 35 & P36),Base 100  2007,2020Q4,169.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2007Q1,93.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2007Q2,114.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2007Q3,91.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2007Q4,100.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2008Q1,94.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2008Q2,117
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2008Q3,92.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2008Q4,102.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2009Q1,95.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2009Q2,118.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2009Q3,94.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2009Q4,104.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2010Q1,97.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2010Q2,121.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2010Q3,70.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2010Q4,64
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2011Q1,60.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2011Q2,161
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2011Q3,67.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2011Q4,98.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2012Q1,122.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2012Q2,140.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2012Q3,85
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2012Q4,99
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2013Q1,111.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2013Q2,169.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2013Q3,125.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2013Q4,119
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2014Q1,107.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2014Q2,165.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2014Q3,132.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2014Q4,126.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2015Q1,162.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2015Q2,202.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2015Q3,163.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2015Q4,148.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2016Q1,164.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2016Q2,193.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2016Q3,142.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2016Q4,164.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2017Q1,182.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2017Q2,218.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2017Q3,159.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2017Q4,187.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2018Q1,196.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2018Q2,216
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2018Q3,130.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2018Q4,166.2
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2019Q1,148.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2019Q2,167.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2019Q3,119
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2019Q4,109.013238000000
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2020Q1,98
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2020Q2,153.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2020Q3,111.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,"ELECTRICTE, GAZ ET EAU (Divisions 40 & 41)",Base 100  2007,2020Q4,120.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2007Q1,109.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2007Q2,95.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2007Q3,97.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2007Q4,97.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2008Q1,151.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2008Q2,145.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2008Q3,83.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2008Q4,102.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2009Q1,129.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2009Q2,108.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2009Q3,92.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2009Q4,123.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2010Q1,137.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2010Q2,134.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2010Q3,122.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2010Q4,141.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2011Q1,131
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2011Q2,126.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2011Q3,109.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2011Q4,129.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2012Q1,148.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2012Q2,140
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2012Q3,105.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2012Q4,123.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2013Q1,159.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2013Q2,145.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2013Q3,117.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2013Q4,121.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2014Q1,140.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2014Q2,149.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2014Q3,118.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2014Q4,133.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2015Q1,151.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2015Q2,154.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2015Q3,119.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2015Q4,135.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2016Q1,155.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2016Q2,152.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2016Q3,139.4
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2016Q4,156.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2017Q1,164.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2017Q2,168
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2017Q3,138.7
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2017Q4,153.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2018Q1,166.8
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2018Q2,172
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2018Q3,136.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2018Q4,170
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2019Q1,172.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2019Q2,166.5
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2019Q3,145.1
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2019Q4,168.618258000000
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2020Q1,166.6
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2020Q2,174.9
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2020Q3,151.3
Evolution de l'indice de la Production Industrielle par Branches Regroupées,INDICE GLOBAL,Base 100  2007,2020Q4,172.1
