,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOULSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,2021,,,2022,,,2023,,,2024,,,2025,,,2026,,,2027,,,2028,,,2029,,,2030,,,2031,,,2032,,,2033,,,2034,,,2035,,
, Ages,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,
,,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble
,18,  3 879   ,  4 861   ,  8 740   ,  4 016   ,  4 784   ,  8 800   ,  4 240   ,  4 848   ,  9 088   ,  4 570   ,  5 052   ,  9 622   ,  4 843   ,  5 235   ,  10 078   ,  5 091   ,  5 442   ,  10 533   ,  5 388   ,  5 725   ,  11 113   ,  5 612   ,  5 949   ,  11 561   ,  6 358   ,  6 759   ,  13 117   ,  6 672   ,  7 120   ,  13 792   ,  6 912   ,  7 413   ,  14 325   ,  7 086   ,  7 629   ,  14 715   ,  7 309   ,  7 877   ,  15 186   ,  7 629   ,  8 198   ,  15 827   ,  7 968   ,  8 511   ,  16 479   ,  8 232   ,  8 728   ,  16 960   
,19,  3 677   ,  4 875   ,  8 552   ,  3 837   ,  4 889   ,  8 726   ,  3 973   ,  4 811   ,  8 784   ,  4 195   ,  4 876   ,  9 071   ,  4 524   ,  5 082   ,  9 606   ,  4 794   ,  5 265   ,  10 059   ,  5 036   ,  5 468   ,  10 504   ,  5 330   ,  5 752   ,  11 082   ,  6 077   ,  6 547   ,  12 624   ,  6 309   ,  6 809   ,  13 118   ,  6 606   ,  7 157   ,  13 763   ,  6 849   ,  7 457   ,  14 306   ,  7 022   ,  7 673   ,  14 695   ,  7 244   ,  7 922   ,  15 166   ,  7 562   ,  8 246   ,  15 808   ,  7 897   ,  8 559   ,  16 456   
,20,  3 331   ,  4 604   ,  7 935   ,  3 511   ,  4 766   ,  8 277   ,  3 665   ,  4 780   ,  8 445   ,  3 795   ,  4 703   ,  8 498   ,  4 008   ,  4 767   ,  8 775   ,  4 322   ,  4 967   ,  9 289   ,  4 578   ,  5 141   ,  9 719   ,  4 809   ,  5 340   ,  10 149   ,  5 574   ,  6 155   ,  11 729   ,  5 822   ,  6 411   ,  12 233   ,  6 032   ,  6 651   ,  12 683   ,  6 321   ,  6 997   ,  13 318   ,  6 554   ,  7 290   ,  13 844   ,  6 719   ,  7 503   ,  14 222   ,  6 932   ,  7 747   ,  14 679   ,  7 238   ,  8 063   ,  15 301   
,21,  3 178   ,  4 441   ,  7 619   ,  3 325   ,  4 622   ,  7 947   ,  3 505   ,  4 785   ,  8 290   ,  3 658   ,  4 799   ,  8 457   ,  3 790   ,  4 722   ,  8 512   ,  4 004   ,  4 785   ,  8 789   ,  4 315   ,  4 982   ,  9 297   ,  4 572   ,  5 156   ,  9 728   ,  5 260   ,  5 868   ,  11 128   ,  5 583   ,  6 189   ,  11 772   ,  5 821   ,  6 432   ,  12 253   ,  6 034   ,  6 678   ,  12 712   ,  6 325   ,  7 026   ,  13 351   ,  6 560   ,  7 321   ,  13 881   ,  6 726   ,  7 536   ,  14 262   ,  6 939   ,  7 779   ,  14 718   
,22,  2 909   ,  4 003   ,  6 912   ,  3 072   ,  4 270   ,  7 342   ,  3 214   ,  4 445   ,  7 659   ,  3 389   ,  4 602   ,  7 991   ,  3 539   ,  4 614   ,  8 153   ,  3 666   ,  4 540   ,  8 206   ,  3 870   ,  4 596   ,  8 466   ,  4 172   ,  4 786   ,  8 958   ,  4 842   ,  5 426   ,  10 268   ,  5 102   ,  5 650   ,  10 752   ,  5 406   ,  5 947   ,  11 353   ,  5 640   ,  6 185   ,  11 825   ,  5 848   ,  6 423   ,  12 271   ,  6 131   ,  6 757   ,  12 888   ,  6 359   ,  7 042   ,  13 401   ,  6 521   ,  7 247   ,  13 768   
,23,  2 699   ,  3 701   ,  6 400   ,  2 862   ,  3 970   ,  6 832   ,  3 023   ,  4 236   ,  7 259   ,  3 164   ,  4 409   ,  7 573   ,  3 337   ,  4 564   ,  7 901   ,  3 486   ,  4 577   ,  8 063   ,  3 609   ,  4 499   ,  8 108   ,  3 811   ,  4 555   ,  8 366   ,  4 504   ,  5 200   ,  9 704   ,  4 787   ,  5 395   ,  10 182   ,  5 035   ,  5 606   ,  10 641   ,  5 339   ,  5 904   ,  11 243   ,  5 571   ,  6 142   ,  11 713   ,  5 779   ,  6 378   ,  12 157   ,  6 059   ,  6 711   ,  12 770   ,  6 285   ,  6 993   ,  13 278   
,24,  2 545   ,  3 452   ,  5 997   ,  2 644   ,  3 603   ,  6 247   ,  2 805   ,  3 866   ,  6 671   ,  2 963   ,  4 125   ,  7 088   ,  3 102   ,  4 293   ,  7 395   ,  3 273   ,  4 445   ,  7 718   ,  3 417   ,  4 453   ,  7 870   ,  3 539   ,  4 377   ,  7 916   ,  4 095   ,  4 859   ,  8 954   ,  4 430   ,  5 071   ,  9 501   ,  4 701   ,  5 252   ,  9 953   ,  4 948   ,  5 460   ,  10 408   ,  5 249   ,  5 752   ,  11 001   ,  5 479   ,  5 984   ,  11 463   ,  5 684   ,  6 214   ,  11 898   ,  5 961   ,  6 539   ,  12 500   
,25,  2 486   ,  3 375   ,  5 861   ,  2 532   ,  3 458   ,  5 990   ,  2 631   ,  3 609   ,  6 240   ,  2 793   ,  3 874   ,  6 667   ,  2 952   ,  4 133   ,  7 085   ,  3 092   ,  4 302   ,  7 394   ,  3 261   ,  4 451   ,  7 712   ,  3 405   ,  4 458   ,  7 863   ,  3 863   ,  4 804   ,  8 667   ,  4 093   ,  4 876   ,  8 969   ,  4 421   ,  5 079   ,  9 500   ,  4 695   ,  5 263   ,  9 958   ,  4 943   ,  5 474   ,  10 417   ,  5 246   ,  5 766   ,  11 012   ,  5 476   ,  5 999   ,  11 475   ,  5 682   ,  6 230   ,  11 912   
,26,  2 377   ,  3 226   ,  5 603   ,  2 410   ,  3 289   ,  5 699   ,  2 455   ,  3 372   ,  5 827   ,  2 552   ,  3 520   ,  6 072   ,  2 710   ,  3 777   ,  6 487   ,  2 866   ,  4 030   ,  6 896   ,  3 000   ,  4 192   ,  7 192   ,  3 166   ,  4 336   ,  7 502   ,  3 622   ,  4 763   ,  8 385   ,  3 762   ,  4 693   ,  8 455   ,  3 979   ,  4 753   ,  8 732   ,  4 302   ,  4 955   ,  9 257   ,  4 570   ,  5 135   ,  9 705   ,  4 814   ,  5 342   ,  10 156   ,  5 110   ,  5 628   ,  10 738   ,  5 335   ,  5 855   ,  11 190   
,27,  2 331   ,  3 198   ,  5 529   ,  2 338   ,  3 221   ,  5 559   ,  2 371   ,  3 285   ,  5 656   ,  2 415   ,  3 366   ,  5 781   ,  2 512   ,  3 515   ,  6 027   ,  2 669   ,  3 772   ,  6 441   ,  2 821   ,  4 023   ,  6 844   ,  2 954   ,  4 183   ,  7 137   ,  3 415   ,  4 745   ,  8 160   ,  3 578   ,  4 766   ,  8 344   ,  3 710   ,  4 687   ,  8 397   ,  3 928   ,  4 751   ,  8 679   ,  4 248   ,  4 954   ,  9 202   ,  4 515   ,  5 134   ,  9 649   ,  4 757   ,  5 341   ,  10 098   ,  5 050   ,  5 627   ,  10 677   
