indicateur,statut_juridique,unit,date,value,valeur,date_source,periode_normalisee,granularite_temporelle,annee,source_fichier,domaine,tranche_d_age,type,rubrique,localit
Nombre et coût de projets financés par type de fonds,,FCFA,2008,378700000,378700000,2008,2008,annuelle,2008,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2009,601300000,601300000,2009,2009,annuelle,2009,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2010,532500000,532500000,2010,2010,annuelle,2010,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2011,43000000,43000000,2011,2011,annuelle,2011,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2012,642600000,642600000,2012,2012,annuelle,2012,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2013,764663000,764663000,2013,2013,annuelle,2013,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2014,948400000,948400000,2014,2014,annuelle,2014,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2015,886600000,886600000,2015,2015,annuelle,2015,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2016,941200000,941200000,2016,2016,annuelle,2016,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2017,899000000,899000000,2017,2017,annuelle,2017,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2018,933900000,933900000,2018,2018,annuelle,2018,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2019,1021300000,1021300000,2019,2019,annuelle,2019,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2020,3336855000,3336855000,2020,2020,annuelle,2020,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2021,785300000,785300000,2021,2021,annuelle,2021,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2022,1021500000,1021500000,2022,2022,annuelle,2022,Nombre de cout de projets finances.csv,entreprises,,FASI,Coût,
Nombre et coût de projets financés par type de fonds,,Nombre,2003,101,101,2003,2003,annuelle,2003,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2004,70,70,2004,2004,annuelle,2004,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2005,148,148,2005,2005,annuelle,2005,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2006,118,118,2006,2006,annuelle,2006,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2007,124,124,2007,2007,annuelle,2007,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2008,69,69,2008,2008,annuelle,2008,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2009,216,216,2009,2009,annuelle,2009,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2010,141,141,2010,2010,annuelle,2010,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2011,61,61,2011,2011,annuelle,2011,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2012,56,56,2012,2012,annuelle,2012,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2013,165,165,2013,2013,annuelle,2013,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2014,243,243,2014,2014,annuelle,2014,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2015,893,893,2015,2015,annuelle,2015,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2016,270,270,2016,2016,annuelle,2016,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2017,603,603,2017,2017,annuelle,2017,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2018,193,193,2018,2018,annuelle,2018,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2019,304,304,2019,2019,annuelle,2019,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2020,1775,1775,2020,2020,annuelle,2020,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2021,407,407,2021,2021,annuelle,2021,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2022,336,336,2022,2022,annuelle,2022,Nombre de cout de projets finances.csv,entreprises,,FAPE,Nombre,
Nombre et coût de projets financés par type de fonds,,FCFA,2003,249500000,249500000,2003,2003,annuelle,2003,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2004,108000000,108000000,2004,2004,annuelle,2004,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2005,436000000,436000000,2005,2005,annuelle,2005,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2006,478000000,478000000,2006,2006,annuelle,2006,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2007,458900000,458900000,2007,2007,annuelle,2007,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2008,114000000,114000000,2008,2008,annuelle,2008,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2009,398000000,398000000,2009,2009,annuelle,2009,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2010,278500000,278500000,2010,2010,annuelle,2010,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2011,149800000,149800000,2011,2011,annuelle,2011,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2012,193000000,193000000,2012,2012,annuelle,2012,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2013,460565000,460565000,2013,2013,annuelle,2013,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2014,658700000,658700000,2014,2014,annuelle,2014,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2015,1740100000,1740100000,2015,2015,annuelle,2015,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2016,640100000,640100000,2016,2016,annuelle,2016,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2017,1496900000,1496900000,2017,2017,annuelle,2017,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2018,501900000,501900000,2018,2018,annuelle,2018,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2019,743900000,743900000,2019,2019,annuelle,2019,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2020,4148950000,4148950000,2020,2020,annuelle,2020,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2021,1008700000,1008700000,2021,2021,annuelle,2021,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2022,716000000,716000000,2022,2022,annuelle,2022,Nombre de cout de projets finances.csv,entreprises,,FAPE,Coût,
Nombre et coût de projets financés par type de fonds,,Nombre,2008,825,825,2008,2008,annuelle,2008,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2009,1297,1297,2009,2009,annuelle,2009,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2011,906,906,2011,2011,annuelle,2011,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2012,687,687,2012,2012,annuelle,2012,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2013,901,901,2013,2013,annuelle,2013,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2014,272,272,2014,2014,annuelle,2014,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2015,484,484,2015,2015,annuelle,2015,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2016,619,619,2016,2016,annuelle,2016,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2017,972,972,2017,2017,annuelle,2017,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2018,118,118,2018,2018,annuelle,2018,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2019,532,532,2019,2019,annuelle,2019,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Nombre,
Nombre et coût de projets financés par type de fonds,,FCFA,2008,799400000,799400000,2008,2008,annuelle,2008,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2009,1305500000,1305500000,2009,2009,annuelle,2009,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2010,1011500000,1011500000,2010,2010,annuelle,2010,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2011,717600000,717600000,2011,2011,annuelle,2011,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2012,616200000,616200000,2012,2012,annuelle,2012,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2013,714056000,714056000,2013,2013,annuelle,2013,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2014,310500000,310500000,2014,2014,annuelle,2014,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2015,481900000,481900000,2015,2015,annuelle,2015,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2016,793500000,793500000,2016,2016,annuelle,2016,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2017,785000000,785000000,2017,2017,annuelle,2017,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2018,110100000,110100000,2018,2018,annuelle,2018,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2019,448700000,448700000,2019,2019,annuelle,2019,Nombre de cout de projets finances.csv,entreprises,,FAIJ,Coût,
Nombre et coût de projets financés par type de fonds,,Nombre,2013,7673,7673,2013,2013,annuelle,2013,Nombre de cout de projets finances.csv,entreprises,,FAARF,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2014,8560,8560,2014,2014,annuelle,2014,Nombre de cout de projets finances.csv,entreprises,,FAARF,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2015,9017,9017,2015,2015,annuelle,2015,Nombre de cout de projets finances.csv,entreprises,,FAARF,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2016,9884,9884,2016,2016,annuelle,2016,Nombre de cout de projets finances.csv,entreprises,,FAARF,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2017,9513,9513,2017,2017,annuelle,2017,Nombre de cout de projets finances.csv,entreprises,,FAARF,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2018,10175,10175,2018,2018,annuelle,2018,Nombre de cout de projets finances.csv,entreprises,,FAARF,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2019,10669,10669,2019,2019,annuelle,2019,Nombre de cout de projets finances.csv,entreprises,,FAARF,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2020,14290,14290,2020,2020,annuelle,2020,Nombre de cout de projets finances.csv,entreprises,,FAARF,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2021,16305,16305,2021,2021,annuelle,2021,Nombre de cout de projets finances.csv,entreprises,,FAARF,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2022,17659,17659,2022,2022,annuelle,2022,Nombre de cout de projets finances.csv,entreprises,,FAARF,Nombre,
Nombre et coût de projets financés par type de fonds,,Nombre,2023,15030,15030,2023,2023,annuelle,2023,Nombre de cout de projets finances.csv,entreprises,,FAARF,Nombre,
Nombre et coût de projets financés par type de fonds,,FCFA,2013,6405600000,6405600000,2013,2013,annuelle,2013,Nombre de cout de projets finances.csv,entreprises,,FAARF,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2014,7381500000,7381500000,2014,2014,annuelle,2014,Nombre de cout de projets finances.csv,entreprises,,FAARF,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2015,8444900000,8444900000,2015,2015,annuelle,2015,Nombre de cout de projets finances.csv,entreprises,,FAARF,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2016,9406200000,9406200000,2016,2016,annuelle,2016,Nombre de cout de projets finances.csv,entreprises,,FAARF,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2017,9329000000,9329000000,2017,2017,annuelle,2017,Nombre de cout de projets finances.csv,entreprises,,FAARF,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2018,10462600000,10462600000,2018,2018,annuelle,2018,Nombre de cout de projets finances.csv,entreprises,,FAARF,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2019,11064000000,11064000000,2019,2019,annuelle,2019,Nombre de cout de projets finances.csv,entreprises,,FAARF,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2020,15227300000,15227300000,2020,2020,annuelle,2020,Nombre de cout de projets finances.csv,entreprises,,FAARF,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2021,16305000000,16305000000,2021,2021,annuelle,2021,Nombre de cout de projets finances.csv,entreprises,,FAARF,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2022,21531800000,21531800000,2022,2022,annuelle,2022,Nombre de cout de projets finances.csv,entreprises,,FAARF,Coût,
Nombre et coût de projets financés par type de fonds,,FCFA,2023,17991000,17991000,2023,2023,annuelle,2023,Nombre de cout de projets finances.csv,entreprises,,FAARF,Coût,
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2011,2,2,2011,2011,annuelle,2011,entreprises_enregistres_CEFORE.csv,entreprises,,,,Dédougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2012,74,74,2012,2012,annuelle,2012,entreprises_enregistres_CEFORE.csv,entreprises,,,,Dédougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2013,100,100,2013,2013,annuelle,2013,entreprises_enregistres_CEFORE.csv,entreprises,,,,Dédougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2014,141,141,2014,2014,annuelle,2014,entreprises_enregistres_CEFORE.csv,entreprises,,,,Dédougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2015,115,115,2015,2015,annuelle,2015,entreprises_enregistres_CEFORE.csv,entreprises,,,,Dédougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2016,216,216,2016,2016,annuelle,2016,entreprises_enregistres_CEFORE.csv,entreprises,,,,Dédougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2017,264,264,2017,2017,annuelle,2017,entreprises_enregistres_CEFORE.csv,entreprises,,,,Dédougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2018,218,218,2018,2018,annuelle,2018,entreprises_enregistres_CEFORE.csv,entreprises,,,,Dédougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2019,241,241,2019,2019,annuelle,2019,entreprises_enregistres_CEFORE.csv,entreprises,,,,Dédougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2020,250,250,2020,2020,annuelle,2020,entreprises_enregistres_CEFORE.csv,entreprises,,,,Dédougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2021,323,323,2021,2021,annuelle,2021,entreprises_enregistres_CEFORE.csv,entreprises,,,,Dédougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2022,401,401,2022,2022,annuelle,2022,entreprises_enregistres_CEFORE.csv,entreprises,,,,Dédougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2023,463,463,2023,2023,annuelle,2023,entreprises_enregistres_CEFORE.csv,entreprises,,,,Dédougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2010,3611,3611,2010,2010,annuelle,2010,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2011,3771,3771,2011,2011,annuelle,2011,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2012,4374,4374,2012,2012,annuelle,2012,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2013,5293,5293,2013,2013,annuelle,2013,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2014,5760,5760,2014,2014,annuelle,2014,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2015,5223,5223,2015,2015,annuelle,2015,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2016,7466,7466,2016,2016,annuelle,2016,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2017,8133,8133,2017,2017,annuelle,2017,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2018,8332,8332,2018,2018,annuelle,2018,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2019,8837,8837,2019,2019,annuelle,2019,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2020,10691,10691,2020,2020,annuelle,2020,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2021,12093,12093,2021,2021,annuelle,2021,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2022,12895,12895,2022,2022,annuelle,2022,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2023,14953,14953,2023,2023,annuelle,2023,entreprises_enregistres_CEFORE.csv,entreprises,,,,Ouagadougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2010,126,126,2010,2010,annuelle,2010,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2011,141,141,2011,2011,annuelle,2011,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2012,189,189,2012,2012,annuelle,2012,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2013,195,195,2013,2013,annuelle,2013,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2014,289,289,2014,2014,annuelle,2014,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2015,235,235,2015,2015,annuelle,2015,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2016,472,472,2016,2016,annuelle,2016,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2017,321,321,2017,2017,annuelle,2017,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2018,266,266,2018,2018,annuelle,2018,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2019,355,355,2019,2019,annuelle,2019,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2020,537,537,2020,2020,annuelle,2020,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2021,278,278,2021,2021,annuelle,2021,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2022,250,250,2022,2022,annuelle,2022,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2023,391,391,2023,2023,annuelle,2023,entreprises_enregistres_CEFORE.csv,entreprises,,,,Tenkodogo
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2010,70,70,2010,2010,annuelle,2010,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2011,88,88,2011,2011,annuelle,2011,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2012,94,94,2012,2012,annuelle,2012,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2013,138,138,2013,2013,annuelle,2013,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2014,191,191,2014,2014,annuelle,2014,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2015,155,155,2015,2015,annuelle,2015,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2016,284,284,2016,2016,annuelle,2016,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2017,280,280,2017,2017,annuelle,2017,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2018,182,182,2018,2018,annuelle,2018,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2019,197,197,2019,2019,annuelle,2019,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2020,245,245,2020,2020,annuelle,2020,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2021,288,288,2021,2021,annuelle,2021,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2022,313,313,2022,2022,annuelle,2022,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2023,448,448,2023,2023,annuelle,2023,entreprises_enregistres_CEFORE.csv,entreprises,,,,Kaya
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2010,79,79,2010,2010,annuelle,2010,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2011,98,98,2011,2011,annuelle,2011,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2012,143,143,2012,2012,annuelle,2012,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2013,195,195,2013,2013,annuelle,2013,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2014,305,305,2014,2014,annuelle,2014,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2015,211,211,2015,2015,annuelle,2015,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2016,406,406,2016,2016,annuelle,2016,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2017,431,431,2017,2017,annuelle,2017,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2018,359,359,2018,2018,annuelle,2018,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2019,366,366,2019,2019,annuelle,2019,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2020,393,393,2020,2020,annuelle,2020,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2021,439,439,2021,2021,annuelle,2021,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2022,417,417,2022,2022,annuelle,2022,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
Création des entreprises enregistrées au CEFORE par localité,,Nombre,2023,427,427,2023,2023,annuelle,2023,entreprises_enregistres_CEFORE.csv,entreprises,,,,Koudougou
