indicateur,rubrique,region,unite,date,valeur,date_source,periode_normalisee,granularite_temporelle,annee,source_fichier,domaine
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_PO),Sahel,%,2009,27.6,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_PO),Sahel,%,2014,20.6,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_PO),Sahel,%,2018,44.2,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_PO),Sud-Ouest,%,2003,62.6,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_PO),Sud-Ouest,%,2009,42.7,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_PO),Sud-Ouest,%,2014,41.5,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_PO),Sud-Ouest,%,2018,45.0,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Burkina Faso,%,2003,100.0,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Burkina Faso,%,2009,100.0,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Burkina Faso,%,2014,100.0,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Burkina Faso,%,2018,100.0,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Boucle du Mouhoun,%,2003,8.2,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Boucle du Mouhoun,%,2009,9.5,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Boucle du Mouhoun,%,2014,14.7,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Boucle du Mouhoun,%,2018,12.0,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Cascades,%,2003,16.7,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Cascades,%,2009,10.4,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Cascades,%,2014,2.2,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Cascades,%,2018,2.0,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre,%,2003,4.1,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre,%,2009,6.1,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre,%,2014,3.3,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre,%,2018,1.7,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Est,%,2003,6.8,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Est,%,2009,11.6,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Est,%,2014,7.2,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Est,%,2018,10.3,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Nord,%,2003,5.9,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Nord,%,2009,5.4,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Nord,%,2014,9.8,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Nord,%,2018,12.3,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Ouest,%,2003,7.2,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Ouest,%,2009,7.1,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Ouest,%,2014,10.6,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Ouest,%,2018,10.6,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Sud,%,2003,7.8,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Sud,%,2009,8.8,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Sud,%,2014,4.4,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Centre-Sud,%,2018,2.7,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Est,%,2003,7.6,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Est,%,2009,5.4,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Est,%,2014,10.9,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Est,%,2018,9.6,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Hauts-Bassins,%,2003,12.3,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Hauts-Bassins,%,2009,11.5,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Hauts-Bassins,%,2014,9.1,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Hauts-Bassins,%,2018,9.1,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Nord,%,2003,9.7,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Nord,%,2009,9.9,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Nord,%,2014,14.3,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Nord,%,2018,13.8,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Plateau Central,%,2003,5.1,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Plateau Central,%,2009,7.8,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Plateau Central,%,2014,5.4,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Plateau Central,%,2018,3.9,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Sahel,%,2003,3.1,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Sahel,%,2009,2.3,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Sahel,%,2014,3.5,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Sahel,%,2018,7.4,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Sud-Ouest,%,2003,5.5,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Sud-Ouest,%,2009,4.1,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Sud-Ouest,%,2014,4.5,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Incidence de pauvreté (NA_CTR),Sud-Ouest,%,2018,4.7,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Burkina Faso,%,2003,16.9,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Burkina Faso,%,2009,15.1,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Burkina Faso,%,2014,9.7,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Burkina Faso,%,2018,12.3,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Boucle du Mouhoun,%,2003,11.6,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Boucle du Mouhoun,%,2009,12.2,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Boucle du Mouhoun,%,2014,15.4,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Boucle du Mouhoun,%,2018,14.3,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Cascades,%,2003,24.9,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Cascades,%,2009,14.8,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Cascades,%,2014,4.4,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Cascades,%,2018,5.4,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre,%,2003,11.7,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre,%,2009,14.9,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre,%,2014,2.0,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre,%,2018,1.1,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Est,%,2003,12.0,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Est,%,2009,23.2,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Est,%,2014,10.6,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Est,%,2018,19.7,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Nord,%,2003,19.4,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Nord,%,2009,19.8,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Nord,%,2014,10.9,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Nord,%,2018,20.0,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Ouest,%,2003,11.5,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Ouest,%,2009,10.0,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Ouest,%,2014,11.8,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Ouest,%,2018,14.6,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Sud,%,2003,15.5,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Sud,%,2009,15.6,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Sud,%,2014,9.3,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Centre-Sud,%,2018,5.8,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Est,%,2003,22.1,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Est,%,2009,16.3,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Est,%,2014,11.7,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Est,%,2018,11.5,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Hauts-Bassins,%,2003,26.5,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Hauts-Bassins,%,2009,23.7,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Hauts-Bassins,%,2014,7.3,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Hauts-Bassins,%,2018,8.5,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Nord,%,2003,19.9,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Nord,%,2009,20.1,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Nord,%,2014,18.9,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Nord,%,2018,25.6,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Plateau Central,%,2003,7.5,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Plateau Central,%,2009,8.5,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Plateau Central,%,2014,10.9,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Plateau Central,%,2018,9.2,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Sahel,%,2003,15.9,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Sahel,%,2009,7.4,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Sahel,%,2014,3.8,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Sahel,%,2018,13.0,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Sud-Ouest,%,2003,24.4,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Sud-Ouest,%,2009,11.2,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Sud-Ouest,%,2014,10.1,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_P1),Sud-Ouest,%,2018,10.8,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Burkina Faso,%,2003,100.0,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
