indicateur,rubrique,region,unite,date,valeur,date_source,periode_normalisee,granularite_temporelle,annee,source_fichier,domaine
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Burkina Faso,%,2009,100.0,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Burkina Faso,%,2014,100.0,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Boucle du Mouhoun,%,2003,7.4,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Boucle du Mouhoun,%,2009,8.5,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Boucle du Mouhoun,%,2014,15.8,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Cascades,%,2003,18.0,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Cascades,%,2009,9.9,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Cascades,%,2014,1.8,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre,%,2003,4.0,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre,%,2009,6.8,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre,%,2014,2.8,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre-Est,%,2003,6.1,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre-Est,%,2009,13.3,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre-Est,%,2014,8.7,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre-Nord,%,2003,5.6,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre-Nord,%,2009,5.8,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre-Nord,%,2014,9.5,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre-Ouest,%,2003,5.6,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre-Ouest,%,2009,5.6,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre-Ouest,%,2014,10.0,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre-Sud,%,2003,8.0,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre-Sud,%,2009,8.6,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Centre-Sud,%,2014,4.2,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Est,%,2003,7.9,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Est,%,2009,5.3,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Est,%,2014,10.5,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Hauts-Bassins,%,2003,13.5,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Hauts-Bassins,%,2009,13.1,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Hauts-Bassins,%,2014,8.0,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Nord,%,2003,9.7,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Nord,%,2009,10.7,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Nord,%,2014,16.0,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Plateau Central,%,2003,4.5,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Plateau Central,%,2009,7.2,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Plateau Central,%,2014,5.4,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Sahel,%,2003,3.4,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Sahel,%,2009,1.9,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Sahel,%,2014,2.7,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Sud-Ouest,%,2003,6.2,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Sud-Ouest,%,2009,3.3,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Profondeur de pauvreté (NA_CTR),Sud-Ouest,%,2014,4.5,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Burkina Faso,%,2003,7.8,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Burkina Faso,%,2009,6.7,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Burkina Faso,%,2014,3.3,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Burkina Faso,%,2018,5.0,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Boucle du Mouhoun,%,2003,5.1,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Boucle du Mouhoun,%,2009,4.8,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Boucle du Mouhoun,%,2014,5.6,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Boucle du Mouhoun,%,2018,5.7,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Cascades,%,2003,11.9,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Cascades,%,2009,6.4,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Cascades,%,2014,1.3,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Cascades,%,2018,1.9,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre,%,2003,5.2,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre,%,2009,7.5,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre,%,2014,0.6,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre,%,2018,0.3,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Est,%,2003,5.1,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Est,%,2009,11.3,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Est,%,2014,4.2,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Est,%,2018,9.5,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Nord,%,2003,8.5,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Nord,%,2009,9.2,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Nord,%,2014,3.6,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Nord,%,2018,8.4,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Ouest,%,2003,4.4,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Ouest,%,2009,3.7,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Ouest,%,2014,3.7,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Ouest,%,2018,5.5,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Sud,%,2003,7.6,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Sud,%,2009,6.6,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Sud,%,2014,3.0,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Centre-Sud,%,2018,2.0,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Est,%,2003,10.6,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Est,%,2009,7.0,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Est,%,2014,3.7,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Est,%,2018,3.9,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Hauts-Bassins,%,2003,13.1,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Hauts-Bassins,%,2009,11.3,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Hauts-Bassins,%,2014,2.3,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Hauts-Bassins,%,2018,3.2,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Nord,%,2003,9.2,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Nord,%,2009,9.2,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Nord,%,2014,6.8,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Nord,%,2018,11.7,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Plateau Central,%,2003,3.1,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Plateau Central,%,2009,3.6,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Plateau Central,%,2014,3.6,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Plateau Central,%,2018,3.5,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Sahel,%,2003,8.2,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Sahel,%,2009,2.9,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Sahel,%,2014,1.1,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Sahel,%,2018,5.2,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Sud-Ouest,%,2003,12.5,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Sud-Ouest,%,2009,4.1,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Sud-Ouest,%,2014,3.5,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_P2),Sud-Ouest,%,2018,3.6,2018,2018,annuelle,2018,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Burkina Faso,%,2003,100.0,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Burkina Faso,%,2009,100.0,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Burkina Faso,%,2014,100.0,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Boucle du Mouhoun,%,2003,7.1,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Boucle du Mouhoun,%,2009,7.6,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Boucle du Mouhoun,%,2014,16.7,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Cascades,%,2003,18.5,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Cascades,%,2009,9.6,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Cascades,%,2014,1.6,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre,%,2003,3.8,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre,%,2009,7.7,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre,%,2014,2.6,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Est,%,2003,5.5,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Est,%,2009,14.6,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Est,%,2014,10.3,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Nord,%,2003,5.3,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Nord,%,2009,6.0,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Nord,%,2014,9.2,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Ouest,%,2003,4.6,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Ouest,%,2009,4.7,2009,2009,annuelle,2009,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Ouest,%,2014,9.4,2014,2014,annuelle,2014,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
Indicateurs de pauvreté et contributions des régions à la pauvreté,Sévérité de pauvreté (NA_CTR),Centre-Sud,%,2003,8.4,2003,2003,annuelle,2003,Indicateurs de pauvreté et contributions des régions à la pauvreté.csv,vulnerabilite_menages
