indicateur,rubriques,r_gion,unite,date,valeur,date_source,periode_normalisee,granularite_temporelle,annee,source_fichier,domaine
Pourcentage des ménages disposant de certains biens par région,Voiture,Est,%,2007,0.6,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Est,%,2018,0.5,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Hauts-Bassins,%,2003,3.4,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Hauts-Bassins,%,2005,3.0,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Hauts-Bassins,%,2007,3.7,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Hauts-Bassins,%,2018,3.5,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Nord,%,2003,0.3,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Nord,%,2005,2.0,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Nord,%,2007,1.4,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Nord,%,2018,0.7,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Plateau Central,%,2003,0.7,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Plateau Central,%,2005,1.5,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Plateau Central,%,2007,0.5,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Plateau Central,%,2018,1.4,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Sahel,%,2003,0.4,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Sahel,%,2005,0.4,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Sahel,%,2007,0.8,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Sahel,%,2018,0.2,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Sud-Ouest,%,2003,0.7,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Sud-Ouest,%,2005,0.0,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Sud-Ouest,%,2007,0.7,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Sud-Ouest,%,2018,2.2,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Burkina Faso,%,2003,2.3,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Burkina Faso,%,2005,3.1,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Burkina Faso,%,2007,2.8,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Voiture,Burkina Faso,%,2018,4.0,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Boucle du Mouhoun,%,2003,68.7,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Boucle du Mouhoun,%,2005,70.1,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Boucle du Mouhoun,%,2007,69.9,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Boucle du Mouhoun,%,2018,50.2,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Cascades,%,2003,77.2,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Cascades,%,2005,88.9,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Cascades,%,2007,76.9,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Cascades,%,2018,48.5,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre,%,2003,87.9,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre,%,2005,87.4,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre,%,2007,83.5,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre,%,2018,40.8,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Est,%,2003,57.6,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Est,%,2005,61.0,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Est,%,2007,62.4,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Est,%,2018,37.4,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Nord,%,2003,66.0,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Nord,%,2005,43.8,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Nord,%,2007,63.5,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Nord,%,2018,39.1,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Ouest,%,2003,69.9,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Ouest,%,2005,71.2,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Ouest,%,2007,65.3,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Ouest,%,2018,30.4,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Sud,%,2003,57.8,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Sud,%,2005,56.6,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Sud,%,2007,68.0,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Centre-Sud,%,2018,55.3,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Est,%,2003,52.4,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Est,%,2005,54.0,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Est,%,2007,66.3,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Est,%,2018,52.0,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Hauts-Bassins,%,2003,84.7,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Hauts-Bassins,%,2005,77.8,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Hauts-Bassins,%,2007,78.3,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Hauts-Bassins,%,2018,45.7,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Nord,%,2003,72.8,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Nord,%,2005,74.1,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Nord,%,2007,73.7,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Nord,%,2018,36.8,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Plateau Central,%,2003,68.7,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Plateau Central,%,2005,71.1,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Plateau Central,%,2007,69.9,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Plateau Central,%,2018,52.1,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Sahel,%,2003,45.8,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Sahel,%,2005,40.7,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Sahel,%,2007,57.2,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Sahel,%,2018,30.3,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Sud-Ouest,%,2003,48.0,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Sud-Ouest,%,2005,53.6,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Sud-Ouest,%,2007,55.3,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Sud-Ouest,%,2018,43.9,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Burkina Faso,%,2003,67.7,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Burkina Faso,%,2005,66.3,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Burkina Faso,%,2007,69.5,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Radio,Burkina Faso,%,2018,42.4,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Boucle du Mouhoun,%,2003,7.7,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Boucle du Mouhoun,%,2005,9.4,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Boucle du Mouhoun,%,2007,16.5,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Boucle du Mouhoun,%,2018,28.8,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Cascades,%,2003,5.1,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Cascades,%,2005,8.5,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Cascades,%,2007,13.7,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Cascades,%,2018,46.9,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre,%,2003,39.7,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre,%,2005,53.3,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre,%,2007,53.6,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre,%,2018,74.8,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Est,%,2003,6.8,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Est,%,2005,8.8,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Est,%,2007,9.2,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Est,%,2018,16.9,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Nord,%,2003,4.2,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Nord,%,2005,3.8,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Nord,%,2007,6.8,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Nord,%,2018,10.0,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Ouest,%,2003,5.2,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Ouest,%,2005,12.4,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Ouest,%,2007,12.7,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Ouest,%,2018,16.4,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Sud,%,2003,1.3,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Sud,%,2005,1.9,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Sud,%,2007,6.8,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Centre-Sud,%,2018,9.4,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Est,%,2003,3.1,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Est,%,2005,5.1,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Est,%,2007,6.2,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Est,%,2018,8.1,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Hauts-Bassins,%,2003,18.9,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Hauts-Bassins,%,2005,20.5,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Hauts-Bassins,%,2007,28.1,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Hauts-Bassins,%,2018,51.4,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Nord,%,2003,5.8,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Nord,%,2005,8.8,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Nord,%,2007,13.0,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Nord,%,2018,15.5,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Plateau Central,%,2003,2.0,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Plateau Central,%,2005,5.0,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Plateau Central,%,2007,9.1,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Plateau Central,%,2018,15.6,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Sahel,%,2003,1.4,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Sahel,%,2005,1.9,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Sahel,%,2007,3.5,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Sahel,%,2018,6.6,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Sud-Ouest,%,2003,2.4,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Sud-Ouest,%,2005,4.5,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Sud-Ouest,%,2007,5.5,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Sud-Ouest,%,2018,17.2,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Burkina Faso,%,2003,10.0,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Burkina Faso,%,2005,13.6,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Burkina Faso,%,2007,16.9,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Téléviseur,Burkina Faso,%,2018,30.6,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Lit ou matelas,Boucle du Mouhoun,%,2003,65.2,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Lit ou matelas,Boucle du Mouhoun,%,2005,26.3,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Lit ou matelas,Boucle du Mouhoun,%,2007,35.4,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Lit ou matelas,Boucle du Mouhoun,%,2018,37.3,2018,2018,annuelle,2018,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Lit ou matelas,Cascades,%,2003,55.2,2003,2003,annuelle,2003,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Lit ou matelas,Cascades,%,2005,74.4,2005,2005,annuelle,2005,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
Pourcentage des ménages disposant de certains biens par région,Lit ou matelas,Cascades,%,2007,68.8,2007,2007,annuelle,2007,Pourcentage des ménages disposant de certains biens par région en 2018.csv,vulnerabilite_menages
