date,region,province,marche,categorie,produit,unit,statut_prix,type_prix,devise,prix_local,prix_usd,date_source,periode_normalisee,granularite_temporelle,annee,trimestre,mois,source_fichier,domaine
septembre 2015,CENTRE-EST,KOURITTENGA,Koupela,cereales et tubercules,mais (white),KG,observe,detail,XOF,182.0,0.31,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-EST,KOURITTENGA,Koupela,cereales et tubercules,mil,KG,observe,detail,XOF,204.0,0.35,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-EST,KOURITTENGA,Koupela,cereales et tubercules,riz (local),KG,observe,detail,XOF,289.0,0.5,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-EST,KOURITTENGA,Koupela,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,278.0,0.48,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-EST,KOURITTENGA,Pouytenga,cereales et tubercules,mais (white),KG,observe,detail,XOF,169.0,0.29,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-EST,KOURITTENGA,Pouytenga,cereales et tubercules,mil,KG,observe,detail,XOF,216.0,0.37,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-EST,KOURITTENGA,Pouytenga,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,171.0,0.29,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-EST,KOURITTENGA,Pouytenga,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,304.0,0.52,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-NORD,BAM,Kongoussi,cereales et tubercules,mais (white),KG,observe,detail,XOF,154.0,0.26,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-NORD,BAM,Kongoussi,cereales et tubercules,mil,100 KG,observe,gros,XOF,18000.0,30.94,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-NORD,BAM,Kongoussi,cereales et tubercules,mil,KG,observe,detail,XOF,202.0,0.35,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-NORD,BAM,Kongoussi,cereales et tubercules,riz (imported),100 KG,observe,gros,XOF,38000.0,65.31,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-NORD,BAM,Kongoussi,cereales et tubercules,sorgho (local),100 KG,observe,gros,XOF,17000.0,29.22,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-NORD,BAM,Kongoussi,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,250.0,0.43,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-NORD,NAMENTENGA,Boulsa,cereales et tubercules,mil,KG,observe,detail,XOF,162.0,0.28,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-NORD,NAMENTENGA,Boulsa,cereales et tubercules,riz (local),KG,observe,detail,XOF,313.0,0.54,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-NORD,NAMENTENGA,Boulsa,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,268.0,0.46,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-NORD,NAMENTENGA,Yalgo,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,191.0,0.33,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-NORD,SANMATENGA,Kaya,cereales et tubercules,mil,KG,observe,detail,XOF,198.0,0.34,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-NORD,SANMATENGA,Kaya,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,195.0,0.34,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-NORD,SANMATENGA,Kaya,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,237.0,0.41,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,cereales et tubercules,mais (white),KG,observe,detail,XOF,162.0,0.28,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,cereales et tubercules,mil,KG,observe,detail,XOF,200.0,0.34,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,185.0,0.32,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,286.0,0.49,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,SANGUIÉ,Réo,cereales et tubercules,mais (white),KG,observe,detail,XOF,184.0,0.32,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,SANGUIÉ,Réo,cereales et tubercules,mil,KG,observe,detail,XOF,194.0,0.33,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,SANGUIÉ,Réo,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,167.0,0.29,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,SANGUIÉ,Réo,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,255.0,0.44,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,SANGUIÉ,Tita,cereales et tubercules,mil,KG,observe,detail,XOF,169.0,0.29,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,SANGUIÉ,Tita,cereales et tubercules,riz (local),KG,observe,detail,XOF,322.0,0.55,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,SANGUIÉ,Tita,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,146.0,0.25,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,SANGUIÉ,Tita,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,294.0,0.51,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,SISSILI,Leo,cereales et tubercules,mais (white),KG,observe,detail,XOF,157.0,0.27,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,SISSILI,Leo,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,171.0,0.29,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,SISSILI,Leo,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,313.0,0.54,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,ZIRO,Sapouy,cereales et tubercules,mais (white),KG,observe,detail,XOF,147.0,0.25,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,ZIRO,Sapouy,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,137.0,0.24,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-OUEST,ZIRO,Sapouy,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,331.0,0.57,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,BAZÈGA,Kombissiri,cereales et tubercules,riz (imported),KG,observe,detail,XOF,318.0,0.55,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,BAZÈGA,Kombissiri,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,351.0,0.6,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,NAHOURI,Guelwongo,cereales et tubercules,mais (white),KG,observe,detail,XOF,166.0,0.29,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,NAHOURI,Guelwongo,cereales et tubercules,mil,KG,observe,detail,XOF,172.0,0.3,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,NAHOURI,Guelwongo,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,164.0,0.28,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,NAHOURI,Guelwongo,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,374.0,0.64,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,NAHOURI,Po,cereales et tubercules,mais (white),KG,observe,detail,XOF,189.0,0.32,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,NAHOURI,Po,cereales et tubercules,mil,KG,observe,detail,XOF,243.0,0.42,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,NAHOURI,Po,cereales et tubercules,riz (local),KG,observe,detail,XOF,336.0,0.58,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,NAHOURI,Po,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,184.0,0.32,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,ZOUNDWÉOGO,Manga,cereales et tubercules,mais (white),KG,observe,detail,XOF,188.0,0.32,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,ZOUNDWÉOGO,Manga,cereales et tubercules,mil,KG,observe,detail,XOF,195.0,0.34,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,ZOUNDWÉOGO,Manga,cereales et tubercules,riz (local),KG,observe,detail,XOF,298.0,0.51,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,CENTRE-SUD,ZOUNDWÉOGO,Manga,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,165.0,0.28,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,GNAGNA,Bogandé,cereales et tubercules,mais (white),KG,observe,detail,XOF,232.0,0.4,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,GNAGNA,Bogandé,cereales et tubercules,mil,KG,observe,detail,XOF,229.0,0.39,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,GNAGNA,Bogandé,cereales et tubercules,riz (local),KG,observe,detail,XOF,366.0,0.63,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,GNAGNA,Bogandé,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,600.0,1.03,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,GOURMA,Fada N'Gourma,cereales et tubercules,mais (white),KG,observe,detail,XOF,174.0,0.3,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,GOURMA,Fada N'Gourma,cereales et tubercules,mil,100 KG,observe,gros,XOF,18500.0,31.8,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,GOURMA,Fada N'Gourma,cereales et tubercules,riz (imported),100 KG,observe,gros,XOF,38000.0,65.31,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,GOURMA,Fada N'Gourma,cereales et tubercules,riz (local),KG,observe,detail,XOF,333.0,0.57,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,GOURMA,Fada N'Gourma,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,161.0,0.28,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,KOMANDJARI,Gayéri,cereales et tubercules,riz (imported),KG,observe,detail,XOF,450.0,0.77,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,KOMANDJARI,Gayéri,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,175.0,0.3,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,KOMANDJARI,Gayéri,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,260.0,0.45,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,KOMANDJARI,Haaba,cereales et tubercules,mil,KG,observe,detail,XOF,208.0,0.36,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,KOMANDJARI,Haaba,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,329.0,0.57,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,KOMPIENGA,Kompienga,cereales et tubercules,mil,KG,observe,detail,XOF,134.0,0.23,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,KOMPIENGA,Kompienga,cereales et tubercules,riz (local),KG,observe,detail,XOF,295.0,0.51,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,KOMPIENGA,Kompienga,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,347.0,0.6,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,TAPOA,Diapaga,cereales et tubercules,mais (white),KG,observe,detail,XOF,190.0,0.33,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,TAPOA,Diapaga,cereales et tubercules,mil,KG,observe,detail,XOF,206.0,0.35,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,TAPOA,Diapaga,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,192.0,0.33,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,TAPOA,Namouno (CBM),cereales et tubercules,mil,KG,observe,detail,XOF,176.0,0.3,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,TAPOA,Namouno (CBM),cereales et tubercules,sorgho (white),KG,observe,detail,XOF,163.0,0.28,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,EST,TAPOA,Namouno (CBM),legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,397.0,0.68,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,HOUET,Bobo Dioulasso,cereales et tubercules,mil,100 KG,observe,gros,XOF,20000.0,34.37,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,HOUET,Bobo Dioulasso,cereales et tubercules,sorgho (local),100 KG,observe,gros,XOF,15000.0,25.78,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,HOUET,Faramana,cereales et tubercules,mais (white),KG,observe,detail,XOF,102.0,0.18,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,HOUET,Faramana,cereales et tubercules,mil,KG,observe,detail,XOF,138.0,0.24,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,HOUET,Nieneta,cereales et tubercules,mais (white),KG,observe,detail,XOF,154.0,0.26,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,HOUET,Nieneta,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,158.0,0.27,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,KÉNÉDOUGOU,N'Dorola,cereales et tubercules,mil,KG,observe,detail,XOF,174.0,0.3,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,KÉNÉDOUGOU,N'Dorola,cereales et tubercules,riz (local),KG,observe,detail,XOF,313.0,0.54,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,KÉNÉDOUGOU,N'Dorola,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,200.0,0.34,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,KÉNÉDOUGOU,N'Dorola,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,375.0,0.64,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,TUY,Founza,cereales et tubercules,mais (white),KG,observe,detail,XOF,121.0,0.21,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,TUY,Founza,cereales et tubercules,mil,KG,observe,detail,XOF,167.0,0.29,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,TUY,Founza,cereales et tubercules,riz (local),KG,observe,detail,XOF,290.0,0.5,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,TUY,Founza,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,317.0,0.54,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,HAUTS-BASSINS,TUY,Houndé,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,328.0,0.56,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,NORD,LOROUM,Titao,cereales et tubercules,mais (white),KG,observe,detail,XOF,156.0,0.27,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,NORD,LOROUM,Titao,cereales et tubercules,riz (imported),KG,observe,detail,XOF,350.0,0.6,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,NORD,LOROUM,Titao,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,155.0,0.27,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,NORD,PASSORÉ,Yako,cereales et tubercules,mais (white),KG,observe,detail,XOF,177.0,0.3,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,NORD,PASSORÉ,Yako,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,283.0,0.49,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,NORD,YATENGA,Ouahigouya,cereales et tubercules,mil,KG,observe,detail,XOF,204.0,0.35,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,NORD,YATENGA,Ouahigouya,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,187.0,0.32,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,NORD,YATENGA,Ouahigouya,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,266.0,0.46,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,NORD,ZONDOMA,Gourcy,cereales et tubercules,mais (white),KG,observe,detail,XOF,169.0,0.29,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,NORD,ZONDOMA,Gourcy,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,150.0,0.26,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,NORD,ZONDOMA,Gourcy,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,300.0,0.52,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,PLATEAU-CENTRAL,GANZOURGOU,Mogtédo,cereales et tubercules,mil,KG,observe,detail,XOF,165.0,0.28,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,PLATEAU-CENTRAL,GANZOURGOU,Mogtédo,cereales et tubercules,riz (local),KG,observe,detail,XOF,308.0,0.53,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,PLATEAU-CENTRAL,GANZOURGOU,Mogtédo,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,145.0,0.25,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,PLATEAU-CENTRAL,GANZOURGOU,Mogtédo,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,279.0,0.48,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,PLATEAU-CENTRAL,GANZOURGOU,Zorgho,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,150.0,0.26,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,PLATEAU-CENTRAL,GANZOURGOU,Zorgho,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,258.0,0.44,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,PLATEAU-CENTRAL,KOURWÉOGO,Bousse,cereales et tubercules,mais (white),KG,observe,detail,XOF,188.0,0.32,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,PLATEAU-CENTRAL,KOURWÉOGO,Bousse,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,151.0,0.26,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,PLATEAU-CENTRAL,OUBRITENGA,Ziniaré,cereales et tubercules,mil,KG,observe,detail,XOF,210.0,0.36,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,PLATEAU-CENTRAL,OUBRITENGA,Ziniaré,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,153.0,0.26,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,SAHEL,OUDALAN,Gorom Gorom,cereales et tubercules,mil,KG,observe,detail,XOF,242.0,0.42,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,SAHEL,OUDALAN,Gorom Gorom,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,233.0,0.4,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,SAHEL,SOUM,Arbinda,cereales et tubercules,mil,KG,observe,detail,XOF,215.0,0.37,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,SAHEL,SOUM,Arbinda,cereales et tubercules,riz (imported),KG,observe,detail,XOF,400.0,0.69,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,SAHEL,SOUM,Arbinda,cereales et tubercules,sorgho (white),KG,observe,detail,XOF,208.0,0.36,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,SAHEL,SOUM,Arbinda,legumineuses et fruits a coque,haricots (niebe),KG,observe,detail,XOF,384.0,0.66,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,SAHEL,SOUM,Djibo,cereales et tubercules,mil,KG,observe,detail,XOF,204.0,0.35,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,SAHEL,SÉNO,Dori,cereales et tubercules,mais (white),KG,observe,detail,XOF,219.0,0.38,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,SAHEL,SÉNO,Dori,cereales et tubercules,mil,100 KG,observe,gros,XOF,25000.0,42.97,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,SAHEL,SÉNO,Dori,cereales et tubercules,mil,KG,observe,detail,XOF,260.0,0.45,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,SAHEL,SÉNO,Dori,cereales et tubercules,riz (imported),100 KG,observe,gros,XOF,42500.0,73.05,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
septembre 2015,SAHEL,SÉNO,Dori,cereales et tubercules,sorgho (local),100 KG,observe,gros,XOF,20000.0,34.37,septembre 2015,septembre 2015,mensuelle,2015,3,9,wfp_food_prices_bfa.csv,prix
