indicateur,r_gion,produits,unit,date,value,valeur,date_source,periode_normalisee,granularite_temporelle,annee,trimestre,mois,source_fichier,domaine
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,avril 2022,1231.0,1231.0,avril 2022,avril 2022,mensuelle,2022,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,mai 2022,1314.0,1314.0,mai 2022,mai 2022,mensuelle,2022,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,juin 2022,1418.0,1418.0,juin 2022,juin 2022,mensuelle,2022,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,juillet 2022,1425.0,1425.0,juillet 2022,juillet 2022,mensuelle,2022,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,aout 2022,1425.0,1425.0,aout 2022,aout 2022,mensuelle,2022,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,septembre 2022,1474.0,1474.0,septembre 2022,septembre 2022,mensuelle,2022,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,octobre 2022,1443.0,1443.0,octobre 2022,octobre 2022,mensuelle,2022,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,novembre 2022,1444.0,1444.0,novembre 2022,novembre 2022,mensuelle,2022,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,decembre 2022,1441.0,1441.0,decembre 2022,decembre 2022,mensuelle,2022,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,janvier 2023,1433.0,1433.0,janvier 2023,janvier 2023,mensuelle,2023,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,fevrier 2023,1429.0,1429.0,fevrier 2023,fevrier 2023,mensuelle,2023,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,mars 2023,1444.0,1444.0,mars 2023,mars 2023,mensuelle,2023,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,avril 2023,1441.0,1441.0,avril 2023,avril 2023,mensuelle,2023,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,mai 2023,1444.0,1444.0,mai 2023,mai 2023,mensuelle,2023,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,juin 2023,1437.0,1437.0,juin 2023,juin 2023,mensuelle,2023,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,juillet 2023,1426.0,1426.0,juillet 2023,juillet 2023,mensuelle,2023,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,aout 2023,1407.0,1407.0,aout 2023,aout 2023,mensuelle,2023,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,septembre 2023,1393.0,1393.0,septembre 2023,septembre 2023,mensuelle,2023,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,octobre 2023,1374.0,1374.0,octobre 2023,octobre 2023,mensuelle,2023,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,novembre 2023,1367.0,1367.0,novembre 2023,novembre 2023,mensuelle,2023,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,decembre 2023,1378.0,1378.0,decembre 2023,decembre 2023,mensuelle,2023,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,janvier 2024,1378.0,1378.0,janvier 2024,janvier 2024,mensuelle,2024,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,fevrier 2024,1378.0,1378.0,fevrier 2024,fevrier 2024,mensuelle,2024,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,mars 2024,1411.0,1411.0,mars 2024,mars 2024,mensuelle,2024,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,avril 2024,1419.0,1419.0,avril 2024,avril 2024,mensuelle,2024,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,mai 2024,1378.0,1378.0,mai 2024,mai 2024,mensuelle,2024,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,juin 2024,1369.0,1369.0,juin 2024,juin 2024,mensuelle,2024,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,juillet 2024,1374.0,1374.0,juillet 2024,juillet 2024,mensuelle,2024,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,aout 2024,1339.0,1339.0,aout 2024,aout 2024,mensuelle,2024,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,septembre 2024,1321.0,1321.0,septembre 2024,septembre 2024,mensuelle,2024,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,octobre 2024,1306.0,1306.0,octobre 2024,octobre 2024,mensuelle,2024,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,novembre 2024,1300.0,1300.0,novembre 2024,novembre 2024,mensuelle,2024,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,decembre 2024,1317.0,1317.0,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,janvier 2025,1318.75,1318.75,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,fevrier 2025,1322.37687785777,1322.37687785777,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,mars 2025,1323.07287275562,1323.07287275562,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,avril 2025,1323.07287275562,1323.07287275562,avril 2025,avril 2025,mensuelle,2025,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,mai 2025,1320.55378975443,1320.55378975443,mai 2025,mai 2025,mensuelle,2025,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,juin 2025,1304.37084450104,1304.37084450104,juin 2025,juin 2025,mensuelle,2025,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,juillet 2025,1308.03013601843,1308.03013601843,juillet 2025,juillet 2025,mensuelle,2025,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,aout 2025,1308.03013601843,1308.03013601843,aout 2025,aout 2025,mensuelle,2025,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Huile d'arachide,FCFA/litre,septembre 2025,1308.03013601843,1308.03013601843,septembre 2025,septembre 2025,mensuelle,2025,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,janvier 2016,279.93948869512,279.93948869512,janvier 2016,janvier 2016,mensuelle,2016,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,fevrier 2016,250.370693277386,250.370693277386,fevrier 2016,fevrier 2016,mensuelle,2016,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mars 2016,227.243310615814,227.243310615814,mars 2016,mars 2016,mensuelle,2016,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,avril 2016,223.327777466047,223.327777466047,avril 2016,avril 2016,mensuelle,2016,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mai 2016,231.516269734306,231.516269734306,mai 2016,mai 2016,mensuelle,2016,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juin 2016,239.638368673721,239.638368673721,juin 2016,juin 2016,mensuelle,2016,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juillet 2016,360.508779385804,360.508779385804,juillet 2016,juillet 2016,mensuelle,2016,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,aout 2016,374.963464624092,374.963464624092,aout 2016,aout 2016,mensuelle,2016,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,septembre 2016,498.319658897248,498.319658897248,septembre 2016,septembre 2016,mensuelle,2016,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,octobre 2016,513.0,513.0,octobre 2016,octobre 2016,mensuelle,2016,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,novembre 2016,376.0,376.0,novembre 2016,novembre 2016,mensuelle,2016,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,decembre 2016,295.0,295.0,decembre 2016,decembre 2016,mensuelle,2016,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,janvier 2017,255.0,255.0,janvier 2017,janvier 2017,mensuelle,2017,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,fevrier 2017,220.0,220.0,fevrier 2017,fevrier 2017,mensuelle,2017,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mars 2017,250.0,250.0,mars 2017,mars 2017,mensuelle,2017,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,avril 2017,296.0,296.0,avril 2017,avril 2017,mensuelle,2017,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mai 2017,342.0,342.0,mai 2017,mai 2017,mensuelle,2017,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juin 2017,378.0,378.0,juin 2017,juin 2017,mensuelle,2017,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juillet 2017,523.0,523.0,juillet 2017,juillet 2017,mensuelle,2017,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,aout 2017,506.0,506.0,aout 2017,aout 2017,mensuelle,2017,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,septembre 2017,672.0,672.0,septembre 2017,septembre 2017,mensuelle,2017,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,octobre 2017,620.0,620.0,octobre 2017,octobre 2017,mensuelle,2017,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,novembre 2017,427.0,427.0,novembre 2017,novembre 2017,mensuelle,2017,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,decembre 2017,364.921583990809,364.921583990809,decembre 2017,decembre 2017,mensuelle,2017,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,janvier 2018,292.468428815814,292.468428815814,janvier 2018,janvier 2018,mensuelle,2018,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,fevrier 2018,212.0,212.0,fevrier 2018,fevrier 2018,mensuelle,2018,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mars 2018,318.0,318.0,mars 2018,mars 2018,mensuelle,2018,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,avril 2018,294.0,294.0,avril 2018,avril 2018,mensuelle,2018,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mai 2018,387.0,387.0,mai 2018,mai 2018,mensuelle,2018,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juin 2018,477.0,477.0,juin 2018,juin 2018,mensuelle,2018,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juillet 2018,455.0,455.0,juillet 2018,juillet 2018,mensuelle,2018,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,aout 2018,662.0,662.0,aout 2018,aout 2018,mensuelle,2018,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,septembre 2018,1060.0,1060.0,septembre 2018,septembre 2018,mensuelle,2018,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,octobre 2018,843.0,843.0,octobre 2018,octobre 2018,mensuelle,2018,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,novembre 2018,611.0,611.0,novembre 2018,novembre 2018,mensuelle,2018,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,decembre 2018,475.0,475.0,decembre 2018,decembre 2018,mensuelle,2018,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,janvier 2019,356.0,356.0,janvier 2019,janvier 2019,mensuelle,2019,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,fevrier 2019,294.0,294.0,fevrier 2019,fevrier 2019,mensuelle,2019,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mars 2019,275.0,275.0,mars 2019,mars 2019,mensuelle,2019,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,avril 2019,322.0,322.0,avril 2019,avril 2019,mensuelle,2019,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mai 2019,353.0,353.0,mai 2019,mai 2019,mensuelle,2019,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juin 2019,403.0,403.0,juin 2019,juin 2019,mensuelle,2019,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juillet 2019,440.0,440.0,juillet 2019,juillet 2019,mensuelle,2019,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,aout 2019,453.0,453.0,aout 2019,aout 2019,mensuelle,2019,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,septembre 2019,616.0,616.0,septembre 2019,septembre 2019,mensuelle,2019,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,octobre 2019,637.0,637.0,octobre 2019,octobre 2019,mensuelle,2019,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,novembre 2019,525.0,525.0,novembre 2019,novembre 2019,mensuelle,2019,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,decembre 2019,339.0,339.0,decembre 2019,decembre 2019,mensuelle,2019,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,janvier 2020,304.0,304.0,janvier 2020,janvier 2020,mensuelle,2020,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,fevrier 2020,304.0,304.0,fevrier 2020,fevrier 2020,mensuelle,2020,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mars 2020,304.0,304.0,mars 2020,mars 2020,mensuelle,2020,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,avril 2020,387.0,387.0,avril 2020,avril 2020,mensuelle,2020,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mai 2020,358.0,358.0,mai 2020,mai 2020,mensuelle,2020,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juin 2020,309.0,309.0,juin 2020,juin 2020,mensuelle,2020,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juillet 2020,379.0,379.0,juillet 2020,juillet 2020,mensuelle,2020,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,aout 2020,473.0,473.0,aout 2020,aout 2020,mensuelle,2020,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,septembre 2020,542.0,542.0,septembre 2020,septembre 2020,mensuelle,2020,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,octobre 2020,628.0,628.0,octobre 2020,octobre 2020,mensuelle,2020,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,novembre 2020,877.0,877.0,novembre 2020,novembre 2020,mensuelle,2020,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,decembre 2020,688.0,688.0,decembre 2020,decembre 2020,mensuelle,2020,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,janvier 2021,348.0,348.0,janvier 2021,janvier 2021,mensuelle,2021,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,fevrier 2021,268.0,268.0,fevrier 2021,fevrier 2021,mensuelle,2021,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mars 2021,355.0,355.0,mars 2021,mars 2021,mensuelle,2021,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,avril 2021,298.0,298.0,avril 2021,avril 2021,mensuelle,2021,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mai 2021,279.0,279.0,mai 2021,mai 2021,mensuelle,2021,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juin 2021,524.0,524.0,juin 2021,juin 2021,mensuelle,2021,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juillet 2021,431.0,431.0,juillet 2021,juillet 2021,mensuelle,2021,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,aout 2021,535.0,535.0,aout 2021,aout 2021,mensuelle,2021,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,septembre 2021,384.0,384.0,septembre 2021,septembre 2021,mensuelle,2021,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,octobre 2021,883.0,883.0,octobre 2021,octobre 2021,mensuelle,2021,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,novembre 2021,594.0,594.0,novembre 2021,novembre 2021,mensuelle,2021,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,decembre 2021,626.0,626.0,decembre 2021,decembre 2021,mensuelle,2021,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,janvier 2022,621.0,621.0,janvier 2022,janvier 2022,mensuelle,2022,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,fevrier 2022,566.0,566.0,fevrier 2022,fevrier 2022,mensuelle,2022,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mars 2022,454.0,454.0,mars 2022,mars 2022,mensuelle,2022,1,3,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,avril 2022,349.0,349.0,avril 2022,avril 2022,mensuelle,2022,2,4,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,mai 2022,479.0,479.0,mai 2022,mai 2022,mensuelle,2022,2,5,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juin 2022,528.0,528.0,juin 2022,juin 2022,mensuelle,2022,2,6,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,juillet 2022,566.0,566.0,juillet 2022,juillet 2022,mensuelle,2022,3,7,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,aout 2022,602.0,602.0,aout 2022,aout 2022,mensuelle,2022,3,8,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,septembre 2022,813.0,813.0,septembre 2022,septembre 2022,mensuelle,2022,3,9,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,octobre 2022,896.0,896.0,octobre 2022,octobre 2022,mensuelle,2022,4,10,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,novembre 2022,912.0,912.0,novembre 2022,novembre 2022,mensuelle,2022,4,11,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,decembre 2022,781.0,781.0,decembre 2022,decembre 2022,mensuelle,2022,4,12,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,janvier 2023,451.0,451.0,janvier 2023,janvier 2023,mensuelle,2023,1,1,Prix moyens mensuels de quelques produits par région2.csv,prix
Prix moyens mensuels de quelques produits par région,Centre,Oignon frais rond,FCFA/kg,fevrier 2023,393.0,393.0,fevrier 2023,fevrier 2023,mensuelle,2023,1,2,Prix moyens mensuels de quelques produits par région2.csv,prix
