indicateur,r_gion,produits,unit,date,value,valeur,date_source,periode_normalisee,granularite_temporelle,annee,trimestre,mois,source_fichier,domaine
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,juin 2024,22500.0,22500.0,juin 2024,juin 2024,mensuelle,2024,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,juillet 2024,24000.0,24000.0,juillet 2024,juillet 2024,mensuelle,2024,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,aout 2024,30000.0,30000.0,aout 2024,aout 2024,mensuelle,2024,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,septembre 2024,36000.0,36000.0,septembre 2024,septembre 2024,mensuelle,2024,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,octobre 2024,36000.0,36000.0,octobre 2024,octobre 2024,mensuelle,2024,4,10,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,novembre 2024,21000.0,21000.0,novembre 2024,novembre 2024,mensuelle,2024,4,11,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,decembre 2024,20999.9999999999,20999.9999999999,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,janvier 2025,22000.0,22000.0,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,fevrier 2025,26999.9999999999,26999.9999999999,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,mars 2025,28500.0,28500.0,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,avril 2025,26999.9999999999,26999.9999999999,avril 2025,avril 2025,mensuelle,2025,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,mai 2025,26165.609560569,26165.609560569,mai 2025,mai 2025,mensuelle,2025,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,juin 2025,26496.854972674,26496.854972674,juin 2025,juin 2025,mensuelle,2025,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,juillet 2025,23496.4533654758,23496.4533654758,juillet 2025,juillet 2025,mensuelle,2025,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,aout 2025,18165.1468395333,18165.1468395333,aout 2025,aout 2025,mensuelle,2025,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc1,FCFA/Sac de 100 kg,septembre 2025,16164.9600824887,16164.9600824887,septembre 2025,septembre 2025,mensuelle,2025,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,janvier 2024,182.274,182.274,janvier 2024,janvier 2024,mensuelle,2024,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,fevrier 2024,210.705,210.705,fevrier 2024,fevrier 2024,mensuelle,2024,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,mars 2024,206.959,206.959,mars 2024,mars 2024,mensuelle,2024,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,avril 2024,343.936,343.936,avril 2024,avril 2024,mensuelle,2024,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,mai 2024,228.903,228.903,mai 2024,mai 2024,mensuelle,2024,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,juin 2024,226.951,226.951,juin 2024,juin 2024,mensuelle,2024,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,juillet 2024,226.629,226.629,juillet 2024,juillet 2024,mensuelle,2024,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,aout 2024,276.454,276.454,aout 2024,aout 2024,mensuelle,2024,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,septembre 2024,331.912,331.912,septembre 2024,septembre 2024,mensuelle,2024,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,octobre 2024,304.985,304.985,octobre 2024,octobre 2024,mensuelle,2024,4,10,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,novembre 2024,202.605,202.605,novembre 2024,novembre 2024,mensuelle,2024,4,11,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,decembre 2024,194.515299341117,194.515299341117,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,janvier 2025,238.933,238.933,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,fevrier 2025,245.905310805734,245.905310805734,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,mars 2025,267.745921210316,267.745921210316,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,avril 2025,292.402660735961,292.402660735961,avril 2025,avril 2025,mensuelle,2025,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,mai 2025,271.056796324785,271.056796324785,mai 2025,mai 2025,mensuelle,2025,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,juin 2025,280.745496166695,280.745496166695,juin 2025,juin 2025,mensuelle,2025,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,juillet 2025,229.932654923317,229.932654923317,juillet 2025,juillet 2025,mensuelle,2025,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,aout 2025,196.296976432008,196.296976432008,aout 2025,aout 2025,mensuelle,2025,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Maïs blanc,FCFA/kg,septembre 2025,167.724635558491,167.724635558491,septembre 2025,septembre 2025,mensuelle,2025,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,janvier 2024,290.538,290.538,janvier 2024,janvier 2024,mensuelle,2024,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,fevrier 2024,418.116,418.116,fevrier 2024,fevrier 2024,mensuelle,2024,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,mars 2024,325.655,325.655,mars 2024,mars 2024,mensuelle,2024,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,avril 2024,356.369,356.369,avril 2024,avril 2024,mensuelle,2024,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,mai 2024,351.165,351.165,mai 2024,mai 2024,mensuelle,2024,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,juin 2024,339.115,339.115,juin 2024,juin 2024,mensuelle,2024,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,juillet 2024,338.646,338.646,juillet 2024,juillet 2024,mensuelle,2024,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,aout 2024,350.269,350.269,aout 2024,aout 2024,mensuelle,2024,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,septembre 2024,472.025,472.025,septembre 2024,septembre 2024,mensuelle,2024,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,octobre 2024,458.434,458.434,octobre 2024,octobre 2024,mensuelle,2024,4,10,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,novembre 2024,467.033,467.033,novembre 2024,novembre 2024,mensuelle,2024,4,11,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,decembre 2024,409.277324938271,409.277324938271,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,janvier 2025,388.789,388.789,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,fevrier 2025,412.08791208791,412.08791208791,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,mars 2025,421.454742573733,421.454742573733,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,avril 2025,406.049969959842,406.049969959842,avril 2025,avril 2025,mensuelle,2025,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,mai 2025,418.242888406514,418.242888406514,mai 2025,mai 2025,mensuelle,2025,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,juin 2025,446.470097736409,446.470097736409,juin 2025,juin 2025,mensuelle,2025,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,juillet 2025,396.729531237504,396.729531237504,juillet 2025,juillet 2025,mensuelle,2025,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,aout 2025,388.783676773804,388.783676773804,aout 2025,aout 2025,mensuelle,2025,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil),FCFA/kg,septembre 2025,354.045999531884,354.045999531884,septembre 2025,septembre 2025,mensuelle,2025,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,janvier 2024,29832.4,29832.4,janvier 2024,janvier 2024,mensuelle,2024,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,fevrier 2024,30663.0,30663.0,fevrier 2024,fevrier 2024,mensuelle,2024,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,mars 2024,33000.0,33000.0,mars 2024,mars 2024,mensuelle,2024,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,avril 2024,36000.0,36000.0,avril 2024,avril 2024,mensuelle,2024,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,mai 2024,33000.0,33000.0,mai 2024,mai 2024,mensuelle,2024,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,juin 2024,33000.0,33000.0,juin 2024,juin 2024,mensuelle,2024,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,juillet 2024,31000.0,31000.0,juillet 2024,juillet 2024,mensuelle,2024,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,aout 2024,31000.0,31000.0,aout 2024,aout 2024,mensuelle,2024,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,septembre 2024,51000.0,51000.0,septembre 2024,septembre 2024,mensuelle,2024,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,octobre 2024,51000.0,51000.0,octobre 2024,octobre 2024,mensuelle,2024,4,10,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,novembre 2024,51000.0,51000.0,novembre 2024,novembre 2024,mensuelle,2024,4,11,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,decembre 2024,41999.9999999999,41999.9999999999,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,janvier 2025,42000.0,42000.0,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,fevrier 2025,44664.1665886148,44664.1665886148,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,mars 2025,45978.5659436132,45978.5659436132,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,avril 2025,41330.6594408553,41330.6594408553,avril 2025,avril 2025,mensuelle,2025,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,mai 2025,40663.9193103523,40663.9193103523,mai 2025,mai 2025,mensuelle,2025,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,juin 2025,40330.5935043621,40330.5935043621,juin 2025,juin 2025,mensuelle,2025,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,juillet 2025,41165.9937130581,41165.9937130581,juillet 2025,juillet 2025,mensuelle,2025,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,aout 2025,40330.5935043621,40330.5935043621,aout 2025,aout 2025,mensuelle,2025,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Mil (petit mil)1,FCFA/Sac de 100 kg,septembre 2025,35663.5317165788,35663.5317165788,septembre 2025,septembre 2025,mensuelle,2025,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,janvier 2024,11747.6,11747.6,janvier 2024,janvier 2024,mensuelle,2024,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,fevrier 2024,11497.6,11497.6,fevrier 2024,fevrier 2024,mensuelle,2024,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,mars 2024,12250.0,12250.0,mars 2024,mars 2024,mensuelle,2024,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,avril 2024,13331.2,13331.2,avril 2024,avril 2024,mensuelle,2024,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,mai 2024,12832.2,12832.2,mai 2024,mai 2024,mensuelle,2024,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,juin 2024,13000.0,13000.0,juin 2024,juin 2024,mensuelle,2024,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,juillet 2024,13000.0,13000.0,juillet 2024,juillet 2024,mensuelle,2024,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,aout 2024,14000.0,14000.0,aout 2024,aout 2024,mensuelle,2024,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,septembre 2024,14000.0,14000.0,septembre 2024,septembre 2024,mensuelle,2024,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,octobre 2024,570.0,570.0,octobre 2024,octobre 2024,mensuelle,2024,4,10,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,novembre 2024,560.0,560.0,novembre 2024,novembre 2024,mensuelle,2024,4,11,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,decembre 2024,559.999999999996,559.999999999996,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,janvier 2025,13915.7,13915.7,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,fevrier 2025,13999.9999999999,13999.9999999999,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,mars 2025,13999.9999999999,13999.9999999999,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,avril 2025,13999.9999999999,13999.9999999999,avril 2025,avril 2025,mensuelle,2025,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,mai 2025,13915.3988180883,13915.3988180883,mai 2025,mai 2025,mensuelle,2025,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,juin 2025,13915.3988180883,13915.3988180883,juin 2025,juin 2025,mensuelle,2025,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,juillet 2025,12831.1497193657,12831.1497193657,juillet 2025,juillet 2025,mensuelle,2025,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,aout 2025,12831.1497193657,12831.1497193657,aout 2025,aout 2025,mensuelle,2025,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz brisé local ou importé,FCFA/Sac de 25 kg,septembre 2025,12912.1127163984,12912.1127163984,septembre 2025,septembre 2025,mensuelle,2025,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,janvier 2024,550.0,550.0,janvier 2024,janvier 2024,mensuelle,2024,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,fevrier 2024,570.769,570.769,fevrier 2024,fevrier 2024,mensuelle,2024,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,mars 2024,550.0,550.0,mars 2024,mars 2024,mensuelle,2024,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,avril 2024,612.222,612.222,avril 2024,avril 2024,mensuelle,2024,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,mai 2024,600.0,600.0,mai 2024,mai 2024,mensuelle,2024,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,juin 2024,600.0,600.0,juin 2024,juin 2024,mensuelle,2024,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,juillet 2024,600.0,600.0,juillet 2024,juillet 2024,mensuelle,2024,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,aout 2024,600.0,600.0,aout 2024,aout 2024,mensuelle,2024,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,septembre 2024,550.0,550.0,septembre 2024,septembre 2024,mensuelle,2024,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,octobre 2024,600.0,600.0,octobre 2024,octobre 2024,mensuelle,2024,4,10,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,novembre 2024,600.0,600.0,novembre 2024,novembre 2024,mensuelle,2024,4,11,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,decembre 2024,600.0,600.0,decembre 2024,decembre 2024,mensuelle,2024,4,12,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,janvier 2025,625.0,625.0,janvier 2025,janvier 2025,mensuelle,2025,1,1,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,fevrier 2025,600.0,600.0,fevrier 2025,fevrier 2025,mensuelle,2025,1,2,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,mars 2025,600.0,600.0,mars 2025,mars 2025,mensuelle,2025,1,3,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,avril 2025,600.0,600.0,avril 2025,avril 2025,mensuelle,2025,2,4,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,mai 2025,600.0,600.0,mai 2025,mai 2025,mensuelle,2025,2,5,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,juin 2025,600.0,600.0,juin 2025,juin 2025,mensuelle,2025,2,6,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,juillet 2025,566.185674120098,566.185674120098,juillet 2025,juillet 2025,mensuelle,2025,3,7,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,aout 2025,574.456264653802,574.456264653802,aout 2025,aout 2025,mensuelle,2025,3,8,Prix moyens mensuels de quelques produits par région1.csv,prix
Prix moyens mensuels de quelques produits par région,Cascades,Riz importé,FCFA/kg,septembre 2025,540.584042055643,540.584042055643,septembre 2025,septembre 2025,mensuelle,2025,3,9,Prix moyens mensuels de quelques produits par région1.csv,prix
