indicateur,age,sexe,annee,date_source,date,periode_normalisee,granularite_temporelle,valeur,region,projection_type,source_fichier
population_projettee,64,homme,2027,2027,2027,2027,annuelle,3741.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,femme,2027,2027,2027,2027,annuelle,4002.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,ensemble,2027,2027,2027,2027,annuelle,7743.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,homme,2028,2028,2028,2028,annuelle,3627.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,femme,2028,2028,2028,2028,annuelle,3872.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,ensemble,2028,2028,2028,2028,annuelle,7499.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,homme,2029,2029,2029,2029,annuelle,3786.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,femme,2029,2029,2029,2029,annuelle,4035.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,ensemble,2029,2029,2029,2029,annuelle,7821.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,homme,2030,2030,2030,2030,annuelle,3838.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,femme,2030,2030,2030,2030,annuelle,4110.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,ensemble,2030,2030,2030,2030,annuelle,7948.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,homme,2031,2031,2031,2031,annuelle,4129.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,femme,2031,2031,2031,2031,annuelle,4524.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,ensemble,2031,2031,2031,2031,annuelle,8653.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,homme,2032,2032,2032,2032,annuelle,4546.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,femme,2032,2032,2032,2032,annuelle,5081.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,ensemble,2032,2032,2032,2032,annuelle,9627.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,homme,2033,2033,2033,2033,annuelle,4665.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,femme,2033,2033,2033,2033,annuelle,5261.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,ensemble,2033,2033,2033,2033,annuelle,9926.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,homme,2034,2034,2034,2034,annuelle,4731.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,femme,2034,2034,2034,2034,annuelle,5374.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,ensemble,2034,2034,2034,2034,annuelle,10105.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,homme,2035,2035,2035,2035,annuelle,4853.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,femme,2035,2035,2035,2035,annuelle,5536.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,64,ensemble,2035,2035,2035,2035,annuelle,10389.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2020,2020,2020,2020,annuelle,2799.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2020,2020,2020,2020,annuelle,2691.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2020,2020,2020,2020,annuelle,5490.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2021,2021,2021,2021,annuelle,2841.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2021,2021,2021,2021,annuelle,2781.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2021,2021,2021,2021,annuelle,5622.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2022,2022,2022,2022,annuelle,3087.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2022,2022,2022,2022,annuelle,3168.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2022,2022,2022,2022,annuelle,6255.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2023,2023,2023,2023,annuelle,3448.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2023,2023,2023,2023,annuelle,3703.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2023,2023,2023,2023,annuelle,7151.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2024,2024,2024,2024,annuelle,3556.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2024,2024,2024,2024,annuelle,3905.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2024,2024,2024,2024,annuelle,7461.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2025,2025,2025,2025,annuelle,3583.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2025,2025,2025,2025,annuelle,3986.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2025,2025,2025,2025,annuelle,7569.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2026,2026,2026,2026,annuelle,3751.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2026,2026,2026,2026,annuelle,4197.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2026,2026,2026,2026,annuelle,7948.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2027,2027,2027,2027,annuelle,3740.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2027,2027,2027,2027,annuelle,4112.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2027,2027,2027,2027,annuelle,7852.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2028,2028,2028,2028,annuelle,3426.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2028,2028,2028,2028,annuelle,3689.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2028,2028,2028,2028,annuelle,7115.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2029,2029,2029,2029,annuelle,3500.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2029,2029,2029,2029,annuelle,3746.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2029,2029,2029,2029,annuelle,7246.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2030,2030,2030,2030,annuelle,3651.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2030,2030,2030,2030,annuelle,3898.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2030,2030,2030,2030,annuelle,7549.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2031,2031,2031,2031,annuelle,3701.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2031,2031,2031,2031,annuelle,3971.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2031,2031,2031,2031,annuelle,7672.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2032,2032,2032,2032,annuelle,3982.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2032,2032,2032,2032,annuelle,4372.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2032,2032,2032,2032,annuelle,8354.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2033,2033,2033,2033,annuelle,4387.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2033,2033,2033,2033,annuelle,4911.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2033,2033,2033,2033,annuelle,9298.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2034,2034,2034,2034,annuelle,4503.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2034,2034,2034,2034,annuelle,5086.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2034,2034,2034,2034,annuelle,9589.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,homme,2035,2035,2035,2035,annuelle,4568.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,femme,2035,2035,2035,2035,annuelle,5198.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,65,ensemble,2035,2035,2035,2035,annuelle,9766.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2020,2020,2020,2020,annuelle,2562.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2020,2020,2020,2020,annuelle,2462.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2020,2020,2020,2020,annuelle,5024.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2021,2021,2021,2021,annuelle,2683.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2021,2021,2021,2021,annuelle,2604.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2021,2021,2021,2021,annuelle,5287.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2022,2022,2022,2022,annuelle,2724.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2022,2022,2022,2022,annuelle,2692.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2022,2022,2022,2022,annuelle,5416.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2023,2023,2023,2023,annuelle,2961.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2023,2023,2023,2023,annuelle,3067.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2023,2023,2023,2023,annuelle,6028.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2024,2024,2024,2024,annuelle,3309.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2024,2024,2024,2024,annuelle,3586.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2024,2024,2024,2024,annuelle,6895.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2025,2025,2025,2025,annuelle,3413.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2025,2025,2025,2025,annuelle,3783.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2025,2025,2025,2025,annuelle,7196.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2026,2026,2026,2026,annuelle,3436.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2026,2026,2026,2026,annuelle,3858.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2026,2026,2026,2026,annuelle,7294.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2027,2027,2027,2027,annuelle,3599.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2027,2027,2027,2027,annuelle,4064.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2027,2027,2027,2027,annuelle,7663.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2028,2028,2028,2028,annuelle,3412.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2028,2028,2028,2028,annuelle,3804.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2028,2028,2028,2028,annuelle,7216.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2029,2029,2029,2029,annuelle,3295.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2029,2029,2029,2029,annuelle,3583.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2029,2029,2029,2029,annuelle,6878.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2030,2030,2030,2030,annuelle,3362.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2030,2030,2030,2030,annuelle,3632.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2030,2030,2030,2030,annuelle,6994.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2031,2031,2031,2031,annuelle,3507.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2031,2031,2031,2031,annuelle,3780.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2031,2031,2031,2031,annuelle,7287.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2032,2032,2032,2032,annuelle,3557.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2032,2032,2032,2032,annuelle,3852.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2032,2032,2032,2032,annuelle,7409.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2033,2033,2033,2033,annuelle,3829.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2033,2033,2033,2033,annuelle,4242.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2033,2033,2033,2033,annuelle,8071.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2034,2034,2034,2034,annuelle,4220.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2034,2034,2034,2034,annuelle,4767.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2034,2034,2034,2034,annuelle,8987.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,homme,2035,2035,2035,2035,annuelle,4333.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,femme,2035,2035,2035,2035,annuelle,4939.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,66,ensemble,2035,2035,2035,2035,annuelle,9272.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2020,2020,2020,2020,annuelle,2333.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2020,2020,2020,2020,annuelle,2260.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2020,2020,2020,2020,annuelle,4593.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2021,2021,2021,2021,annuelle,2393.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2021,2021,2021,2021,annuelle,2316.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2021,2021,2021,2021,annuelle,4709.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2022,2022,2022,2022,annuelle,2508.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2022,2022,2022,2022,annuelle,2451.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2022,2022,2022,2022,annuelle,4959.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2023,2023,2023,2023,annuelle,2546.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2023,2023,2023,2023,annuelle,2534.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2023,2023,2023,2023,annuelle,5080.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2024,2024,2024,2024,annuelle,2769.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2024,2024,2024,2024,annuelle,2888.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2024,2024,2024,2024,annuelle,5657.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2025,2025,2025,2025,annuelle,3095.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2025,2025,2025,2025,annuelle,3379.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2025,2025,2025,2025,annuelle,6474.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2026,2026,2026,2026,annuelle,3191.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2026,2026,2026,2026,annuelle,3561.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2026,2026,2026,2026,annuelle,6752.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2027,2027,2027,2027,annuelle,3214.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2027,2027,2027,2027,annuelle,3634.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2027,2027,2027,2027,annuelle,6848.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2028,2028,2028,2028,annuelle,3201.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2028,2028,2028,2028,annuelle,3657.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2028,2028,2028,2028,annuelle,6858.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2029,2029,2029,2029,annuelle,3199.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2029,2029,2029,2029,annuelle,3594.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2029,2029,2029,2029,annuelle,6793.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2030,2030,2030,2030,annuelle,3086.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2030,2030,2030,2030,annuelle,3380.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2030,2030,2030,2030,annuelle,6466.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2031,2031,2031,2031,annuelle,3150.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2031,2031,2031,2031,annuelle,3427.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2031,2031,2031,2031,annuelle,6577.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2032,2032,2032,2032,annuelle,3287.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2032,2032,2032,2032,annuelle,3568.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2032,2032,2032,2032,annuelle,6855.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2033,2033,2033,2033,annuelle,3334.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2033,2033,2033,2033,annuelle,3637.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2033,2033,2033,2033,annuelle,6971.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2034,2034,2034,2034,annuelle,3591.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2034,2034,2034,2034,annuelle,4007.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2034,2034,2034,2034,annuelle,7598.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,homme,2035,2035,2035,2035,annuelle,3959.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,femme,2035,2035,2035,2035,annuelle,4505.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,67,ensemble,2035,2035,2035,2035,annuelle,8464.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,homme,2020,2020,2020,2020,annuelle,2220.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,femme,2020,2020,2020,2020,annuelle,2204.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,ensemble,2020,2020,2020,2020,annuelle,4424.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,homme,2021,2021,2021,2021,annuelle,2123.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,femme,2021,2021,2021,2021,annuelle,2032.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,ensemble,2021,2021,2021,2021,annuelle,4155.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,homme,2022,2022,2022,2022,annuelle,2178.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,femme,2022,2022,2022,2022,annuelle,2083.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,ensemble,2022,2022,2022,2022,annuelle,4261.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,homme,2023,2023,2023,2023,annuelle,2283.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,femme,2023,2023,2023,2023,annuelle,2205.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,ensemble,2023,2023,2023,2023,annuelle,4488.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,homme,2024,2024,2024,2024,annuelle,2318.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,femme,2024,2024,2024,2024,annuelle,2280.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,ensemble,2024,2024,2024,2024,annuelle,4598.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,homme,2025,2025,2025,2025,annuelle,2522.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,femme,2025,2025,2025,2025,annuelle,2601.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,ensemble,2025,2025,2025,2025,annuelle,5123.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,homme,2026,2026,2026,2026,annuelle,2818.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,femme,2026,2026,2026,2026,annuelle,3041.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,ensemble,2026,2026,2026,2026,annuelle,5859.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,homme,2027,2027,2027,2027,annuelle,2907.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
population_projettee,68,femme,2027,2027,2027,2027,annuelle,3206.0,GUIRIKO,projection_regional,GUIRIKO.xlsx - GUIRIKO.csv
