localite,hommes,femmes,ensemble,age_urbain,age_rural,age_ensemble,age_urbain_1,age_rural_1,age_ensemble_1,age_urbain_2,age_rural_2,age_ensemble_2,age_urbain_3,age_rural_3,age_ensemble_3,age_urbain_4,age_rural_4,age_ensemble_4,age_urbain_5,age_rural_5,age_ensemble_5,age_urbain_6,age_rural_6,age_ensemble_6,age_urbain_7,age_rural_7,age_ensemble_7,age_urbain_8,age_rural_8,age_ensemble_8,age_urbain_9,age_rural_9,age_ensemble_9,age_urbain_10,age_rural_10,age_ensemble_10,age_urbain_11,age_rural_11,age_ensemble_11,age_urbain_12,age_rural_12,age_ensemble_12,age_urbain_13,age_rural_13,age_ensemble_13,age_urbain_14,age_rural_14,age_ensemble_14,age_urbain_15,age_rural_15,age_ensemble_15,age_urbain_16,age_rural_16,age_ensemble_16,age_urbain_17,age_rural_17,age_ensemble_17,age_urbain_18,age_rural_18,age_ensemble_18,age_urbain_19,age_rural_19,age_ensemble_19,age_urbain_20,age_rural_20,age_ensemble_20,age_urbain_21,age_rural_21,age_ensemble_21,age_urbain_22,age_rural_22,age_ensemble_22,age_urbain_23,age_rural_23,age_ensemble_23,age_urbain_24,age_rural_24,age_ensemble_24,age_urbain_25,age_rural_25,age_ensemble_25,age_urbain_26,age_rural_26,age_ensemble_26,age_urbain_27,age_rural_27,age_ensemble_27,age_urbain_28,age_rural_28,age_ensemble_28,age_urbain_29,age_rural_29,age_ensemble_29,age_urbain_30,age_rural_30,age_ensemble_30,age_urbain_31,age_rural_31,age_ensemble_31,age_urbain_32,age_rural_32,age_ensemble_32,age_urbain_33,age_rural_33,age_ensemble_33,age_urbain_34,age_rural_34,age_ensemble_34,age_urbain_35,age_rural_35,age_ensemble_35,age_urbain_36,age_rural_36,age_ensemble_36,age_urbain_37,age_rural_37,age_ensemble_37,age_urbain_38,age_rural_38,age_ensemble_38,age_urbain_39,age_rural_39,age_ensemble_39,age_urbain_40,age_rural_40,age_ensemble_40,age_urbain_41,age_rural_41,age_ensemble_41,age_urbain_42,age_rural_42,age_ensemble_42,age_urbain_43,age_rural_43,age_ensemble_43,age_urbain_44,age_rural_44,valeur,indicateur,annee,date_source,date,periode_normalisee,granularite_temporelle,source_fichier,domaine
17,5875.0,2943.0,2932.0,432.0,182.0,250.0,5443.0,2761.0,2682.0,10801.0,5117.0,5684.0,1325.0,605.0,720.0,9476.0,4512.0,4964.0,6899.0,3429.0,3470.0,705.0,340.0,365.0,6194.0,3089.0,3105.0,5911.0,2942.0,2969.0,669.0,315.0,354.0,5242.0,2627.0,2615.0,2810.0,1387.0,1423.0,580.0,276.0,304.0,2230.0,1111.0,1119.0,15194.0,7026.0,8168.0,2830.0,1333.0,1497.0,12364.0,5693.0,6671.0,15038.0,6685.0,8353.0,3630.0,1556.0,2074.0,11408.0,5129.0,6279.0,12388.0,5937.0,6451.0,3380.0,1529.0,1851.0,9008.0,4408.0,4600.0,9502.0,4225.0,5277.0,844.0,407.0,437.0,8658.0,3818.0,4840.0,14695.0,6966.0,7729.0,738.0,377.0,361.0,13957.0,6589.0,7368.0,8908.0,4228.0,4680.0,1829.0,902.0,927.0,7079.0,3326.0,3753.0,32495.0,14974.0,17521.0,20074.0,8664.0,11410.0,12421.0,6310.0,6111.0,4764.0,2454.0,2310.0,600.0,301.0,299.0,4164.0,2153.0,2011.0,63206.0,26511.0,36695.0,51693.0,21180.0,30513.0,11513.0,5331.0,6182.0,8317.0,3975.0,4342.0,854.0,431.0,423.0,7463.0,3544.0,3919.0,2332.0,1128.0,2932.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
18,5687.0,2851.0,2836.0,480.0,218.0,262.0,5207.0,2633.0,2574.0,8282.0,3751.0,4531.0,1128.0,497.0,631.0,7154.0,3254.0,3900.0,6348.0,2951.0,3397.0,659.0,346.0,313.0,5689.0,2605.0,3084.0,5040.0,2451.0,2589.0,616.0,281.0,335.0,4424.0,2170.0,2254.0,2928.0,1440.0,1488.0,576.0,256.0,320.0,2352.0,1184.0,1168.0,14660.0,6394.0,8266.0,3008.0,1436.0,1572.0,11652.0,4958.0,6694.0,12487.0,5836.0,6651.0,3567.0,1674.0,1893.0,8920.0,4162.0,4758.0,12392.0,5613.0,6779.0,3423.0,1577.0,1846.0,8969.0,4036.0,4933.0,7901.0,3297.0,4604.0,790.0,333.0,457.0,7111.0,2964.0,4147.0,11956.0,5015.0,6941.0,779.0,384.0,395.0,11177.0,4631.0,6546.0,8537.0,3880.0,4657.0,1923.0,953.0,970.0,6614.0,2927.0,3687.0,32013.0,14439.0,17574.0,20317.0,8816.0,11501.0,11696.0,5623.0,6073.0,4995.0,2451.0,2544.0,597.0,277.0,320.0,4398.0,2174.0,2224.0,60984.0,25794.0,35190.0,50232.0,20902.0,29330.0,10752.0,4892.0,5860.0,8152.0,3753.0,4399.0,860.0,416.0,444.0,7292.0,3337.0,3955.0,2145.0,887.0,2836.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
19,6255.0,2992.0,3263.0,483.0,217.0,266.0,5772.0,2775.0,2997.0,11029.0,4532.0,6497.0,1385.0,597.0,788.0,9644.0,3935.0,5709.0,6972.0,3165.0,3807.0,771.0,406.0,365.0,6201.0,2759.0,3442.0,5264.0,2583.0,2681.0,650.0,296.0,354.0,4614.0,2287.0,2327.0,3117.0,1483.0,1634.0,722.0,344.0,378.0,2395.0,1139.0,1256.0,14945.0,6094.0,8851.0,3028.0,1367.0,1661.0,11917.0,4727.0,7190.0,14105.0,6414.0,7691.0,4458.0,2164.0,2294.0,9647.0,4250.0,5397.0,13870.0,6146.0,7724.0,4037.0,1785.0,2252.0,9833.0,4361.0,5472.0,8908.0,3471.0,5437.0,840.0,379.0,461.0,8068.0,3092.0,4976.0,14694.0,5999.0,8695.0,816.0,402.0,414.0,13878.0,5597.0,8281.0,8689.0,3851.0,4838.0,2126.0,998.0,1128.0,6563.0,2853.0,3710.0,33277.0,14714.0,18563.0,21298.0,9222.0,12076.0,11979.0,5492.0,6487.0,5161.0,2455.0,2706.0,665.0,334.0,331.0,4496.0,2121.0,2375.0,67215.0,28424.0,38791.0,55522.0,23350.0,32172.0,11693.0,5074.0,6619.0,7754.0,3635.0,4119.0,905.0,439.0,466.0,6849.0,3196.0,3653.0,2457.0,1017.0,3263.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
20,7051.0,3274.0,3777.0,593.0,276.0,317.0,6458.0,2998.0,3460.0,12082.0,5360.0,6722.0,1535.0,670.0,865.0,10547.0,4690.0,5857.0,8514.0,3673.0,4841.0,833.0,428.0,405.0,7681.0,3245.0,4436.0,5132.0,2429.0,2703.0,660.0,309.0,351.0,4472.0,2120.0,2352.0,3537.0,1668.0,1869.0,743.0,360.0,383.0,2794.0,1308.0,1486.0,17103.0,6755.0,10348.0,3591.0,1618.0,1973.0,13512.0,5137.0,8375.0,14319.0,6739.0,7580.0,4927.0,2454.0,2473.0,9392.0,4285.0,5107.0,15564.0,6876.0,8688.0,3981.0,1814.0,2167.0,11583.0,5062.0,6521.0,10431.0,4144.0,6287.0,868.0,401.0,467.0,9563.0,3743.0,5820.0,17850.0,7687.0,10163.0,779.0,389.0,390.0,17071.0,7298.0,9773.0,11137.0,4647.0,6490.0,2243.0,1043.0,1200.0,8894.0,3604.0,5290.0,39398.0,17674.0,21724.0,24664.0,10959.0,13705.0,14734.0,6715.0,8019.0,5576.0,2575.0,3001.0,682.0,332.0,350.0,4894.0,2243.0,2651.0,74499.0,32477.0,42022.0,60900.0,26680.0,34220.0,13599.0,5797.0,7802.0,8704.0,3767.0,4937.0,854.0,402.0,452.0,7850.0,3365.0,4485.0,3399.0,1398.0,3777.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
21,4757.0,2304.0,2453.0,408.0,195.0,213.0,4349.0,2109.0,2240.0,7611.0,3454.0,4157.0,962.0,426.0,536.0,6649.0,3028.0,3621.0,5048.0,2376.0,2672.0,533.0,313.0,220.0,4515.0,2063.0,2452.0,3412.0,1596.0,1816.0,427.0,193.0,234.0,2985.0,1403.0,1582.0,2237.0,1064.0,1173.0,528.0,254.0,274.0,1709.0,810.0,899.0,10493.0,4145.0,6348.0,2348.0,1006.0,1342.0,8145.0,3139.0,5006.0,11443.0,5500.0,5943.0,4941.0,2628.0,2313.0,6502.0,2872.0,3630.0,9393.0,4360.0,5033.0,2871.0,1359.0,1512.0,6522.0,3001.0,3521.0,6943.0,2799.0,4144.0,769.0,354.0,415.0,6174.0,2445.0,3729.0,9786.0,4424.0,5362.0,627.0,335.0,292.0,9159.0,4089.0,5070.0,6241.0,2812.0,3429.0,1766.0,846.0,920.0,4475.0,1966.0,2509.0,26902.0,12490.0,14412.0,18469.0,8507.0,9962.0,8433.0,3983.0,4450.0,3835.0,1887.0,1948.0,505.0,244.0,261.0,3330.0,1643.0,1687.0,60792.0,26831.0,33961.0,49949.0,22245.0,27704.0,10843.0,4586.0,6257.0,6135.0,2952.0,3183.0,761.0,398.0,363.0,5374.0,2554.0,2820.0,1526.0,679.0,2453.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
22,5178.0,2412.0,2766.0,483.0,242.0,241.0,4695.0,2170.0,2525.0,7797.0,3483.0,4314.0,1044.0,477.0,567.0,6753.0,3006.0,3747.0,5532.0,2415.0,3117.0,547.0,254.0,293.0,4985.0,2161.0,2824.0,3260.0,1497.0,1763.0,465.0,215.0,250.0,2795.0,1282.0,1513.0,2264.0,1084.0,1180.0,517.0,254.0,263.0,1747.0,830.0,917.0,11736.0,4426.0,7310.0,2497.0,1076.0,1421.0,9239.0,3350.0,5889.0,11096.0,5323.0,5773.0,5345.0,2908.0,2437.0,5751.0,2415.0,3336.0,9752.0,4319.0,5433.0,2854.0,1246.0,1608.0,6898.0,3073.0,3825.0,7077.0,2853.0,4224.0,745.0,322.0,423.0,6332.0,2531.0,3801.0,10678.0,4737.0,5941.0,490.0,237.0,253.0,10188.0,4500.0,5688.0,6678.0,2838.0,3840.0,1692.0,793.0,899.0,4986.0,2045.0,2941.0,28765.0,13245.0,15520.0,19459.0,8914.0,10545.0,9306.0,4331.0,4975.0,3879.0,1780.0,2099.0,489.0,212.0,277.0,3390.0,1568.0,1822.0,62264.0,27802.0,34462.0,51213.0,23179.0,28034.0,11051.0,4623.0,6428.0,6058.0,2703.0,3355.0,682.0,332.0,350.0,5376.0,2371.0,3005.0,1730.0,802.0,2766.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
23,4534.0,2119.0,2415.0,463.0,214.0,249.0,4071.0,1905.0,2166.0,7001.0,3247.0,3754.0,1003.0,462.0,541.0,5998.0,2785.0,3213.0,4777.0,2194.0,2583.0,485.0,255.0,230.0,4292.0,1939.0,2353.0,2931.0,1306.0,1625.0,410.0,177.0,233.0,2521.0,1129.0,1392.0,2184.0,1041.0,1143.0,501.0,238.0,263.0,1683.0,803.0,880.0,10186.0,3955.0,6231.0,2191.0,902.0,1289.0,7995.0,3053.0,4942.0,10313.0,5084.0,5229.0,5525.0,3027.0,2498.0,4788.0,2057.0,2731.0,8754.0,3858.0,4896.0,2665.0,1190.0,1475.0,6089.0,2668.0,3421.0,6123.0,2559.0,3564.0,556.0,253.0,303.0,5567.0,2306.0,3261.0,9140.0,4227.0,4913.0,430.0,224.0,206.0,8710.0,4003.0,4707.0,5751.0,2566.0,3185.0,1544.0,733.0,811.0,4207.0,1833.0,2374.0,26045.0,11964.0,14081.0,17857.0,8206.0,9651.0,8188.0,3758.0,4430.0,3869.0,1816.0,2053.0,451.0,202.0,249.0,3418.0,1614.0,1804.0,59619.0,26626.0,32993.0,49236.0,22192.0,27044.0,10383.0,4434.0,5949.0,5582.0,2535.0,3047.0,683.0,352.0,331.0,4899.0,2183.0,2716.0,1472.0,693.0,2415.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
24,4118.0,1988.0,2130.0,347.0,161.0,186.0,3771.0,1827.0,1944.0,6017.0,2713.0,3304.0,779.0,347.0,432.0,5238.0,2366.0,2872.0,4192.0,1993.0,2199.0,313.0,160.0,153.0,3879.0,1833.0,2046.0,2516.0,1110.0,1406.0,333.0,133.0,200.0,2183.0,977.0,1206.0,1977.0,949.0,1028.0,494.0,229.0,265.0,1483.0,720.0,763.0,8569.0,3326.0,5243.0,1979.0,842.0,1137.0,6590.0,2484.0,4106.0,8814.0,4296.0,4518.0,4874.0,2702.0,2172.0,3940.0,1594.0,2346.0,8430.0,3700.0,4730.0,2422.0,1092.0,1330.0,6008.0,2608.0,3400.0,5532.0,2298.0,3234.0,503.0,237.0,266.0,5029.0,2061.0,2968.0,7914.0,3479.0,4435.0,352.0,144.0,208.0,7562.0,3335.0,4227.0,5442.0,2352.0,3090.0,1366.0,625.0,741.0,4076.0,1727.0,2349.0,24058.0,11112.0,12946.0,16419.0,7672.0,8747.0,7639.0,3440.0,4199.0,3388.0,1588.0,1800.0,369.0,167.0,202.0,3019.0,1421.0,1598.0,56587.0,25498.0,31089.0,46577.0,21243.0,25334.0,10010.0,4255.0,5755.0,5214.0,2300.0,2914.0,637.0,317.0,320.0,4577.0,1983.0,2594.0,1332.0,630.0,2130.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
25,5861.0,2678.0,3183.0,497.0,248.0,249.0,5364.0,2430.0,2934.0,9321.0,4162.0,5159.0,1090.0,488.0,602.0,8231.0,3674.0,4557.0,6426.0,2785.0,3641.0,407.0,184.0,223.0,6019.0,2601.0,3418.0,3650.0,1554.0,2096.0,527.0,239.0,288.0,3123.0,1315.0,1808.0,2867.0,1273.0,1594.0,570.0,284.0,286.0,2297.0,989.0,1308.0,14381.0,5252.0,9129.0,2900.0,1225.0,1675.0,11481.0,4027.0,7454.0,11311.0,4961.0,6350.0,4799.0,2694.0,2105.0,6512.0,2267.0,4245.0,11899.0,4975.0,6924.0,2853.0,1266.0,1587.0,9046.0,3709.0,5337.0,9264.0,3785.0,5479.0,645.0,273.0,372.0,8619.0,3512.0,5107.0,13461.0,5793.0,7668.0,373.0,177.0,196.0,13088.0,5616.0,7472.0,8243.0,3455.0,4788.0,1651.0,760.0,891.0,6592.0,2695.0,3897.0,33433.0,15327.0,18106.0,21524.0,10090.0,11434.0,11909.0,5237.0,6672.0,4626.0,2167.0,2459.0,499.0,231.0,268.0,4127.0,1936.0,2191.0,69558.0,32453.0,37105.0,56301.0,26617.0,29684.0,13257.0,5836.0,7421.0,6592.0,2856.0,3736.0,657.0,317.0,340.0,5935.0,2539.0,3396.0,2252.0,975.0,3183.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
26,3874.0,1880.0,1994.0,335.0,168.0,167.0,3539.0,1712.0,1827.0,5746.0,2676.0,3070.0,773.0,352.0,421.0,4973.0,2324.0,2649.0,4013.0,1795.0,2218.0,279.0,127.0,152.0,3734.0,1668.0,2066.0,2287.0,1014.0,1273.0,321.0,161.0,160.0,1966.0,853.0,1113.0,1816.0,879.0,937.0,454.0,227.0,227.0,1362.0,652.0,710.0,8318.0,3176.0,5142.0,1769.0,743.0,1026.0,6549.0,2433.0,4116.0,7626.0,3490.0,4136.0,3786.0,2056.0,1730.0,3840.0,1434.0,2406.0,8358.0,3595.0,4763.0,2390.0,1090.0,1300.0,5968.0,2505.0,3463.0,5162.0,2196.0,2966.0,448.0,186.0,262.0,4714.0,2010.0,2704.0,7488.0,3397.0,4091.0,262.0,116.0,146.0,7226.0,3281.0,3945.0,5314.0,2253.0,3061.0,1244.0,577.0,667.0,4070.0,1676.0,2394.0,22892.0,10521.0,12371.0,15476.0,7183.0,8293.0,7416.0,3338.0,4078.0,3506.0,1657.0,1849.0,420.0,201.0,219.0,3086.0,1456.0,1630.0,55053.0,25517.0,29536.0,45262.0,21250.0,24012.0,9791.0,4267.0,5524.0,4840.0,2168.0,2672.0,527.0,255.0,272.0,4313.0,1913.0,2400.0,1493.0,707.0,1994.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
27,4453.0,2110.0,2343.0,391.0,193.0,198.0,4062.0,1917.0,2145.0,7459.0,3454.0,4005.0,905.0,410.0,495.0,6554.0,3044.0,3510.0,5033.0,2227.0,2806.0,331.0,146.0,185.0,4702.0,2081.0,2621.0,2833.0,1225.0,1608.0,395.0,181.0,214.0,2438.0,1044.0,1394.0,2087.0,924.0,1163.0,477.0,211.0,266.0,1610.0,713.0,897.0,10101.0,3919.0,6182.0,1978.0,862.0,1116.0,8123.0,3057.0,5066.0,8295.0,3636.0,4659.0,3615.0,1971.0,1644.0,4680.0,1665.0,3015.0,8948.0,3940.0,5008.0,2407.0,1103.0,1304.0,6541.0,2837.0,3704.0,6734.0,2785.0,3949.0,483.0,220.0,263.0,6251.0,2565.0,3686.0,10485.0,4579.0,5906.0,289.0,137.0,152.0,10196.0,4442.0,5754.0,6150.0,2652.0,3498.0,1251.0,607.0,644.0,4899.0,2045.0,2854.0,24987.0,11782.0,13205.0,16648.0,7931.0,8717.0,8339.0,3851.0,4488.0,3477.0,1677.0,1800.0,363.0,160.0,203.0,3114.0,1517.0,1597.0,60364.0,28807.0,31557.0,49211.0,23643.0,25568.0,11153.0,5164.0,5989.0,5326.0,2397.0,2929.0,527.0,274.0,253.0,4799.0,2123.0,2676.0,1779.0,789.0,2343.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
28,4112.0,1974.0,2138.0,344.0,182.0,162.0,3768.0,1792.0,1976.0,5094.0,2372.0,2722.0,677.0,330.0,347.0,4417.0,2042.0,2375.0,3850.0,1713.0,2137.0,264.0,130.0,134.0,3586.0,1583.0,2003.0,2563.0,1092.0,1471.0,339.0,150.0,189.0,2224.0,942.0,1282.0,2022.0,944.0,1078.0,437.0,221.0,216.0,1585.0,723.0,862.0,8786.0,3197.0,5589.0,1880.0,794.0,1086.0,6906.0,2403.0,4503.0,6989.0,2812.0,4177.0,2782.0,1432.0,1350.0,4207.0,1380.0,2827.0,8073.0,3394.0,4679.0,2248.0,1036.0,1212.0,5825.0,2358.0,3467.0,5601.0,2239.0,3362.0,451.0,192.0,259.0,5150.0,2047.0,3103.0,6970.0,3081.0,3889.0,259.0,131.0,128.0,6711.0,2950.0,3761.0,5463.0,2272.0,3191.0,1186.0,560.0,626.0,4277.0,1712.0,2565.0,22669.0,10507.0,12162.0,15215.0,7137.0,8078.0,7454.0,3370.0,4084.0,3561.0,1652.0,1909.0,410.0,203.0,207.0,3151.0,1449.0,1702.0,55087.0,26226.0,28861.0,44260.0,21137.0,23123.0,10827.0,5089.0,5738.0,4994.0,2277.0,2717.0,489.0,256.0,233.0,4505.0,2021.0,2484.0,1294.0,575.0,2138.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
29,4461.0,2126.0,2335.0,337.0,179.0,158.0,4124.0,1947.0,2177.0,6061.0,2839.0,3222.0,686.0,331.0,355.0,5375.0,2508.0,2867.0,4342.0,1944.0,2398.0,286.0,120.0,166.0,4056.0,1824.0,2232.0,2888.0,1234.0,1654.0,343.0,172.0,171.0,2545.0,1062.0,1483.0,2038.0,979.0,1059.0,447.0,243.0,204.0,1591.0,736.0,855.0,8937.0,3372.0,5565.0,1863.0,805.0,1058.0,7074.0,2567.0,4507.0,7530.0,2890.0,4640.0,2907.0,1427.0,1480.0,4623.0,1463.0,3160.0,9598.0,4148.0,5450.0,2730.0,1284.0,1446.0,6868.0,2864.0,4004.0,5423.0,2247.0,3176.0,479.0,218.0,261.0,4944.0,2029.0,2915.0,7360.0,3200.0,4160.0,253.0,127.0,126.0,7107.0,3073.0,4034.0,5149.0,2174.0,2975.0,1137.0,559.0,578.0,4012.0,1615.0,2397.0,23685.0,11067.0,12618.0,15529.0,7399.0,8130.0,8156.0,3668.0,4488.0,3644.0,1686.0,1958.0,421.0,182.0,239.0,3223.0,1504.0,1719.0,57274.0,28036.0,29238.0,46747.0,22968.0,23779.0,10527.0,5068.0,5459.0,5227.0,2307.0,2920.0,508.0,259.0,249.0,4719.0,2048.0,2671.0,1390.0,629.0,2335.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
30,6826.0,3224.0,3602.0,547.0,287.0,260.0,6279.0,2937.0,3342.0,10374.0,4732.0,5642.0,1243.0,604.0,639.0,9131.0,4128.0,5003.0,7348.0,3054.0,4294.0,538.0,251.0,287.0,6810.0,2803.0,4007.0,4665.0,1803.0,2862.0,596.0,277.0,319.0,4069.0,1526.0,2543.0,3253.0,1431.0,1822.0,609.0,316.0,293.0,2644.0,1115.0,1529.0,15746.0,5814.0,9932.0,3013.0,1357.0,1656.0,12733.0,4457.0,8276.0,12013.0,4173.0,7840.0,3207.0,1607.0,1600.0,8806.0,2566.0,6240.0,13570.0,5753.0,7817.0,3321.0,1580.0,1741.0,10249.0,4173.0,6076.0,10859.0,4343.0,6516.0,730.0,330.0,400.0,10129.0,4013.0,6116.0,14861.0,6470.0,8391.0,335.0,160.0,175.0,14526.0,6310.0,8216.0,9449.0,3839.0,5610.0,1564.0,786.0,778.0,7885.0,3053.0,4832.0,36147.0,17444.0,18703.0,22878.0,11602.0,11276.0,13269.0,5842.0,7427.0,5374.0,2419.0,2955.0,580.0,281.0,299.0,4794.0,2138.0,2656.0,77722.0,40095.0,37627.0,61464.0,31661.0,29803.0,16258.0,8434.0,7824.0,7027.0,2989.0,4038.0,625.0,313.0,312.0,6402.0,2676.0,3726.0,2535.0,1183.0,3602.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
31,3178.0,1530.0,1648.0,256.0,136.0,120.0,2922.0,1394.0,1528.0,4141.0,2082.0,2059.0,554.0,301.0,253.0,3587.0,1781.0,1806.0,3011.0,1370.0,1641.0,198.0,73.0,125.0,2813.0,1297.0,1516.0,2197.0,925.0,1272.0,256.0,124.0,132.0,1941.0,801.0,1140.0,1516.0,714.0,802.0,340.0,182.0,158.0,1176.0,532.0,644.0,5902.0,2363.0,3539.0,1293.0,575.0,718.0,4609.0,1788.0,2821.0,5407.0,2137.0,3270.0,1879.0,936.0,943.0,3528.0,1201.0,2327.0,6421.0,2989.0,3432.0,1993.0,956.0,1037.0,4428.0,2033.0,2395.0,3978.0,1799.0,2179.0,372.0,185.0,187.0,3606.0,1614.0,1992.0,4985.0,2438.0,2547.0,214.0,103.0,111.0,4771.0,2335.0,2436.0,3510.0,1638.0,1872.0,858.0,453.0,405.0,2652.0,1185.0,1467.0,17118.0,8389.0,8729.0,11383.0,5671.0,5712.0,5735.0,2718.0,3017.0,2974.0,1469.0,1505.0,330.0,157.0,173.0,2644.0,1312.0,1332.0,45683.0,23227.0,22456.0,36949.0,18670.0,18279.0,8734.0,4557.0,4177.0,4084.0,1948.0,2136.0,417.0,224.0,193.0,3667.0,1724.0,1943.0,733.0,401.0,1648.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
32,4207.0,2065.0,2142.0,363.0,202.0,161.0,3844.0,1863.0,1981.0,5721.0,2713.0,3008.0,734.0,378.0,356.0,4987.0,2335.0,2652.0,4276.0,1999.0,2277.0,330.0,161.0,169.0,3946.0,1838.0,2108.0,3083.0,1298.0,1785.0,406.0,180.0,226.0,2677.0,1118.0,1559.0,2012.0,1013.0,999.0,413.0,226.0,187.0,1599.0,787.0,812.0,8752.0,3424.0,5328.0,1880.0,853.0,1027.0,6872.0,2571.0,4301.0,7353.0,2844.0,4509.0,2244.0,1177.0,1067.0,5109.0,1667.0,3442.0,8210.0,3879.0,4331.0,2476.0,1286.0,1190.0,5734.0,2593.0,3141.0,5259.0,2295.0,2964.0,440.0,229.0,211.0,4819.0,2066.0,2753.0,7430.0,3401.0,4029.0,270.0,122.0,148.0,7160.0,3279.0,3881.0,5161.0,2273.0,2888.0,1123.0,575.0,548.0,4038.0,1698.0,2340.0,23141.0,11602.0,11539.0,15491.0,8073.0,7418.0,7650.0,3529.0,4121.0,3284.0,1618.0,1666.0,392.0,195.0,197.0,2892.0,1423.0,1469.0,55347.0,29180.0,26167.0,44454.0,23353.0,21101.0,10893.0,5827.0,5066.0,4962.0,2248.0,2714.0,491.0,256.0,235.0,4471.0,1992.0,2479.0,1177.0,623.0,2142.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
33,3354.0,1741.0,1613.0,268.0,158.0,110.0,3086.0,1583.0,1503.0,4090.0,2032.0,2058.0,545.0,296.0,249.0,3545.0,1736.0,1809.0,3234.0,1583.0,1651.0,237.0,124.0,113.0,2997.0,1459.0,1538.0,2334.0,992.0,1342.0,299.0,129.0,170.0,2035.0,863.0,1172.0,1647.0,824.0,823.0,400.0,235.0,165.0,1247.0,589.0,658.0,6354.0,2580.0,3774.0,1387.0,629.0,758.0,4967.0,1951.0,3016.0,5608.0,2236.0,3372.0,1808.0,972.0,836.0,3800.0,1264.0,2536.0,6825.0,3227.0,3598.0,2189.0,1101.0,1088.0,4636.0,2126.0,2510.0,3863.0,1746.0,2117.0,349.0,151.0,198.0,3514.0,1595.0,1919.0,4706.0,2436.0,2270.0,181.0,96.0,85.0,4525.0,2340.0,2185.0,3335.0,1525.0,1810.0,786.0,398.0,388.0,2549.0,1127.0,1422.0,18236.0,9019.0,9217.0,12122.0,6115.0,6007.0,6114.0,2904.0,3210.0,3059.0,1540.0,1519.0,357.0,195.0,162.0,2702.0,1345.0,1357.0,46646.0,24225.0,22421.0,37997.0,19560.0,18437.0,8649.0,4665.0,3984.0,4413.0,2023.0,2390.0,447.0,222.0,225.0,3966.0,1801.0,2165.0,789.0,431.0,1613.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
