localite,hommes,femmes,ensemble,age_urbain,age_rural,age_ensemble,age_urbain_1,age_rural_1,age_ensemble_1,age_urbain_2,age_rural_2,age_ensemble_2,age_urbain_3,age_rural_3,age_ensemble_3,age_urbain_4,age_rural_4,age_ensemble_4,age_urbain_5,age_rural_5,age_ensemble_5,age_urbain_6,age_rural_6,age_ensemble_6,age_urbain_7,age_rural_7,age_ensemble_7,age_urbain_8,age_rural_8,age_ensemble_8,age_urbain_9,age_rural_9,age_ensemble_9,age_urbain_10,age_rural_10,age_ensemble_10,age_urbain_11,age_rural_11,age_ensemble_11,age_urbain_12,age_rural_12,age_ensemble_12,age_urbain_13,age_rural_13,age_ensemble_13,age_urbain_14,age_rural_14,age_ensemble_14,age_urbain_15,age_rural_15,age_ensemble_15,age_urbain_16,age_rural_16,age_ensemble_16,age_urbain_17,age_rural_17,age_ensemble_17,age_urbain_18,age_rural_18,age_ensemble_18,age_urbain_19,age_rural_19,age_ensemble_19,age_urbain_20,age_rural_20,age_ensemble_20,age_urbain_21,age_rural_21,age_ensemble_21,age_urbain_22,age_rural_22,age_ensemble_22,age_urbain_23,age_rural_23,age_ensemble_23,age_urbain_24,age_rural_24,age_ensemble_24,age_urbain_25,age_rural_25,age_ensemble_25,age_urbain_26,age_rural_26,age_ensemble_26,age_urbain_27,age_rural_27,age_ensemble_27,age_urbain_28,age_rural_28,age_ensemble_28,age_urbain_29,age_rural_29,age_ensemble_29,age_urbain_30,age_rural_30,age_ensemble_30,age_urbain_31,age_rural_31,age_ensemble_31,age_urbain_32,age_rural_32,age_ensemble_32,age_urbain_33,age_rural_33,age_ensemble_33,age_urbain_34,age_rural_34,age_ensemble_34,age_urbain_35,age_rural_35,age_ensemble_35,age_urbain_36,age_rural_36,age_ensemble_36,age_urbain_37,age_rural_37,age_ensemble_37,age_urbain_38,age_rural_38,age_ensemble_38,age_urbain_39,age_rural_39,age_ensemble_39,age_urbain_40,age_rural_40,age_ensemble_40,age_urbain_41,age_rural_41,age_ensemble_41,age_urbain_42,age_rural_42,age_ensemble_42,age_urbain_43,age_rural_43,age_ensemble_43,age_urbain_44,age_rural_44,valeur,indicateur,annee,date_source,date,periode_normalisee,granularite_temporelle,source_fichier,domaine
64,683.0,379.0,304.0,50.0,25.0,25.0,633.0,354.0,279.0,888.0,469.0,419.0,97.0,45.0,52.0,791.0,424.0,367.0,612.0,313.0,299.0,44.0,22.0,22.0,568.0,291.0,277.0,906.0,404.0,502.0,48.0,19.0,29.0,858.0,385.0,473.0,333.0,134.0,199.0,44.0,18.0,26.0,289.0,116.0,173.0,1481.0,666.0,815.0,278.0,125.0,153.0,1203.0,541.0,662.0,1990.0,807.0,1183.0,350.0,138.0,212.0,1640.0,669.0,971.0,1456.0,784.0,672.0,400.0,197.0,203.0,1056.0,587.0,469.0,984.0,508.0,476.0,69.0,27.0,42.0,915.0,481.0,434.0,784.0,419.0,365.0,20.0,12.0,8.0,764.0,407.0,357.0,681.0,338.0,343.0,112.0,49.0,63.0,569.0,289.0,280.0,3448.0,1763.0,1685.0,2132.0,1056.0,1076.0,1316.0,707.0,609.0,766.0,318.0,448.0,43.0,16.0,27.0,723.0,302.0,421.0,6599.0,3479.0,3120.0,5458.0,2955.0,2503.0,1141.0,524.0,617.0,1009.0,530.0,479.0,86.0,39.0,47.0,923.0,491.0,432.0,110.0,64.0,304.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
65,1101.0,509.0,592.0,63.0,34.0,29.0,1038.0,475.0,563.0,1597.0,712.0,885.0,158.0,69.0,89.0,1439.0,643.0,796.0,1193.0,551.0,642.0,67.0,19.0,48.0,1126.0,532.0,594.0,1583.0,620.0,963.0,139.0,55.0,84.0,1444.0,565.0,879.0,693.0,285.0,408.0,72.0,32.0,40.0,621.0,253.0,368.0,3210.0,1350.0,1860.0,514.0,221.0,293.0,2696.0,1129.0,1567.0,3762.0,1277.0,2485.0,489.0,190.0,299.0,3273.0,1087.0,2186.0,1929.0,985.0,944.0,491.0,241.0,250.0,1438.0,744.0,694.0,2225.0,975.0,1250.0,145.0,66.0,79.0,2080.0,909.0,1171.0,2320.0,1170.0,1150.0,59.0,29.0,30.0,2261.0,1141.0,1120.0,1423.0,672.0,751.0,188.0,88.0,100.0,1235.0,584.0,651.0,5118.0,2557.0,2561.0,2915.0,1499.0,1416.0,2203.0,1058.0,1145.0,1068.0,423.0,645.0,88.0,31.0,57.0,980.0,392.0,588.0,9460.0,4678.0,4782.0,7653.0,3912.0,3741.0,1807.0,766.0,1041.0,1261.0,587.0,674.0,108.0,57.0,51.0,1153.0,530.0,623.0,249.0,141.0,592.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
66,557.0,313.0,244.0,39.0,28.0,11.0,518.0,285.0,233.0,890.0,486.0,404.0,100.0,59.0,41.0,790.0,427.0,363.0,555.0,327.0,228.0,38.0,26.0,12.0,517.0,301.0,216.0,892.0,423.0,469.0,63.0,26.0,37.0,829.0,397.0,432.0,353.0,145.0,208.0,40.0,18.0,22.0,313.0,127.0,186.0,1384.0,710.0,674.0,232.0,105.0,127.0,1152.0,605.0,547.0,1840.0,805.0,1035.0,278.0,109.0,169.0,1562.0,696.0,866.0,1222.0,697.0,525.0,361.0,191.0,170.0,861.0,506.0,355.0,872.0,471.0,401.0,66.0,30.0,36.0,806.0,441.0,365.0,724.0,431.0,293.0,27.0,13.0,14.0,697.0,418.0,279.0,599.0,330.0,269.0,97.0,45.0,52.0,502.0,285.0,217.0,2730.0,1449.0,1281.0,1647.0,859.0,788.0,1083.0,590.0,493.0,632.0,281.0,351.0,68.0,34.0,34.0,564.0,247.0,317.0,5301.0,2850.0,2451.0,4369.0,2412.0,1957.0,932.0,438.0,494.0,773.0,427.0,346.0,72.0,30.0,42.0,701.0,397.0,304.0,115.0,69.0,244.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
67,528.0,275.0,253.0,31.0,16.0,15.0,497.0,259.0,238.0,977.0,510.0,467.0,109.0,56.0,53.0,868.0,454.0,414.0,598.0,319.0,279.0,41.0,15.0,26.0,557.0,304.0,253.0,975.0,456.0,519.0,71.0,30.0,41.0,904.0,426.0,478.0,320.0,144.0,176.0,40.0,16.0,24.0,280.0,128.0,152.0,1672.0,792.0,880.0,265.0,107.0,158.0,1407.0,685.0,722.0,1761.0,781.0,980.0,312.0,129.0,183.0,1449.0,652.0,797.0,1217.0,687.0,530.0,351.0,192.0,159.0,866.0,495.0,371.0,945.0,497.0,448.0,67.0,28.0,39.0,878.0,469.0,409.0,946.0,569.0,377.0,32.0,21.0,11.0,914.0,548.0,366.0,720.0,379.0,341.0,121.0,56.0,65.0,599.0,323.0,276.0,2804.0,1506.0,1298.0,1627.0,846.0,781.0,1177.0,660.0,517.0,682.0,303.0,379.0,62.0,24.0,38.0,620.0,279.0,341.0,5398.0,2842.0,2556.0,4369.0,2362.0,2007.0,1029.0,480.0,549.0,749.0,381.0,368.0,67.0,27.0,40.0,682.0,354.0,328.0,124.0,77.0,253.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
68,449.0,229.0,220.0,22.0,10.0,12.0,427.0,219.0,208.0,704.0,397.0,307.0,83.0,41.0,42.0,621.0,356.0,265.0,499.0,287.0,212.0,34.0,18.0,16.0,465.0,269.0,196.0,732.0,363.0,369.0,61.0,35.0,26.0,671.0,328.0,343.0,319.0,134.0,185.0,49.0,21.0,28.0,270.0,113.0,157.0,1322.0,591.0,731.0,232.0,102.0,130.0,1090.0,489.0,601.0,1579.0,671.0,908.0,271.0,117.0,154.0,1308.0,554.0,754.0,948.0,537.0,411.0,249.0,132.0,117.0,699.0,405.0,294.0,854.0,423.0,431.0,58.0,22.0,36.0,796.0,401.0,395.0,622.0,376.0,246.0,17.0,11.0,6.0,605.0,365.0,240.0,579.0,303.0,276.0,94.0,55.0,39.0,485.0,248.0,237.0,2174.0,1114.0,1060.0,1313.0,651.0,662.0,861.0,463.0,398.0,526.0,212.0,314.0,29.0,16.0,13.0,497.0,196.0,301.0,4507.0,2331.0,2176.0,3619.0,1908.0,1711.0,888.0,423.0,465.0,566.0,302.0,264.0,64.0,30.0,34.0,502.0,272.0,230.0,68.0,42.0,220.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
69,554.0,239.0,315.0,33.0,16.0,17.0,521.0,223.0,298.0,972.0,518.0,454.0,94.0,46.0,48.0,878.0,472.0,406.0,716.0,370.0,346.0,58.0,32.0,26.0,658.0,338.0,320.0,1155.0,482.0,673.0,61.0,24.0,37.0,1094.0,458.0,636.0,413.0,161.0,252.0,35.0,11.0,24.0,378.0,150.0,228.0,2043.0,934.0,1109.0,316.0,128.0,188.0,1727.0,806.0,921.0,2123.0,769.0,1354.0,321.0,142.0,179.0,1802.0,627.0,1175.0,1381.0,720.0,661.0,354.0,181.0,173.0,1027.0,539.0,488.0,1209.0,640.0,569.0,77.0,35.0,42.0,1132.0,605.0,527.0,861.0,479.0,382.0,25.0,12.0,13.0,836.0,467.0,369.0,876.0,436.0,440.0,103.0,51.0,52.0,773.0,385.0,388.0,2886.0,1405.0,1481.0,1539.0,718.0,821.0,1347.0,687.0,660.0,857.0,324.0,533.0,52.0,14.0,38.0,805.0,310.0,495.0,5060.0,2555.0,2505.0,3953.0,2060.0,1893.0,1107.0,495.0,612.0,866.0,452.0,414.0,82.0,37.0,45.0,784.0,415.0,369.0,148.0,94.0,315.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
70,1165.0,470.0,695.0,55.0,24.0,31.0,1110.0,446.0,664.0,2139.0,880.0,1259.0,227.0,111.0,116.0,1912.0,769.0,1143.0,1285.0,548.0,737.0,86.0,37.0,49.0,1199.0,511.0,688.0,2128.0,819.0,1309.0,180.0,69.0,111.0,1948.0,750.0,1198.0,581.0,236.0,345.0,70.0,24.0,46.0,511.0,212.0,299.0,3959.0,1653.0,2306.0,646.0,249.0,397.0,3313.0,1404.0,1909.0,4892.0,1495.0,3397.0,516.0,192.0,324.0,4376.0,1303.0,3073.0,1950.0,899.0,1051.0,422.0,213.0,209.0,1528.0,686.0,842.0,3262.0,1248.0,2014.0,173.0,66.0,107.0,3089.0,1182.0,1907.0,3238.0,1551.0,1687.0,59.0,27.0,32.0,3179.0,1524.0,1655.0,1791.0,812.0,979.0,191.0,82.0,109.0,1600.0,730.0,870.0,4830.0,2213.0,2617.0,2647.0,1241.0,1406.0,2183.0,972.0,1211.0,1033.0,395.0,638.0,57.0,25.0,32.0,976.0,370.0,606.0,8898.0,3846.0,5052.0,6666.0,2985.0,3681.0,2232.0,861.0,1371.0,1183.0,478.0,705.0,111.0,38.0,73.0,1072.0,440.0,632.0,321.0,174.0,695.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
71,286.0,147.0,139.0,19.0,9.0,10.0,267.0,138.0,129.0,626.0,346.0,280.0,69.0,25.0,44.0,557.0,321.0,236.0,382.0,211.0,171.0,23.0,11.0,12.0,359.0,200.0,159.0,687.0,323.0,364.0,62.0,26.0,36.0,625.0,297.0,328.0,240.0,120.0,120.0,29.0,13.0,16.0,211.0,107.0,104.0,1056.0,552.0,504.0,206.0,96.0,110.0,850.0,456.0,394.0,1289.0,529.0,760.0,217.0,92.0,125.0,1072.0,437.0,635.0,717.0,415.0,302.0,211.0,108.0,103.0,506.0,307.0,199.0,811.0,485.0,326.0,73.0,36.0,37.0,738.0,449.0,289.0,500.0,274.0,226.0,21.0,6.0,15.0,479.0,268.0,211.0,421.0,247.0,174.0,67.0,35.0,32.0,354.0,212.0,142.0,1680.0,908.0,772.0,999.0,524.0,475.0,681.0,384.0,297.0,535.0,266.0,269.0,35.0,18.0,17.0,500.0,248.0,252.0,3714.0,1961.0,1753.0,2909.0,1553.0,1356.0,805.0,408.0,397.0,566.0,321.0,245.0,68.0,27.0,41.0,498.0,294.0,204.0,76.0,55.0,139.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
72,399.0,226.0,173.0,36.0,19.0,17.0,363.0,207.0,156.0,722.0,368.0,354.0,74.0,42.0,32.0,648.0,326.0,322.0,438.0,249.0,189.0,24.0,9.0,15.0,414.0,240.0,174.0,823.0,409.0,414.0,62.0,31.0,31.0,761.0,378.0,383.0,209.0,100.0,109.0,28.0,14.0,14.0,181.0,86.0,95.0,1273.0,600.0,673.0,217.0,99.0,118.0,1056.0,501.0,555.0,1586.0,673.0,913.0,253.0,110.0,143.0,1333.0,563.0,770.0,748.0,440.0,308.0,192.0,102.0,90.0,556.0,338.0,218.0,750.0,401.0,349.0,71.0,27.0,44.0,679.0,374.0,305.0,609.0,336.0,273.0,22.0,4.0,18.0,587.0,332.0,255.0,479.0,251.0,228.0,83.0,40.0,43.0,396.0,211.0,185.0,1968.0,1033.0,935.0,1179.0,600.0,579.0,789.0,433.0,356.0,448.0,204.0,244.0,32.0,10.0,22.0,416.0,194.0,222.0,3801.0,1919.0,1882.0,3001.0,1538.0,1463.0,800.0,381.0,419.0,448.0,246.0,202.0,45.0,18.0,27.0,403.0,228.0,175.0,56.0,37.0,173.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
73,289.0,151.0,138.0,17.0,8.0,9.0,272.0,143.0,129.0,567.0,304.0,263.0,76.0,50.0,26.0,491.0,254.0,237.0,331.0,200.0,131.0,20.0,9.0,11.0,311.0,191.0,120.0,599.0,313.0,286.0,53.0,31.0,22.0,546.0,282.0,264.0,224.0,116.0,108.0,34.0,19.0,15.0,190.0,97.0,93.0,981.0,471.0,510.0,182.0,69.0,113.0,799.0,402.0,397.0,1270.0,580.0,690.0,210.0,93.0,117.0,1060.0,487.0,573.0,613.0,335.0,278.0,154.0,75.0,79.0,459.0,260.0,199.0,607.0,307.0,300.0,58.0,15.0,43.0,549.0,292.0,257.0,499.0,285.0,214.0,20.0,8.0,12.0,479.0,277.0,202.0,441.0,263.0,178.0,61.0,29.0,32.0,380.0,234.0,146.0,1483.0,799.0,684.0,894.0,455.0,439.0,589.0,344.0,245.0,379.0,169.0,210.0,27.0,12.0,15.0,352.0,157.0,195.0,2800.0,1439.0,1361.0,2258.0,1174.0,1084.0,542.0,265.0,277.0,453.0,250.0,203.0,56.0,24.0,32.0,397.0,226.0,171.0,60.0,42.0,138.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
74,330.0,155.0,175.0,17.0,2.0,15.0,313.0,153.0,160.0,483.0,244.0,239.0,36.0,17.0,19.0,447.0,227.0,220.0,371.0,211.0,160.0,23.0,13.0,10.0,348.0,198.0,150.0,729.0,332.0,397.0,41.0,23.0,18.0,688.0,309.0,379.0,235.0,109.0,126.0,26.0,9.0,17.0,209.0,100.0,109.0,1049.0,454.0,595.0,162.0,52.0,110.0,887.0,402.0,485.0,1461.0,630.0,831.0,216.0,89.0,127.0,1245.0,541.0,704.0,733.0,387.0,346.0,191.0,97.0,94.0,542.0,290.0,252.0,663.0,350.0,313.0,63.0,21.0,42.0,600.0,329.0,271.0,492.0,282.0,210.0,15.0,5.0,10.0,477.0,277.0,200.0,463.0,251.0,212.0,70.0,28.0,42.0,393.0,223.0,170.0,1733.0,876.0,857.0,1032.0,489.0,543.0,701.0,387.0,314.0,405.0,186.0,219.0,49.0,17.0,32.0,356.0,169.0,187.0,3121.0,1471.0,1650.0,2399.0,1144.0,1255.0,722.0,327.0,395.0,453.0,233.0,220.0,63.0,26.0,37.0,390.0,207.0,183.0,51.0,30.0,175.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
75,486.0,186.0,300.0,30.0,13.0,17.0,456.0,173.0,283.0,897.0,423.0,474.0,98.0,52.0,46.0,799.0,371.0,428.0,550.0,249.0,301.0,42.0,19.0,23.0,508.0,230.0,278.0,925.0,386.0,539.0,62.0,31.0,31.0,863.0,355.0,508.0,316.0,142.0,174.0,26.0,11.0,15.0,290.0,131.0,159.0,1873.0,757.0,1116.0,331.0,119.0,212.0,1542.0,638.0,904.0,2275.0,773.0,1502.0,296.0,97.0,199.0,1979.0,676.0,1303.0,841.0,424.0,417.0,204.0,103.0,101.0,637.0,321.0,316.0,1310.0,511.0,799.0,79.0,23.0,56.0,1231.0,488.0,743.0,1282.0,642.0,640.0,35.0,16.0,19.0,1247.0,626.0,621.0,807.0,378.0,429.0,100.0,46.0,54.0,707.0,332.0,375.0,2257.0,1021.0,1236.0,1219.0,520.0,699.0,1038.0,501.0,537.0,520.0,231.0,289.0,39.0,11.0,28.0,481.0,220.0,261.0,4155.0,1718.0,2437.0,3096.0,1311.0,1785.0,1059.0,407.0,652.0,477.0,220.0,257.0,33.0,17.0,16.0,444.0,203.0,241.0,130.0,72.0,300.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
76,219.0,108.0,111.0,15.0,11.0,4.0,204.0,97.0,107.0,401.0,225.0,176.0,43.0,26.0,17.0,358.0,199.0,159.0,230.0,130.0,100.0,11.0,9.0,2.0,219.0,121.0,98.0,404.0,172.0,232.0,22.0,11.0,11.0,382.0,161.0,221.0,147.0,62.0,85.0,18.0,8.0,10.0,129.0,54.0,75.0,812.0,335.0,477.0,136.0,43.0,93.0,676.0,292.0,384.0,1016.0,436.0,580.0,137.0,49.0,88.0,879.0,387.0,492.0,416.0,226.0,190.0,104.0,50.0,54.0,312.0,176.0,136.0,447.0,236.0,211.0,29.0,12.0,17.0,418.0,224.0,194.0,399.0,230.0,169.0,10.0,8.0,2.0,389.0,222.0,167.0,369.0,195.0,174.0,49.0,25.0,24.0,320.0,170.0,150.0,996.0,503.0,493.0,587.0,271.0,316.0,409.0,232.0,177.0,259.0,121.0,138.0,11.0,6.0,5.0,248.0,115.0,133.0,2106.0,1047.0,1059.0,1632.0,810.0,822.0,474.0,237.0,237.0,260.0,151.0,109.0,33.0,16.0,17.0,227.0,135.0,92.0,44.0,28.0,111.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
77,237.0,114.0,123.0,18.0,9.0,9.0,219.0,105.0,114.0,398.0,221.0,177.0,47.0,30.0,17.0,351.0,191.0,160.0,215.0,133.0,82.0,10.0,5.0,5.0,205.0,128.0,77.0,408.0,197.0,211.0,38.0,21.0,17.0,370.0,176.0,194.0,120.0,68.0,52.0,22.0,10.0,12.0,98.0,58.0,40.0,756.0,378.0,378.0,118.0,56.0,62.0,638.0,322.0,316.0,855.0,388.0,467.0,131.0,56.0,75.0,724.0,332.0,392.0,461.0,273.0,188.0,106.0,54.0,52.0,355.0,219.0,136.0,407.0,233.0,174.0,38.0,14.0,24.0,369.0,219.0,150.0,355.0,203.0,152.0,12.0,3.0,9.0,343.0,200.0,143.0,263.0,157.0,106.0,42.0,15.0,27.0,221.0,142.0,79.0,985.0,537.0,448.0,563.0,285.0,278.0,422.0,252.0,170.0,292.0,146.0,146.0,29.0,15.0,14.0,263.0,131.0,132.0,2047.0,987.0,1060.0,1584.0,749.0,835.0,463.0,238.0,225.0,283.0,167.0,116.0,30.0,13.0,17.0,253.0,154.0,99.0,34.0,22.0,123.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
78,230.0,93.0,137.0,13.0,5.0,8.0,217.0,88.0,129.0,340.0,159.0,181.0,30.0,19.0,11.0,310.0,140.0,170.0,177.0,100.0,77.0,11.0,8.0,3.0,166.0,92.0,74.0,330.0,146.0,184.0,24.0,10.0,14.0,306.0,136.0,170.0,88.0,43.0,45.0,9.0,6.0,3.0,79.0,37.0,42.0,609.0,266.0,343.0,135.0,65.0,70.0,474.0,201.0,273.0,838.0,351.0,487.0,106.0,49.0,57.0,732.0,302.0,430.0,311.0,184.0,127.0,65.0,33.0,32.0,246.0,151.0,95.0,419.0,228.0,191.0,27.0,9.0,18.0,392.0,219.0,173.0,273.0,157.0,116.0,10.0,6.0,4.0,263.0,151.0,112.0,253.0,128.0,125.0,39.0,19.0,20.0,214.0,109.0,105.0,834.0,398.0,436.0,505.0,241.0,264.0,329.0,157.0,172.0,221.0,103.0,118.0,16.0,4.0,12.0,205.0,99.0,106.0,1624.0,765.0,859.0,1229.0,573.0,656.0,395.0,192.0,203.0,219.0,126.0,93.0,29.0,15.0,14.0,190.0,111.0,79.0,28.0,18.0,137.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
79,282.0,132.0,150.0,16.0,8.0,8.0,266.0,124.0,142.0,503.0,263.0,240.0,47.0,19.0,28.0,456.0,244.0,212.0,270.0,143.0,127.0,12.0,6.0,6.0,258.0,137.0,121.0,653.0,278.0,375.0,56.0,24.0,32.0,597.0,254.0,343.0,153.0,65.0,88.0,11.0,3.0,8.0,142.0,62.0,80.0,1084.0,485.0,599.0,180.0,64.0,116.0,904.0,421.0,483.0,1159.0,466.0,693.0,161.0,54.0,107.0,998.0,412.0,586.0,424.0,213.0,211.0,101.0,46.0,55.0,323.0,167.0,156.0,603.0,303.0,300.0,40.0,15.0,25.0,563.0,288.0,275.0,442.0,225.0,217.0,10.0,4.0,6.0,432.0,221.0,211.0,389.0,189.0,200.0,39.0,21.0,18.0,350.0,168.0,182.0,1065.0,512.0,553.0,563.0,243.0,320.0,502.0,269.0,233.0,341.0,143.0,198.0,29.0,11.0,18.0,312.0,132.0,180.0,1944.0,868.0,1076.0,1435.0,659.0,776.0,509.0,209.0,300.0,287.0,145.0,142.0,33.0,10.0,23.0,254.0,135.0,119.0,58.0,27.0,150.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
80 et +,1605.0,702.0,903.0,94.0,36.0,58.0,1511.0,666.0,845.0,3347.0,1523.0,1824.0,420.0,174.0,246.0,2927.0,1349.0,1578.0,1881.0,918.0,963.0,101.0,46.0,55.0,1780.0,872.0,908.0,4493.0,1678.0,2815.0,277.0,93.0,184.0,4216.0,1585.0,2631.0,786.0,314.0,472.0,93.0,35.0,58.0,693.0,279.0,414.0,7303.0,2935.0,4368.0,1286.0,451.0,835.0,6017.0,2484.0,3533.0,10130.0,3272.0,6858.0,1217.0,439.0,778.0,8913.0,2833.0,6080.0,2636.0,1219.0,1417.0,533.0,207.0,326.0,2103.0,1012.0,1091.0,5568.0,2237.0,3331.0,368.0,123.0,245.0,5200.0,2114.0,3086.0,5187.0,2413.0,2774.0,138.0,54.0,84.0,5049.0,2359.0,2690.0,3523.0,1619.0,1904.0,371.0,147.0,224.0,3152.0,1472.0,1680.0,7501.0,3212.0,4289.0,4187.0,1675.0,2512.0,3314.0,1537.0,1777.0,1614.0,612.0,1002.0,126.0,50.0,76.0,1488.0,562.0,926.0,15679.0,6028.0,9651.0,11687.0,4595.0,7092.0,3992.0,1433.0,2559.0,1888.0,858.0,1030.0,162.0,59.0,103.0,1726.0,799.0,927.0,519.0,255.0,903.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
Total,297468.0,148040.0,149428.0,20193.0,10116.0,10077.0,277275.0,137924.0,139351.0,476054.0,230860.0,245194.0,53627.0,26013.0,27614.0,422427.0,204847.0,217580.0,346989.0,169820.0,177169.0,24783.0,12480.0,12303.0,322206.0,157340.0,164866.0,280870.0,131925.0,148945.0,28617.0,13572.0,15045.0,252253.0,118353.0,133900.0,153653.0,75001.0,78652.0,25688.0,12776.0,12912.0,127965.0,62225.0,65740.0,737843.0,337960.0,399883.0,133550.0,62921.0,70629.0,604293.0,275039.0,329254.0,689709.0,309020.0,380689.0,160239.0,78549.0,81690.0,529470.0,230471.0,298999.0,633043.0,306851.0,326192.0,150744.0,73129.0,77615.0,482299.0,233722.0,248577.0,482763.0,224894.0,257869.0,35398.0,16585.0,18813.0,447365.0,208309.0,239056.0,676476.0,329534.0,346942.0,21443.0,10520.0,10923.0,655033.0,319014.0,336019.0,437310.0,211335.0,225975.0,73200.0,35949.0,37251.0,364110.0,175386.0,188724.0,1510638.0,738768.0,771870.0,904920.0,440380.0,464540.0,605718.0,298388.0,307330.0,265956.0,130361.0,135595.0,25922.0,12644.0,13278.0,240034.0,117717.0,122317.0,3030384.0,1489512.0,1540872.0,2415266.0,1183557.0,1231709.0,615118.0,305955.0,309163.0,399949.0,193286.0,206663.0,33422.0,16513.0,16909.0,366527.0,176773.0,189754.0,105604.0,53671.0,149428.0,population_residente,2019,2019,2019,2019,annuelle,"Population résidence par année d'âge selon la province, le milieu de résidence et le sexe.xlsx - Ensemble des provinces.csv",demographie
