"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3"
20623,"tpInfrastructureSharing_Agreements_Mobile","Infrastructure sharing for mobile based on commercial agreement","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Regulation",2021,"","","Infrastructure sharing for mobile based on commercial agreement/regulation",,,
11902,"tpInterInternetConn_StepsOptimize","Steps used to optimize costs of international connectivity",,,33,"BFA","Burkina Faso","Implementation of Internet Exchange Point (IXP)",2021,"","","Steps used to optimize costs of international connectivity",,,
11893,"tpInterInternetConn_TypeConnection","Type of connection to international transit",,,33,"BFA","Burkina Faso","By using IP transit",2021,"","","Type of connection to international transit",,,
20627,"tpInfrastructureSharing_ActivePassive_Mobile","Active or passive mobile infrastructure sharing","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Passive sharing",2021,"","","Active or passive mobile infrastructure sharing",,,
20368,"tpInternetConn_Access_Modes","Mode of access","tpInternetConn_Access",,33,"BFA","Burkina Faso",,2021,"","","Mode of access","Satellite","Fibre",
20631,"tpInternetConn_NumberLandingStations","International landing points",,,33,"BFA","Burkina Faso",,2021,"","","International landing points","Fibre","Satellite",
12666,"tpMobileRoaming_AvailableServices","International mobile roaming services available",,,33,"BFA","Burkina Faso",,2021,"","","International mobile roaming services available","Inbound and outbound SMS","Inbound and outbound voice calls",
20368,"tpInternetConn_Access_Modes","Mode of access","tpInternetConn_Access",,33,"BFA","Burkina Faso",,2022,"","","Mode of access","Satellite","Fibre",
20631,"tpInternetConn_NumberLandingStations","International landing points",,,33,"BFA","Burkina Faso",,2022,"","","International landing points","Satellite","Fibre",
20629,"tpInfrastructureSharing_ActivePassive_Fixed","Active or pasive Infrastructure sharing","tpInfrastructureSharing_Fixed",,33,"BFA","Burkina Faso","Passive sharing",2022,"","","Active or passive Infrastructure sharing",,,
12666,"tpMobileRoaming_AvailableServices","International mobile roaming services available",,,33,"BFA","Burkina Faso",,2022,"","","International mobile roaming services available","Inbound and outbound voice calls","Inbound and outbound SMS",
20625,"tpInfrastructureSharing_Agreements_Fixed","Infrastructure sharing for fixed services based on commercial agreement","tpInfrastructureSharing_Fixed",,33,"BFA","Burkina Faso","Regulation",2022,"","","Infrastructure sharing for fixed services based on commercial agreement/regulation",,,
12679,"tpIMR_KindMeasuresToReduceBillShock","Measures applied to reduce the risk of bill shock","tpIMR_MeasuresToReduceBillShock",,33,"BFA","Burkina Faso","Home operator sends text messages to inform his customers of their roaming tariffs when they arrive in another country",2022,"","","Measures applied to reduce the risk of bill shock",,,
11902,"tpInterInternetConn_StepsOptimize","Steps used to optimize costs of international connectivity",,,33,"BFA","Burkina Faso","Implementation of Internet Exchange Point (IXP)",2022,"","","Steps used to optimize costs of international connectivity",,,
20627,"tpInfrastructureSharing_ActivePassive_Mobile","Active or passive mobile infrastructure sharing","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Passive sharing",2022,"","","Active or passive mobile infrastructure sharing",,,
11893,"tpInterInternetConn_TypeConnection","Type of connection to international transit",,,33,"BFA","Burkina Faso","By using IP transit",2022,"","","Type of connection to international transit",,,
20388,"tpIMR_Measures_Offers","Self-regulatory or commercial offers proposed by operators",,,33,"BFA","Burkina Faso","Commercial activities / promotions",2022,"","","Self-regulatory or commercial offers proposed by operators",,,
20623,"tpInfrastructureSharing_Agreements_Mobile","Infrastructure sharing for mobile based on commercial agreement","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Regulation",2022,"","","Infrastructure sharing for mobile based on commercial agreement/regulation",,,
20368,"tpInternetConn_Access_Modes","Mode of access","tpInternetConn_Access",,33,"BFA","Burkina Faso","Fibre",2023,"","","Mode of access",,,
20623,"tpInfrastructureSharing_Agreements_Mobile","Infrastructure sharing for mobile based on commercial agreement","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Regulation",2023,"","","Infrastructure sharing for mobile based on commercial agreement/regulation",,,
11893,"tpInterInternetConn_TypeConnection","Type of connection to international transit",,,33,"BFA","Burkina Faso","By using IP transit",2023,"","","Type of connection to international transit",,,
20629,"tpInfrastructureSharing_ActivePassive_Fixed","Active or pasive Infrastructure sharing","tpInfrastructureSharing_Fixed",,33,"BFA","Burkina Faso","Passive sharing",2023,"","","Active or passive Infrastructure sharing",,,
12679,"tpIMR_KindMeasuresToReduceBillShock","Measures applied to reduce the risk of bill shock","tpIMR_MeasuresToReduceBillShock",,33,"BFA","Burkina Faso","Home operator sends text messages to inform his customers of their roaming tariffs when they arrive in another country",2023,"","","Measures applied to reduce the risk of bill shock",,,
11902,"tpInterInternetConn_StepsOptimize","Steps used to optimize costs of international connectivity",,,33,"BFA","Burkina Faso","Implementation of Internet Exchange Point (IXP)",2023,"","","Steps used to optimize costs of international connectivity",,,
20631,"tpInternetConn_NumberLandingStations","International landing points",,,33,"BFA","Burkina Faso","Fibre",2023,"(Ghana, Cote d'Ivoire, Togo, Bénin)","","International landing points",,,
20627,"tpInfrastructureSharing_ActivePassive_Mobile","Active or passive mobile infrastructure sharing","tpInfrastructureSharing_Mobile",,33,"BFA","Burkina Faso","Passive sharing",2023,"","","Active or passive mobile infrastructure sharing",,,
20625,"tpInfrastructureSharing_Agreements_Fixed","Infrastructure sharing for fixed services based on commercial agreement","tpInfrastructureSharing_Fixed",,33,"BFA","Burkina Faso","Regulation",2023,"","","Infrastructure sharing for fixed services based on commercial agreement/regulation",,,
12666,"tpMobileRoaming_AvailableServices","International mobile roaming services available",,,33,"BFA","Burkina Faso",,2023,"","","International mobile roaming services available","Inbound and outbound SMS","Inbound and outbound voice calls",
20388,"tpIMR_Measures_Offers","Self-regulatory or commercial offers proposed by operators",,,33,"BFA","Burkina Faso","Commercial activities / promotions",2023,"","","Self-regulatory or commercial offers proposed by operators",,,
