"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3","dataValue 4"
5340,"tpTelecom_Price_Retail_Mobile_InternationalRoaming","Price regulation of international retail roaming services (voice, SMS)",,,33,"BFA","Burkina Faso","Without price control",2022,"","","International retail roaming (voice, SMS)",,,,
20331,"tpTelecom_Price_Retail_Mobile_CallingCards","Price regulation of retail mobile calling cards",,,33,"BFA","Burkina Faso","Without price control",2022,"","","Retail mobile calling cards",,,,
20339,"tpTelecom_Price_Wholesale_Bitstream","Price regulation of Bitstream access",,,33,"BFA","Burkina Faso","Without price control",2022,"","","Bitstream access",,,,
5357,"tpTelecom_Price_Wholesale_NationalVoice","Price regulation of national voice roaming",,,33,"BFA","Burkina Faso","Without price control",2022,"","","National voice roaming",,,,
20334,"tpTelecom_Price_Retail_OTT_Voice","Price regulation of OTT voice and messaging",,,33,"BFA","Burkina Faso","Without price control",2022,"","","OTT voice and messaging",,,,
5356,"tpTelecom_Price_Wholesale_InterconMobileTerminatio","Price regulation of interconnection: mobile termination services",,,33,"BFA","Burkina Faso","With price control",2022,"","","Interconnection: mobile termination",,,,
5337,"tpTelecom_Price_Retail_Mobile_Voice","Price regulation of retail voice services",,,33,"BFA","Burkina Faso","Without price control",2022,"","","Retail voice",,,,
5339,"tpTelecom_Price_Retail_Mobile_NationalRoaming","Price regulation of national retail roaming services (voice, SMS)",,,33,"BFA","Burkina Faso","Without price control",2022,"","","National retail roaming (voice, SMS)",,,,
5361,"tpTelecom_Price_Wholesale_LineRental","Price regulation of line rental",,,33,"BFA","Burkina Faso","With price control",2022,"","","Line rental",,,,
5353,"tpTelecom_Price_Wholesale_InterconFixedOrigination","Price regulation of interconnection: fixed origination services",,,33,"BFA","Burkina Faso","Without price control",2022,"","","Interconnection: fixed origination",,,,
5338,"tpTelecom_Price_Retail_Mobile_SMS","Price regulation of retail SMS",,,33,"BFA","Burkina Faso","Without price control",2022,"","","SMS retail ",,,,
5363,"tpTelecom_Price_Wholesale_IXP","Price regulation of access to Internet exchange points (IXPs)",,,33,"BFA","Burkina Faso","Without price control",2022,"","","Access to Internet exchange points (IXPs)",,,,
20609,"tpTelecom_NationalDataTransit","Price regulation of national data transit",,,33,"BFA","Burkina Faso","Without price control",2022,"","","National data transit",,,,
12661,"tpTelecom_Price_Retail_Mobile_DataRoaming","Price regulation of retail data roaming (Internet connection) services",,,33,"BFA","Burkina Faso","Without price control",2022,"","","Retail data roaming (Internet connection)",,,,
5364,"tpTelecom_Price_Wholesale_InternationalGateways","Price regulation of access to international gateways",,,33,"BFA","Burkina Faso","Without price control",2022,"","","Access to international gateways",,,,
20335,"tpTelecom_Price_Retail_Video","Price regulation of OTT video",,,33,"BFA","Burkina Faso","Without price control",2022,"","","OTT video",,,,
5341,"tpTelecom_Price_Retial_Mobile_InternetAndData","Price regulation of retail Internet access and data services",,,33,"BFA","Burkina Faso","Without price control",2022,"","","Retail Internet access & data",,,,
5337,"tpTelecom_Price_Retail_Mobile_Voice","Price regulation of retail voice services",,,33,"BFA","Burkina Faso","Without price control",2023,"","","Retail voice",,,,
5364,"tpTelecom_Price_Wholesale_InternationalGateways","Price regulation of access to international gateways",,,33,"BFA","Burkina Faso","Without price control",2023,"","","Access to international gateways",,,,
5341,"tpTelecom_Price_Retial_Mobile_InternetAndData","Price regulation of retail Internet access and data services",,,33,"BFA","Burkina Faso","Without price control",2023,"","","Retail Internet access & data",,,,
5355,"tpTelecom_Price_Wholesale_InterconMobileOriginatio","Price regulation of interconnection: mobile origination services",,,33,"BFA","Burkina Faso","Without price control",2023,"","","Interconnection: mobile origination",,,,
5356,"tpTelecom_Price_Wholesale_InterconMobileTerminatio","Price regulation of interconnection: mobile termination services",,,33,"BFA","Burkina Faso","With price control",2023,"","","Interconnection: mobile termination",,,,
5363,"tpTelecom_Price_Wholesale_IXP","Price regulation of access to Internet exchange points (IXPs)",,,33,"BFA","Burkina Faso","Without price control",2023,"","","Access to Internet exchange points (IXPs)",,,,
5358,"tpTelecom_Price_Wholesale_InternationalVoice","Price regulation of international voice roaming",,,33,"BFA","Burkina Faso","Without price control",2023,"","","International voice roaming",,,,
20334,"tpTelecom_Price_Retail_OTT_Voice","Price regulation of OTT voice and messaging",,,33,"BFA","Burkina Faso","Without price control",2023,"","","OTT voice and messaging",,,,
5340,"tpTelecom_Price_Retail_Mobile_InternationalRoaming","Price regulation of international retail roaming services (voice, SMS)",,,33,"BFA","Burkina Faso","Without price control",2023,"","","International retail roaming (voice, SMS)",,,,
5362,"tpTelecom_Price_Wholesale_LeasedLines","Price regulation of leased lines",,,33,"BFA","Burkina Faso","With price control",2023,"","","Leased lines",,,,
20335,"tpTelecom_Price_Retail_Video","Price regulation of OTT video",,,33,"BFA","Burkina Faso","Without price control",2023,"","","OTT video",,,,
5359,"tpTelecom_Price_Wholesale_ULL","Price regulation of unbundled local loop",,,33,"BFA","Burkina Faso","Without price control",2023,"","","Unbundled local loop",,,,
5354,"tpTelecom_Price_Wholesale_InterconFixedTermination","Price regulation of interconnection: fixed termination services",,,33,"BFA","Burkina Faso","With price control",2023,"","","Interconnection: fixed termination",,,,
5339,"tpTelecom_Price_Retail_Mobile_NationalRoaming","Price regulation of national retail roaming services (voice, SMS)",,,33,"BFA","Burkina Faso","Without price control",2023,"","","National retail roaming (voice, SMS)",,,,
20331,"tpTelecom_Price_Retail_Mobile_CallingCards","Price regulation of retail mobile calling cards",,,33,"BFA","Burkina Faso","Without price control",2023,"","","Retail mobile calling cards",,,,
5361,"tpTelecom_Price_Wholesale_LineRental","Price regulation of line rental",,,33,"BFA","Burkina Faso","With price control",2023,"","","Line rental",,,,
12661,"tpTelecom_Price_Retail_Mobile_DataRoaming","Price regulation of retail data roaming (Internet connection) services",,,33,"BFA","Burkina Faso","Without price control",2023,"","","Retail data roaming (Internet connection)",,,,
5353,"tpTelecom_Price_Wholesale_InterconFixedOrigination","Price regulation of interconnection: fixed origination services",,,33,"BFA","Burkina Faso","Without price control",2023,"","","Interconnection: fixed origination",,,,
20609,"tpTelecom_NationalDataTransit","Price regulation of national data transit",,,33,"BFA","Burkina Faso","Without price control",2023,"","","National data transit",,,,
5338,"tpTelecom_Price_Retail_Mobile_SMS","Price regulation of retail SMS",,,33,"BFA","Burkina Faso","Without price control",2023,"","","SMS retail ",,,,
20339,"tpTelecom_Price_Wholesale_Bitstream","Price regulation of Bitstream access",,,33,"BFA","Burkina Faso","Without price control",2023,"","","Bitstream access",,,,
5357,"tpTelecom_Price_Wholesale_NationalVoice","Price regulation of national voice roaming",,,33,"BFA","Burkina Faso","Without price control",2023,"","","National voice roaming",,,,
3830,"trRegulator1","Name","trSeparate_Regulator ",,33,"BFA","Burkina Faso","ARCEP BURKINA FASO",2015,"","","",,,,
3830,"trRegulator1","Name","trSeparate_Regulator ",,33,"BFA","Burkina Faso","Autorité de Régulation des Communications électroniques et des Postes (ARCEP - Burkina Faso)",2017,"","","",,,,
3830,"trRegulator1","Name","trSeparate_Regulator ",,33,"BFA","Burkina Faso","Autorité de Régulation des Communications électroniques et des Postes (ARCEP - Burkina Faso)",2018,"","","",,,,
3830,"trRegulator1","Name","trSeparate_Regulator ",,33,"BFA","Burkina Faso","Autorité de Régulation des Communications électroniques et des Postes (ARCEP - Burkina Faso)",2019,"","","",,,,
3830,"trRegulator1","Name","trSeparate_Regulator ",,33,"BFA","Burkina Faso","ARCEP BURKINA FASO",2022,"","","",,,,
3854,"trRegulator1_Website","Website","trSeparate_Regulator ",,33,"BFA","Burkina Faso","www.arcep.bf",2015,"","","",,,,
3854,"trRegulator1_Website","Website","trSeparate_Regulator ",,33,"BFA","Burkina Faso","www.arcep.bf",2017,"","","",,,,
11733,"trNatBBPlan_Year","Year of adoption","trNatBBPlan",,33,"BFA","Burkina Faso","",2017,"","","",,,,
11734,"trNatBBPlan_Name","Name of plan","trNatBBPlan",,33,"BFA","Burkina Faso","",2017,"","","",,,,
11735,"trNatBBPlan_Web","Plan available online","trNatBBPlan",,33,"BFA","Burkina Faso","",2017,"","","",,,,
11737,"trNatBBPlan_Timeframe","Plan timeframe","trNatBBPlan",,33,"BFA","Burkina Faso","",2017,"","","",,,,
11745,"trNatBBPlan_Admin","National broadband plan administrator",,,33,"BFA","Burkina Faso","",2017,"","","",,,,
11734,"trNatBBPlan_Name","Name of plan","trNatBBPlan",,33,"BFA","Burkina Faso","Plan d’actions de la politique sectorielle de l’économie numérique et des postes (2017-2019)(05 2017)",2018,"","","",,,,
11737,"trNatBBPlan_Timeframe","Plan timeframe","trNatBBPlan",,33,"BFA","Burkina Faso","2017-2019",2018,"","","",,,,
3854,"trRegulator1_Website","Website","trSeparate_Regulator ",,33,"BFA","Burkina Faso","www.arcep.bf",2018,"","","",,,,
11745,"trNatBBPlan_Admin","National broadband plan administrator",,,33,"BFA","Burkina Faso","ministère du developpement de l'economie numérique",2018,"","","",,,,
11735,"trNatBBPlan_Web","Plan available online","trNatBBPlan",,33,"BFA","Burkina Faso","www.mdenp.gov.bf",2018,"","","",,,,
11733,"trNatBBPlan_Year","Year of adoption","trNatBBPlan",,33,"BFA","Burkina Faso","mai 2017",2018,"","","",,,,
11734,"trNatBBPlan_Name","Name of plan","trNatBBPlan",,33,"BFA","Burkina Faso","Plan d’actions de la politique sectorielle de l’économie numérique et des postes (2017-2019)(05 2017)",2019,"","","",,,,
3854,"trRegulator1_Website","Website","trSeparate_Regulator ",,33,"BFA","Burkina Faso","www.arcep.bf",2019,"","","",,,,
11737,"trNatBBPlan_Timeframe","Plan timeframe","trNatBBPlan",,33,"BFA","Burkina Faso","2017-2019",2019,"","","",,,,
11735,"trNatBBPlan_Web","Plan available online","trNatBBPlan",,33,"BFA","Burkina Faso","www.mdenp.gov.bf",2019,"","","",,,,
11733,"trNatBBPlan_Year","Year of adoption","trNatBBPlan",,33,"BFA","Burkina Faso","mai 2017",2019,"","","",,,,
3854,"trRegulator1_Website","Website","trSeparate_Regulator ",,33,"BFA","Burkina Faso","www.arcep.bf",2022,"","","",,,,
21669,"trCountryPolicyCC_Areas","Areas covered","trCountryPolicyCC",,33,"BFA","Burkina Faso","",2017,"","","",,,,
21669,"trCountryPolicyCC_Areas","Areas covered","trCountryPolicyCC",,33,"BFA","Burkina Faso","Dans le domaine gouvernemental, une politique G-Cloud",2018,"","","",,,,
31431,"trNationalStrategyEmergingTechnologies_Website","Emerging technologies strategy available online","trNationalStrategyEmergingTechnologies",,33,"BFA","Burkina Faso","",2019,"","","",,,,
21669,"trCountryPolicyCC_Areas","Areas covered","trCountryPolicyCC",,33,"BFA","Burkina Faso","Dans le domaine gouvernemental, une politique G-Cloud",2019,"","","",,,,
31430,"trNationalStrategyEmergingTechnologies_Policy","Name of emerging technologies strategy","trNationalStrategyEmergingTechnologies",,33,"BFA","Burkina Faso","",2019,"","","",,,,
11745,"trNatBBPlan_Admin","National broadband plan administrator",,,33,"BFA","Burkina Faso","ministère du developpement de l'economie numérique",2019,"","","",,,,
34368,"trBP_NationalDevelopmentStrategy_Document","Financing document","trBP_NationalICtpolicyMasterPlan",,33,"BFA","Burkina Faso","Stratégie nationale de développement de l'économie numérique",2022,"","","",,,,
31430,"trNationalStrategyEmergingTechnologies_Policy","Name of emerging technologies strategy","trNationalStrategyEmergingTechnologies",,33,"BFA","Burkina Faso","",2022,"","","",,,,
34553,"trNatBBPlan_Amounts_ToBeAllocated","Announced amount (local currency)","trNatBBPlan_Financing",,33,"BFA","Burkina Faso","",2022,"","","",,,,
34370,"trBP_NationalDevelopmentStrategy_Website","Financing website","trBP_NationalICtpolicyMasterPlan",,33,"BFA","Burkina Faso","(https://www.mdenp.gov.bf",2022,"","","",,,,
31431,"trNationalStrategyEmergingTechnologies_Website","Emerging technologies strategy available online","trNationalStrategyEmergingTechnologies",,33,"BFA","Burkina Faso","",2022,"","","",,,,
34369,"trBP_NationalDevelopmentStrategy_YearAdopted","Financing yearadopted","trBP_NationalICtpolicyMasterPlan",,33,"BFA","Burkina Faso","2018",2022,"","","",,,,
34401,"trNationalStrategyEmergingTech_YearAdopted","Year of adoption of emerging technologies strategy","trNationalStrategyEmergingTechnologies",,33,"BFA","Burkina Faso","",2022,"","","",,,,
