"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription","dataValue 1","dataValue 2","dataValue 3","dataValue 4"
5340,"tpTelecom_Price_Retail_Mobile_InternationalRoaming","Price regulation of international retail roaming services (voice, SMS)",,,33,"BFA","Burkina Faso","Without price control",2021,"","","International retail roaming (voice, SMS)",,,,
5354,"tpTelecom_Price_Wholesale_InterconFixedTermination","Price regulation of interconnection: fixed termination services",,,33,"BFA","Burkina Faso","With price control",2021,"","","Interconnection: fixed termination",,,,
5341,"tpTelecom_Price_Retial_Mobile_InternetAndData","Price regulation of retail Internet access and data services",,,33,"BFA","Burkina Faso","Without price control",2021,"","","Retail Internet access & data",,,,
5357,"tpTelecom_Price_Wholesale_NationalVoice","Price regulation of national voice roaming",,,33,"BFA","Burkina Faso","Without price control",2021,"","","National voice roaming",,,,
5353,"tpTelecom_Price_Wholesale_InterconFixedOrigination","Price regulation of interconnection: fixed origination services",,,33,"BFA","Burkina Faso","Without price control",2021,"","","Interconnection: fixed origination",,,,
5355,"tpTelecom_Price_Wholesale_InterconMobileOriginatio","Price regulation of interconnection: mobile origination services",,,33,"BFA","Burkina Faso","Without price control",2021,"","","Interconnection: mobile origination",,,,
5362,"tpTelecom_Price_Wholesale_LeasedLines","Price regulation of leased lines",,,33,"BFA","Burkina Faso","With price control",2021,"","","Leased lines",,,,
5363,"tpTelecom_Price_Wholesale_IXP","Price regulation of access to Internet exchange points (IXPs)",,,33,"BFA","Burkina Faso","Without price control",2021,"","","Access to Internet exchange points (IXPs)",,,,
19268,"trFramework_ICT_accessibility","ICT accessibility policies",,,33,"BFA","Burkina Faso","Other",2022,"","","",,,,
12575,"trNormalPeriodOfAppointment","What is the normal period of appointment for the members and the Head of the Regulatory Authority?",,,33,"BFA","Burkina Faso","6 year or more",2022,"","","",,,,
21568,"trPowerToRemoveHead","Who has the power to remove the Head/ Commissioners?",,,33,"BFA","Burkina Faso","President/Head of State",2022,"","","",,,,
21566,"trReasonsForRemoval","What are the reasons for removal?",,,33,"BFA","Burkina Faso",,2022,"","","","Criminal or other offence","Failure to commit appropriate time to their duties","Conflict of interests","Misbehavior and/or abuse"
16130,"trTotalNumberMembers","If the ICT Regulatory Authority is a collegial body, what is the total number of members/commissioners (including the Head)?",,,33,"BFA","Burkina Faso","3, 5 or 7",2022,"","","",,,,
11767,"trRA_WhoAppointsMembers","Who appoints the members and the Head?",,,33,"BFA","Burkina Faso",,2022,"","","","President/Head of State","Parliament",,
31425,"trInternetAccessLegalRight","Internet recognized as a legal right",,,33,"BFA","Burkina Faso","No",2022,"","","",,,,
5354,"tpTelecom_Price_Wholesale_InterconFixedTermination","Price regulation of interconnection: fixed termination services",,,33,"BFA","Burkina Faso","With price control",2022,"","","Interconnection: fixed termination",,,,
5359,"tpTelecom_Price_Wholesale_ULL","Price regulation of unbundled local loop",,,33,"BFA","Burkina Faso","Without price control",2022,"","","Unbundled local loop",,,,
5358,"tpTelecom_Price_Wholesale_InternationalVoice","Price regulation of international voice roaming",,,33,"BFA","Burkina Faso","Without price control",2022,"","","International voice roaming",,,,
5355,"tpTelecom_Price_Wholesale_InterconMobileOriginatio","Price regulation of interconnection: mobile origination services",,,33,"BFA","Burkina Faso","Without price control",2022,"","","Interconnection: mobile origination",,,,
5362,"tpTelecom_Price_Wholesale_LeasedLines","Price regulation of leased lines",,,33,"BFA","Burkina Faso","With price control",2022,"","","Leased lines",,,,
