NAKAMBÉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,2021,,,2022,,,2023,,,2024,,,2025,,,2026,,,2027,,,2028,,,2029,,,2030,,,2031,,,2032,,,2033,,,2034,,,2035,,
, Ages,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,
,,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble
,18,  13 975   ,  17 573   ,  31 548   ,  14 418   ,  17 234   ,  31 652   ,  15 168   ,  17 408   ,  32 576   ,  16 295   ,  18 083   ,  34 378   ,  17 216   ,  18 675   ,  35 891   ,  18 046   ,  19 353   ,  37 399   ,  19 046   ,  20 301   ,  39 347   ,  19 791   ,  21 033   ,  40 824   ,  19 916   ,  21 211   ,  41 127   ,  20 845   ,  22 275   ,  43 120   ,  21 567   ,  23 144   ,  44 711   ,  22 065   ,  23 749   ,  45 814   ,  22 718   ,  24 448   ,  47 166   ,  23 673   ,  25 371   ,  49 044   ,  24 675   ,  26 261   ,  50 936   ,  25 451   ,  26 851   ,  52 302   
,19,  12 753   ,  17 525   ,  30 278   ,  13 259   ,  17 514   ,  30 773   ,  13 683   ,  17 177   ,  30 860   ,  14 400   ,  17 352   ,  31 752   ,  15 477   ,  18 026   ,  33 503   ,  16 356   ,  18 615   ,  34 971   ,  17 136   ,  19 277   ,  36 413   ,  18 093   ,  20 224   ,  38 317   ,  18 321   ,  20 430   ,  38 751   ,  18 971   ,  21 176   ,  40 147   ,  19 838   ,  22 214   ,  42 052   ,  20 528   ,  23 079   ,  43 607   ,  21 005   ,  23 683   ,  44 688   ,  21 630   ,  24 380   ,  46 010   ,  22 542   ,  25 299   ,  47 841   ,  23 498   ,  26 183   ,  49 681   
,20,  11 676   ,  17 090   ,  28 766   ,  12 260   ,  17 632   ,  29 892   ,  12 750   ,  17 623   ,  30 373   ,  13 162   ,  17 285   ,  30 447   ,  13 857   ,  17 461   ,  31 318   ,  14 900   ,  18 139   ,  33 039   ,  15 740   ,  18 719   ,  34 459   ,  16 497   ,  19 387   ,  35 884   ,  16 981   ,  19 833   ,  36 814   ,  17 691   ,  20 593   ,  38 284   ,  18 302   ,  21 321   ,  39 623   ,  19 142   ,  22 366   ,  41 508   ,  19 812   ,  23 238   ,  43 050   ,  20 276   ,  23 846   ,  44 122   ,  20 882   ,  24 547   ,  45 429   ,  21 764   ,  25 469   ,  47 233   
,21,  10 624   ,  16 250   ,  26 874   ,  11 071   ,  16 855   ,  27 926   ,  11 630   ,  17 392   ,  29 022   ,  12 101   ,  17 384   ,  29 485   ,  12 496   ,  17 051   ,  29 547   ,  13 162   ,  17 225   ,  30 387   ,  14 148   ,  17 881   ,  32 029   ,  14 954   ,  18 455   ,  33 409   ,  15 281   ,  18 640   ,  33 921   ,  16 180   ,  19 597   ,  35 777   ,  16 843   ,  20 327   ,  37 170   ,  17 428   ,  21 045   ,  38 473   ,  18 233   ,  22 077   ,  40 310   ,  18 875   ,  22 939   ,  41 814   ,  19 319   ,  23 538   ,  42 857   ,  19 898   ,  24 227   ,  44 125   
,22,  9 657   ,  14 936   ,  24 593   ,  10 158   ,  15 879   ,  26 037   ,  10 590   ,  16 472   ,  27 062   ,  11 130   ,  16 998   ,  28 128   ,  11 586   ,  16 991   ,  28 577   ,  11 969   ,  16 665   ,  28 634   ,  12 602   ,  16 822   ,  29 424   ,  13 556   ,  17 466   ,  31 022   ,  13 970   ,  17 577   ,  31 547   ,  14 683   ,  18 243   ,  32 926   ,  15 536   ,  19 160   ,  34 696   ,  16 177   ,  19 873   ,  36 050   ,  16 744   ,  20 576   ,  37 320   ,  17 521   ,  21 586   ,  39 107   ,  18 142   ,  22 427   ,  40 569   ,  18 571   ,  23 010   ,  41 581   
,23,  8 939   ,  14 159   ,  23 098   ,  9 445   ,  15 139   ,  24 584   ,  9 939   ,  16 098   ,  26 037   ,  10 368   ,  16 701   ,  27 069   ,  10 903   ,  17 235   ,  28 138   ,  11 354   ,  17 227   ,  28 581   ,  11 725   ,  16 884   ,  28 609   ,  12 352   ,  17 045   ,  29 397   ,  12 966   ,  17 273   ,  30 239   ,  13 744   ,  17 864   ,  31 608   ,  14 436   ,  18 523   ,  32 959   ,  15 280   ,  19 455   ,  34 735   ,  15 914   ,  20 180   ,  36 094   ,  16 475   ,  20 894   ,  37 369   ,  17 245   ,  21 919   ,  39 164   ,  17 857   ,  22 771   ,  40 628   
,24,  8 387   ,  13 460   ,  21 847   ,  8 681   ,  14 000   ,  22 681   ,  9 178   ,  14 971   ,  24 149   ,  9 665   ,  15 921   ,  25 586   ,  10 087   ,  16 520   ,  26 607   ,  10 613   ,  17 049   ,  27 662   ,  11 050   ,  17 029   ,  28 079   ,  11 417   ,  16 691   ,  28 108   ,  11 734   ,  16 445   ,  28 179   ,  12 662   ,  17 110   ,  29 772   ,  13 414   ,  17 680   ,  31 094   ,  14 094   ,  18 332   ,  32 426   ,  14 924   ,  19 255   ,  34 179   ,  15 548   ,  19 974   ,  35 522   ,  16 100   ,  20 680   ,  36 780   ,  16 855   ,  21 693   ,  38 548   
,25,  8 071   ,  13 004   ,  21 075   ,  8 189   ,  13 280   ,  21 469   ,  8 480   ,  13 815   ,  22 295   ,  8 972   ,  14 776   ,  23 748   ,  9 454   ,  15 717   ,  25 171   ,  9 872   ,  16 308   ,  26 180   ,  10 386   ,  16 820   ,  27 206   ,  10 819   ,  16 803   ,  27 622   ,  10 902   ,  16 070   ,  26 972   ,  11 520   ,  16 258   ,  27 778   ,  12 426   ,  16 900   ,  29 326   ,  13 170   ,  17 464   ,  30 634   ,  13 843   ,  18 109   ,  31 952   ,  14 663   ,  19 023   ,  33 686   ,  15 280   ,  19 732   ,  35 012   ,  15 825   ,  20 429   ,  36 254   
,26,  7 862   ,  12 870   ,  20 732   ,  7 940   ,  13 077   ,  21 017   ,  8 060   ,  13 357   ,  21 417   ,  8 351   ,  13 897   ,  22 248   ,  8 841   ,  14 867   ,  23 708   ,  9 322   ,  15 815   ,  25 137   ,  9 733   ,  16 399   ,  26 132   ,  10 246   ,  16 916   ,  27 162   ,  10 411   ,  16 492   ,  26 903   ,  10 786   ,  16 198   ,  26 984   ,  11 393   ,  16 373   ,  27 766   ,  12 294   ,  17 021   ,  29 315   ,  13 035   ,  17 589   ,  30 624   ,  13 706   ,  18 240   ,  31 946   ,  14 523   ,  19 161   ,  33 684   ,  15 137   ,  19 874   ,  35 011   
,27,  7 711   ,  12 879   ,  20 590   ,  7 706   ,  12 927   ,  20 633   ,  7 786   ,  13 138   ,  20 924   ,  7 906   ,  13 422   ,  21 328   ,  8 197   ,  13 968   ,  22 165   ,  8 684   ,  14 944   ,  23 628   ,  9 156   ,  15 887   ,  25 043   ,  9 566   ,  16 478   ,  26 044   ,  9 821   ,  16 590   ,  26 411   ,  10 261   ,  16 609   ,  26 870   ,  10 625   ,  16 299   ,  26 924   ,  11 227   ,  16 475   ,  27 702   ,  12 122   ,  17 128   ,  29 250   ,  12 858   ,  17 702   ,  30 560   ,  13 524   ,  18 358   ,  31 882   ,  14 334   ,  19 284   ,  33 618   
