DJÔRÔ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,2021,,,2022,,,2023,,,2024,,,2025,,,2026,,,2027,,,2028,,,2029,,,2030,,,2031,,,2032,,,2033,,,2034,,,2035,,
, Ages,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,
,,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble
,18,  8 212   ,  8 590   ,  16 802   ,  8 465   ,  8 413   ,  16 878   ,  8 896   ,  8 487   ,  17 383   ,  9 547   ,  8 805   ,  18 352   ,  10 073   ,  9 082   ,  19 155   ,  10 544   ,  9 400   ,  19 944   ,  11 264   ,  9 983   ,  21 247   ,  11 843   ,  10 470   ,  22 313   ,  12 213   ,  10 827   ,  23 040   ,  12 738   ,  11 339   ,  24 077   ,  13 130   ,  11 748   ,  24 878   ,  13 381   ,  12 021   ,  25 402   ,  13 723   ,  12 340   ,  26 063   ,  14 242   ,  12 770   ,  27 012   ,  14 786   ,  13 179   ,  27 965   ,  15 191   ,  13 436   ,  28 627   
,19,  7 825   ,  8 604   ,  16 429   ,  8 128   ,  8 588   ,  16 716   ,  8 379   ,  8 412   ,  16 791   ,  8 808   ,  8 486   ,  17 294   ,  9 455   ,  8 805   ,  18 260   ,  9 979   ,  9 082   ,  19 061   ,  10 582   ,  9 522   ,  20 104   ,  11 305   ,  10 112   ,  21 417   ,  11 731   ,  10 475   ,  22 206   ,  12 105   ,  10 827   ,  22 932   ,  12 611   ,  11 326   ,  23 937   ,  12 999   ,  11 734   ,  24 733   ,  13 248   ,  12 007   ,  25 255   ,  13 588   ,  12 325   ,  25 913   ,  14 104   ,  12 753   ,  26 857   ,  14 645   ,  13 160   ,  27 805   
,20,  7 451   ,  8 455   ,  15 906   ,  7 817   ,  8 712   ,  16 529   ,  8 122   ,  8 696   ,  16 818   ,  8 375   ,  8 518   ,  16 893   ,  8 806   ,  8 594   ,  17 400   ,  9 455   ,  8 917   ,  18 372   ,  10 110   ,  9 317   ,  19 427   ,  10 722   ,  9 768   ,  20 490   ,  11 310   ,  10 246   ,  21 556   ,  11 741   ,  10 610   ,  22 351   ,  12 102   ,  10 954   ,  23 056   ,  12 608   ,  11 458   ,  24 066   ,  12 997   ,  11 871   ,  24 868   ,  13 249   ,  12 147   ,  25 396   ,  13 591   ,  12 468   ,  26 059   ,  14 108   ,  12 899   ,  27 007   
,21,  7 089   ,  8 087   ,  15 176   ,  7 381   ,  8 377   ,  15 758   ,  7 746   ,  8 632   ,  16 378   ,  8 050   ,  8 618   ,  16 668   ,  8 303   ,  8 442   ,  16 745   ,  8 733   ,  8 518   ,  17 251   ,  9 502   ,  8 953   ,  18 455   ,  10 162   ,  9 353   ,  19 515   ,  10 641   ,  9 687   ,  20 328   ,  11 227   ,  10 156   ,  21 383   ,  11 644   ,  10 505   ,  22 149   ,  12 002   ,  10 846   ,  22 848   ,  12 506   ,  11 345   ,  23 851   ,  12 895   ,  11 754   ,  24 649   ,  13 146   ,  12 027   ,  25 173   ,  13 486   ,  12 343   ,  25 829   
,22,  6 592   ,  7 581   ,  14 173   ,  6 927   ,  8 049   ,  14 976   ,  7 215   ,  8 339   ,  15 554   ,  7 574   ,  8 594   ,  16 168   ,  7 875   ,  8 580   ,  16 455   ,  8 124   ,  8 405   ,  16 529   ,  8 658   ,  8 590   ,  17 248   ,  9 423   ,  9 028   ,  18 451   ,  9 952   ,  9 316   ,  19 268   ,  10 423   ,  9 642   ,  20 065   ,  10 988   ,  10 099   ,  21 087   ,  11 396   ,  10 445   ,  21 841   ,  11 748   ,  10 784   ,  22 532   ,  12 245   ,  11 281   ,  23 526   ,  12 628   ,  11 687   ,  24 315   ,  12 876   ,  11 956   ,  24 832   
,23,  6 120   ,  7 091   ,  13 211   ,  6 460   ,  7 572   ,  14 032   ,  6 792   ,  8 041   ,  14 833   ,  7 077   ,  8 332   ,  15 409   ,  7 432   ,  8 587   ,  16 019   ,  7 729   ,  8 573   ,  16 302   ,  8 079   ,  8 507   ,  16 586   ,  8 612   ,  8 693   ,  17 305   ,  9 264   ,  9 033   ,  18 297   ,  9 785   ,  9 317   ,  19 102   ,  10 240   ,  9 633   ,  19 873   ,  10 796   ,  10 089   ,  20 885   ,  11 200   ,  10 436   ,  21 636   ,  11 549   ,  10 775   ,  22 324   ,  12 040   ,  11 270   ,  23 310   ,  12 418   ,  11 674   ,  24 092   
,24,  5 823   ,  6 808   ,  12 631   ,  6 021   ,  7 071   ,  13 092   ,  6 360   ,  7 552   ,  13 912   ,  6 690   ,  8 021   ,  14 711   ,  6 973   ,  8 312   ,  15 285   ,  7 327   ,  8 568   ,  15 895   ,  7 721   ,  8 665   ,  16 386   ,  8 072   ,  8 597   ,  16 669   ,  8 502   ,  8 685   ,  17 187   ,  9 142   ,  9 012   ,  18 154   ,  9 649   ,  9 286   ,  18 935   ,  10 099   ,  9 601   ,  19 700   ,  10 650   ,  10 056   ,  20 706   ,  11 052   ,  10 402   ,  21 454   ,  11 399   ,  10 739   ,  22 138   ,  11 886   ,  11 232   ,  23 118   
,25,  5 640   ,  6 585   ,  12 225   ,  5 717   ,  6 716   ,  12 433   ,  5 914   ,  6 978   ,  12 892   ,  6 250   ,  7 454   ,  13 704   ,  6 578   ,  7 919   ,  14 497   ,  6 859   ,  8 207   ,  15 066   ,  7 304   ,  8 569   ,  15 873   ,  7 699   ,  8 666   ,  16 365   ,  7 950   ,  8 498   ,  16 448   ,  8 372   ,  8 574   ,  16 946   ,  8 996   ,  8 888   ,  17 884   ,  9 498   ,  9 158   ,  18 656   ,  9 943   ,  9 470   ,  19 413   ,  10 490   ,  9 919   ,  20 409   ,  10 888   ,  10 260   ,  21 148   ,  11 232   ,  10 591   ,  21 823   
,26,  5 442   ,  6 466   ,  11 908   ,  5 492   ,  6 561   ,  12 053   ,  5 569   ,  6 693   ,  12 262   ,  5 763   ,  6 955   ,  12 718   ,  6 094   ,  7 431   ,  13 525   ,  6 417   ,  7 895   ,  14 312   ,  6 781   ,  8 289   ,  15 070   ,  7 223   ,  8 655   ,  15 878   ,  7 521   ,  8 652   ,  16 173   ,  7 765   ,  8 475   ,  16 240   ,  8 171   ,  8 542   ,  16 713   ,  8 783   ,  8 855   ,  17 638   ,  9 276   ,  9 125   ,  18 401   ,  9 714   ,  9 436   ,  19 150   ,  10 252   ,  9 883   ,  20 135   ,  10 643   ,  10 221   ,  20 864   
,27,  5 389   ,  6 450   ,  11 839   ,  5 381   ,  6 466   ,  11 847   ,  5 431   ,  6 563   ,  11 994   ,  5 510   ,  6 696   ,  12 206   ,  5 705   ,  6 960   ,  12 665   ,  6 036   ,  7 437   ,  13 473   ,  6 441   ,  8 005   ,  14 446   ,  6 809   ,  8 405   ,  15 214   ,  7 164   ,  8 677   ,  15 841   ,  7 458   ,  8 663   ,  16 121   ,  7 695   ,  8 477   ,  16 172   ,  8 099   ,  8 544   ,  16 643   ,  8 710   ,  8 858   ,  17 568   ,  9 202   ,  9 129   ,  18 331   ,  9 640   ,  9 440   ,  19 080   ,  10 177   ,  9 887   ,  20 064   
