OUBRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,2021,,,2022,,,2023,,,2024,,,2025,,,2026,,,2027,,,2028,,,2029,,,2030,,,2031,,,2032,,,2033,,,2034,,,2035,,
, Ages,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,
,,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble
,18,  9 820   ,  11 657   ,  21 477   ,  10 119   ,  11 415   ,  21 534   ,  10 632   ,  11 512   ,  22 144   ,  11 408   ,  11 940   ,  23 348   ,  12 037   ,  12 312   ,  24 349   ,  12 601   ,  12 740   ,  25 341   ,  13 283   ,  13 344   ,  26 627   ,  13 784   ,  13 804   ,  27 588   ,  12 368   ,  12 410   ,  24 778   ,  12 923   ,  13 009   ,  25 932   ,  13 345   ,  13 491   ,  26 836   ,  13 627   ,  13 819   ,  27 446   ,  14 001   ,  14 202   ,  28 203   ,  14 559   ,  14 713   ,  29 272   ,  15 144   ,  15 204   ,  30 348   ,  15 588   ,  15 523   ,  31 111   
,19,  9 163   ,  11 466   ,  20 629   ,  9 515   ,  11 441   ,  20 956   ,  9 807   ,  11 204   ,  21 011   ,  10 308   ,  11 300   ,  21 608   ,  11 065   ,  11 721   ,  22 786   ,  11 679   ,  12 087   ,  23 766   ,  12 220   ,  12 498   ,  24 718   ,  12 885   ,  13 091   ,  25 976   ,  11 634   ,  11 790   ,  23 424   ,  12 026   ,  12 198   ,  24 224   ,  12 552   ,  12 772   ,  25 324   ,  12 962   ,  13 246   ,  26 208   ,  13 237   ,  13 569   ,  26 806   ,  13 602   ,  13 945   ,  27 547   ,  14 146   ,  14 448   ,  28 594   ,  14 715   ,  14 929   ,  29 644   
,20,  8 363   ,  10 756   ,  19 119   ,  8 770   ,  11 080   ,  19 850   ,  9 110   ,  11 056   ,  20 166   ,  9 392   ,  10 828   ,  20 220   ,  9 876   ,  10 921   ,  20 797   ,  10 606   ,  11 329   ,  21 935   ,  11 189   ,  11 673   ,  22 862   ,  11 712   ,  12 071   ,  23 783   ,  10 749   ,  11 009   ,  21 758   ,  11 179   ,  11 410   ,  22 589   ,  11 544   ,  11 792   ,  23 336   ,  12 050   ,  12 347   ,  24 397   ,  12 446   ,  12 807   ,  25 253   ,  12 711   ,  13 120   ,  25 831   ,  13 063   ,  13 484   ,  26 547   ,  13 587   ,  13 969   ,  27 556   
,21,  7 815   ,  10 250   ,  18 065   ,  8 134   ,  10 615   ,  18 749   ,  8 534   ,  10 936   ,  19 470   ,  8 868   ,  10 914   ,  19 782   ,  9 146   ,  10 689   ,  19 835   ,  9 621   ,  10 782   ,  20 403   ,  10 329   ,  11 176   ,  21 505   ,  10 903   ,  11 517   ,  22 420   ,  9 934   ,  10 370   ,  20 304   ,  10 500   ,  10 883   ,  21 383   ,  10 910   ,  11 268   ,  22 178   ,  11 267   ,  11 645   ,  22 912   ,  11 763   ,  12 195   ,  23 958   ,  12 151   ,  12 649   ,  24 800   ,  12 411   ,  12 959   ,  25 370   ,  12 757   ,  13 318   ,  26 075   
,22,  7 147   ,  9 383   ,  16 530   ,  7 508   ,  9 960   ,  17 468   ,  7 818   ,  10 316   ,  18 134   ,  8 206   ,  10 629   ,  18 835   ,  8 531   ,  10 608   ,  19 139   ,  8 802   ,  10 389   ,  19 191   ,  9 256   ,  10 471   ,  19 727   ,  9 944   ,  10 855   ,  20 799   ,  9 137   ,  9 739   ,  18 876   ,  9 587   ,  10 089   ,  19 676   ,  10 125   ,  10 577   ,  20 702   ,  10 521   ,  10 951   ,  21 472   ,  10 868   ,  11 319   ,  22 187   ,  11 349   ,  11 855   ,  23 204   ,  11 726   ,  12 297   ,  24 023   ,  11 978   ,  12 597   ,  24 575   
,23,  6 694   ,  8 872   ,  15 566   ,  7 063   ,  9 471   ,  16 534   ,  7 424   ,  10 055   ,  17 479   ,  7 734   ,  10 415   ,  18 149   ,  8 123   ,  10 732   ,  18 855   ,  8 449   ,  10 711   ,  19 160   ,  8 713   ,  10 482   ,  19 195   ,  9 168   ,  10 566   ,  19 734   ,  8 580   ,  9 545   ,  18 125   ,  9 079   ,  9 854   ,  18 933   ,  9 519   ,  10 199   ,  19 718   ,  10 055   ,  10 693   ,  20 748   ,  10 451   ,  11 072   ,  21 523   ,  10 797   ,  11 445   ,  22 242   ,  11 278   ,  11 987   ,  23 265   ,  11 654   ,  12 434   ,  24 088   
,24,  6 217   ,  8 272   ,  14 489   ,  6 426   ,  8 590   ,  15 016   ,  6 786   ,  9 172   ,  15 958   ,  7 137   ,  9 739   ,  16 876   ,  7 439   ,  10 090   ,  17 529   ,  7 817   ,  10 397   ,  18 214   ,  8 128   ,  10 370   ,  18 498   ,  8 387   ,  10 149   ,  18 536   ,  7 686   ,  8 914   ,  16 600   ,  8 280   ,  9 257   ,  17 537   ,  8 756   ,  9 548   ,  18 304   ,  9 181   ,  9 883   ,  19 064   ,  9 701   ,  10 363   ,  20 064   ,  10 086   ,  10 731   ,  20 817   ,  10 422   ,  11 093   ,  21 515   ,  10 889   ,  11 618   ,  22 507   
,25,  5 975   ,  8 082   ,  14 057   ,  6 055   ,  8 240   ,  14 295   ,  6 262   ,  8 559   ,  14 821   ,  6 617   ,  9 140   ,  15 757   ,  6 964   ,  9 708   ,  16 672   ,  7 263   ,  10 058   ,  17 321   ,  7 631   ,  10 358   ,  17 989   ,  7 939   ,  10 332   ,  18 271   ,  7 132   ,  8 809   ,  15 941   ,  7 524   ,  8 896   ,  16 420   ,  8 100   ,  9 230   ,  17 330   ,  8 568   ,  9 521   ,  18 089   ,  8 987   ,  9 856   ,  18 843   ,  9 500   ,  10 335   ,  19 835   ,  9 879   ,  10 704   ,  20 583   ,  10 210   ,  11 065   ,  21 275   
,26,  5 765   ,  7 973   ,  13 738   ,  5 816   ,  8 089   ,  13 905   ,  5 896   ,  8 249   ,  14 145   ,  6 101   ,  8 569   ,  14 670   ,  6 451   ,  9 153   ,  15 604   ,  6 793   ,  9 722   ,  16 515   ,  7 083   ,  10 067   ,  17 150   ,  7 447   ,  10 368   ,  17 815   ,  6 747   ,  9 011   ,  15 758   ,  6 978   ,  8 835   ,  15 813   ,  7 357   ,  8 913   ,  16 270   ,  7 923   ,  9 249   ,  17 172   ,  8 384   ,  9 542   ,  17 926   ,  8 796   ,  9 879   ,  18 675   ,  9 301   ,  10 360   ,  19 661   ,  9 674   ,  10 730   ,  20 404   
,27,  5 599   ,  7 922   ,  13 521   ,  5 588   ,  7 939   ,  13 527   ,  5 640   ,  8 056   ,  13 696   ,  5 720   ,  8 217   ,  13 937   ,  5 922   ,  8 538   ,  14 460   ,  6 267   ,  9 121   ,  15 388   ,  6 599   ,  9 682   ,  16 281   ,  6 885   ,  10 027   ,  16 912   ,  6 302   ,  9 000   ,  15 302   ,  6 573   ,  8 994   ,  15 567   ,  6 794   ,  8 809   ,  15 603   ,  7 165   ,  8 889   ,  16 054   ,  7 720   ,  9 225   ,  16 945   ,  8 172   ,  9 518   ,  17 690   ,  8 577   ,  9 855   ,  18 432   ,  9 072   ,  10 336   ,  19 408   
