SIRBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,2021,,,2022,,,2023,,,2024,,,2025,,,2026,,,2027,,,2028,,,2029,,,2030,,,2031,,,2032,,,2033,,,2034,,,2035,,
, Ages,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,
,,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble
,18,  7 279   ,  8 495   ,  15 774   ,  7 535   ,  8 364   ,  15 899   ,  7 952   ,  8 482   ,  16 434   ,  8 569   ,  8 844   ,  17 413   ,  9 079   ,  9 168   ,  18 247   ,  9 542   ,  9 536   ,  19 078   ,  10 095   ,  10 037   ,  20 132   ,  10 512   ,  10 435   ,  20 947   ,  11 191   ,  11 150   ,  22 341   ,  11 721   ,  11 734   ,  23 455   ,  12 168   ,  12 253   ,  24 421   ,  12 473   ,  12 621   ,  25 094   ,  12 866   ,  13 040   ,  25 906   ,  13 430   ,  13 581   ,  27 011   ,  14 024   ,  14 106   ,  28 130   ,  14 489   ,  14 473   ,  28 962   
,19,  6 809   ,  8 419   ,  15 228   ,  7 104   ,  8 447   ,  15 551   ,  7 354   ,  8 317   ,  15 671   ,  7 762   ,  8 434   ,  16 196   ,  8 367   ,  8 794   ,  17 161   ,  8 865   ,  9 115   ,  17 980   ,  9 309   ,  9 472   ,  18 781   ,  9 853   ,  9 970   ,  19 823   ,  10 554   ,  10 673   ,  21 227   ,  10 934   ,  11 086   ,  22 020   ,  11 472   ,  11 687   ,  23 159   ,  11 895   ,  12 188   ,  24 083   ,  12 195   ,  12 554   ,  24 749   ,  12 580   ,  12 969   ,  25 549   ,  13 133   ,  13 506   ,  26 639   ,  13 712   ,  14 025   ,  27 737   
,20,  6 326   ,  8 132   ,  14 458   ,  6 664   ,  8 422   ,  15 086   ,  6 954   ,  8 452   ,  15 406   ,  7 200   ,  8 321   ,  15 521   ,  7 602   ,  8 438   ,  16 040   ,  8 195   ,  8 797   ,  16 992   ,  8 678   ,  9 110   ,  17 788   ,  9 116   ,  9 467   ,  18 583   ,  9 926   ,  10 262   ,  20 188   ,  10 348   ,  10 678   ,  21 026   ,  10 741   ,  11 110   ,  21 851   ,  11 255   ,  11 698   ,  22 953   ,  11 672   ,  12 199   ,  23 871   ,  11 966   ,  12 563   ,  24 529   ,  12 345   ,  12 978   ,  25 323   ,  12 889   ,  13 513   ,  26 402   
,21,  5 853   ,  7 497   ,  13 350   ,  6 120   ,  7 808   ,  13 928   ,  6 450   ,  8 088   ,  14 538   ,  6 731   ,  8 115   ,  14 846   ,  6 971   ,  7 989   ,  14 960   ,  7 360   ,  8 100   ,  15 460   ,  7 931   ,  8 437   ,  16 368   ,  8 402   ,  8 739   ,  17 141   ,  9 082   ,  9 352   ,  18 434   ,  9 623   ,  9 854   ,  19 477   ,  10 051   ,  10 271   ,  20 322   ,  10 420   ,  10 674   ,  21 094   ,  10 921   ,  11 238   ,  22 159   ,  11 327   ,  11 718   ,  23 045   ,  11 613   ,  12 067   ,  23 680   ,  11 982   ,  12 463   ,  24 445   
,22,  5 397   ,  6 901   ,  12 298   ,  5 697   ,  7 365   ,  13 062   ,  5 958   ,  7 671   ,  13 629   ,  6 281   ,  7 947   ,  14 228   ,  6 557   ,  7 973   ,  14 530   ,  6 791   ,  7 848   ,  14 639   ,  7 167   ,  7 950   ,  15 117   ,  7 727   ,  8 282   ,  16 009   ,  8 423   ,  8 832   ,  17 255   ,  8 860   ,  9 186   ,  18 046   ,  9 406   ,  9 696   ,  19 102   ,  9 812   ,  10 094   ,  19 906   ,  10 176   ,  10 490   ,  20 666   ,  10 667   ,  11 044   ,  21 711   ,  11 064   ,  11 515   ,  22 579   ,  11 345   ,  11 856   ,  23 201   
,23,  4 899   ,  6 224   ,  11 123   ,  5 194   ,  6 681   ,  11 875   ,  5 483   ,  7 132   ,  12 615   ,  5 736   ,  7 427   ,  13 163   ,  6 050   ,  7 693   ,  13 743   ,  6 316   ,  7 718   ,  14 034   ,  6 539   ,  7 591   ,  14 130   ,  6 904   ,  7 689   ,  14 593   ,  7 666   ,  8 255   ,  15 921   ,  8 130   ,  8 556   ,  16 686   ,  8 569   ,  8 916   ,  17 485   ,  9 088   ,  9 401   ,  18 489   ,  9 484   ,  9 786   ,  19 270   ,  9 835   ,  10 169   ,  20 004   ,  10 313   ,  10 706   ,  21 019   ,  10 696   ,  11 160   ,  21 856   
,24,  4 703   ,  6 080   ,  10 783   ,  4 885   ,  6 348   ,  11 233   ,  5 181   ,  6 816   ,  11 997   ,  5 472   ,  7 276   ,  12 748   ,  5 728   ,  7 578   ,  13 306   ,  6 043   ,  7 849   ,  13 892   ,  6 306   ,  7 867   ,  14 173   ,  6 529   ,  7 737   ,  14 266   ,  7 099   ,  8 078   ,  15 177   ,  7 665   ,  8 422   ,  16 087   ,  8 148   ,  8 746   ,  16 894   ,  8 578   ,  9 102   ,  17 680   ,  9 100   ,  9 596   ,  18 696   ,  9 497   ,  9 990   ,  19 487   ,  9 852   ,  10 380   ,  20 232   ,  10 332   ,  10 926   ,  21 258   
,25,  4 586   ,  5 939   ,  10 525   ,  4 669   ,  6 089   ,  10 758   ,  4 849   ,  6 360   ,  11 209   ,  5 146   ,  6 828   ,  11 974   ,  5 438   ,  7 291   ,  12 729   ,  5 693   ,  7 593   ,  13 286   ,  6 003   ,  7 857   ,  13 860   ,  6 269   ,  7 877   ,  14 146   ,  6 682   ,  7 982   ,  14 664   ,  7 066   ,  8 093   ,  15 159   ,  7 647   ,  8 454   ,  16 101   ,  8 120   ,  8 768   ,  16 888   ,  8 551   ,  9 126   ,  17 677   ,  9 073   ,  9 621   ,  18 694   ,  9 471   ,  10 015   ,  19 486   ,  9 826   ,  10 404   ,  20 230   
,26,  4 528   ,  5 954   ,  10 482   ,  4 588   ,  6 075   ,  10 663   ,  4 673   ,  6 229   ,  10 902   ,  4 856   ,  6 506   ,  11 362   ,  5 156   ,  6 986   ,  12 142   ,  5 450   ,  7 458   ,  12 908   ,  5 704   ,  7 761   ,  13 465   ,  6 018   ,  8 033   ,  14 051   ,  6 468   ,  8 298   ,  14 766   ,  6 706   ,  8 168   ,  14 874   ,  7 107   ,  8 297   ,  15 404   ,  7 685   ,  8 657   ,  16 342   ,  8 163   ,  8 979   ,  17 142   ,  8 598   ,  9 345   ,  17 943   ,  9 127   ,  9 851   ,  18 978   ,  9 528   ,  10 253   ,  19 781   
,27,  4 418   ,  5 825   ,  10 243   ,  4 430   ,  5 870   ,  10 300   ,  4 490   ,  5 990   ,  10 480   ,  4 575   ,  6 142   ,  10 717   ,  4 755   ,  6 415   ,  11 170   ,  5 052   ,  6 888   ,  11 940   ,  5 339   ,  7 349   ,  12 688   ,  5 589   ,  7 649   ,  13 238   ,  6 071   ,  8 159   ,  14 230   ,  6 347   ,  8 187   ,  14 534   ,  6 595   ,  8 073   ,  14 668   ,  6 982   ,  8 190   ,  15 172   ,  7 553   ,  8 547   ,  16 100   ,  8 026   ,  8 866   ,  16 892   ,  8 455   ,  9 226   ,  17 681   ,  8 978   ,  9 726   ,  18 704   
,28,  4 505   ,  5 889   ,  10 394   ,  4 374   ,  5 774   ,  10 148   ,  4 387   ,  5 819   ,  10 206   ,  4 447   ,  5 938   ,  10 385   ,  4 531   ,  6 091   ,  10 622   ,  4 713   ,  6 363   ,  11 076   ,  5 004   ,  6 826   ,  11 830   ,  5 293   ,  7 284   ,  12 577   ,  5 704   ,  7 812   ,  13 516   ,  6 026   ,  8 094   ,  14 120   ,  6 314   ,  8 136   ,  14 450   ,  6 553   ,  8 016   ,  14 569   ,  6 940   ,  8 132   ,  15 072   ,  7 511   ,  8 486   ,  15 997   ,  7 983   ,  8 802   ,  16 785   ,  8 414   ,  9 160   ,  17 574   
,29,  4 420   ,  5 664   ,  10 084   ,  4 371   ,  5 695   ,  10 066   ,  4 244   ,  5 585   ,  9 829   ,  4 257   ,  5 629   ,  9 886   ,  4 317   ,  5 745   ,  10 062   ,  4 400   ,  5 892   ,  10 292   ,  4 574   ,  6 149   ,  10 723   ,  4 860   ,  6 599   ,  11 459   ,  5 292   ,  7 259   ,  12 551   ,  5 549   ,  7 563   ,  13 112   ,  5 876   ,  7 851   ,  13 727   ,  6 150   ,  7 883   ,  14 033   ,  6 386   ,  7 764   ,  14 150   ,  6 765   ,  7 878   ,  14 643   ,  7 324   ,  8 220   ,  15 544   ,  7 787   ,  8 526   ,  16 313   
