YAADGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2020,,,2021,,,2022,,,2023,,,2024,,,2025,,,2026,,,2027,,,2028,,,2029,,,2030,,,2031,,,2032,,,2033,,,2034,,,2035,,
, Ages,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,,Ensemble,,
,,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble,Homme ,Femme,Ensemble
,8,  27 747   ,  27 882   ,  55 629   ,  28 299   ,  28 576   ,  56 875   ,  29 045   ,  29 385   ,  58 430   ,  30 171   ,  30 463   ,  60 634   ,  31 357   ,  31 505   ,  62 862   ,  32 255   ,  32 194   ,  64 449   ,  33 079   ,  32 795   ,  65 874   ,  33 694   ,  33 223   ,  66 917   ,  33 074   ,  32 523   ,  65 597   ,  32 820   ,  32 229   ,  65 049   ,  33 214   ,  32 593   ,  65 807   ,  33 561   ,  32 911   ,  66 472   ,  33 874   ,  33 194   ,  67 068   ,  34 178   ,  33 465   ,  67 643   ,  34 487   ,  33 739   ,  68 226   ,  34 794   ,  34 010   ,  68 804   
,9,  26 770   ,  26 830   ,  53 600   ,  27 610   ,  27 841   ,  55 451   ,  28 165   ,  28 539   ,  56 704   ,  28 914   ,  29 350   ,  58 264   ,  30 043   ,  30 433   ,  60 476   ,  31 230   ,  31 477   ,  62 707   ,  32 102   ,  32 140   ,  64 242   ,  32 931   ,  32 747   ,  65 678   ,  33 065   ,  32 713   ,  65 778   ,  32 500   ,  32 051   ,  64 551   ,  32 799   ,  32 297   ,  65 096   ,  33 194   ,  32 663   ,  65 857   ,  33 544   ,  32 983   ,  66 527   ,  33 861   ,  33 268   ,  67 129   ,  34 169   ,  33 541   ,  67 710   ,  34 481   ,  33 817   ,  68 298   
,10,  27 228   ,  25 989   ,  53 217   ,  28 380   ,  27 228   ,  55 608   ,  29 277   ,  28 259   ,  57 536   ,  29 872   ,  28 971   ,  58 843   ,  30 675   ,  29 800   ,  60 475   ,  31 878   ,  30 901   ,  62 779   ,  33 114   ,  31 936   ,  65 050   ,  34 046   ,  32 615   ,  66 661   ,  34 440   ,  32 776   ,  67 216   ,  34 630   ,  32 776   ,  67 406   ,  34 616   ,  32 654   ,  67 270   ,  34 935   ,  32 906   ,  67 841   ,  35 359   ,  33 279   ,  68 638   ,  35 735   ,  33 606   ,  69 341   ,  36 077   ,  33 898   ,  69 975   ,  36 407   ,  34 179   ,  70 586   
,11,  26 515   ,  25 100   ,  51 615   ,  27 342   ,  25 956   ,  53 298   ,  28 503   ,  27 197   ,  55 700   ,  29 411   ,  28 230   ,  57 641   ,  30 016   ,  28 946   ,  58 962   ,  30 827   ,  29 776   ,  60 603   ,  32 013   ,  30 851   ,  62 864   ,  33 261   ,  31 890   ,  65 151   ,  33 736   ,  32 128   ,  65 864   ,  34 163   ,  32 312   ,  66 475   ,  34 931   ,  32 856   ,  67 787   ,  34 918   ,  32 734   ,  67 652   ,  35 243   ,  32 986   ,  68 229   ,  35 673   ,  33 361   ,  69 034   ,  36 057   ,  33 691   ,  69 748   ,  36 403   ,  33 985   ,  70 388   
,12,  24 976   ,  23 563   ,  48 539   ,  25 910   ,  24 409   ,  50 319   ,  26 724   ,  25 244   ,  51 968   ,  27 865   ,  26 454   ,  54 319   ,  28 759   ,  27 463   ,  56 222   ,  29 355   ,  28 160   ,  57 515   ,  30 127   ,  28 944   ,  59 071   ,  31 292   ,  29 994   ,  61 286   ,  32 076   ,  30 589   ,  62 665   ,  32 557   ,  30 834   ,  63 391   ,  33 525   ,  31 533   ,  65 058   ,  34 281   ,  32 064   ,  66 345   ,  34 271   ,  31 944   ,  66 215   ,  34 593   ,  32 191   ,  66 784   ,  35 020   ,  32 559   ,  67 579   ,  35 399   ,  32 881   ,  68 280   
,13,  23 053   ,  21 658   ,  44 711   ,  24 296   ,  22 716   ,  47 012   ,  25 210   ,  23 534   ,  48 744   ,  26 007   ,  24 342   ,  50 349   ,  27 125   ,  25 512   ,  52 637   ,  28 000   ,  26 486   ,  54 486   ,  28 559   ,  27 137   ,  55 696   ,  29 315   ,  27 897   ,  57 212   ,  30 054   ,  28 524   ,  58 578   ,  30 825   ,  29 100   ,  59 925   ,  31 814   ,  29 828   ,  61 642   ,  32 762   ,  30 504   ,  63 266   ,  33 504   ,  31 017   ,  64 521   ,  33 498   ,  30 902   ,  64 400   ,  33 817   ,  31 142   ,  64 959   ,  34 237   ,  31 497   ,  65 734   
,14,  21 734   ,  20 638   ,  42 372   ,  22 736   ,  21 369   ,  44 105   ,  23 967   ,  22 414   ,  46 381   ,  24 874   ,  23 223   ,  48 097   ,  25 667   ,  24 022   ,  49 689   ,  26 774   ,  25 177   ,  51 951   ,  27 617   ,  26 117   ,  53 734   ,  28 175   ,  26 762   ,  54 937   ,  28 545   ,  27 152   ,  55 697   ,  29 269   ,  27 770   ,  57 039   ,  30 526   ,  28 810   ,  59 336   ,  31 508   ,  29 529   ,  61 037   ,  32 450   ,  30 198   ,  62 648   ,  33 188   ,  30 704   ,  63 892   ,  33 185   ,  30 591   ,  63 776   ,  33 503   ,  30 827   ,  64 330   
,15,  20 176   ,  20 051   ,  40 227   ,  21 279   ,  20 688   ,  41 967   ,  22 266   ,  21 422   ,  43 688   ,  23 478   ,  22 471   ,  45 949   ,  24 373   ,  23 285   ,  47 658   ,  25 155   ,  24 086   ,  49 241   ,  26 222   ,  25 223   ,  51 445   ,  27 055   ,  26 167   ,  53 222   ,  27 254   ,  26 482   ,  53 736   ,  27 617   ,  26 867   ,  54 484   ,  28 798   ,  27 944   ,  56 742   ,  30 038   ,  28 989   ,  59 027   ,  31 009   ,  29 712   ,  60 721   ,  31 940   ,  30 383   ,  62 323   ,  32 671   ,  30 893   ,  63 564   ,  32 670   ,  30 777   ,  63 447   
,16,  18 172   ,  18 813   ,  36 985   ,  19 494   ,  19 524   ,  39 018   ,  20 564   ,  20 145   ,  40 709   ,  21 524   ,  20 862   ,  42 386   ,  22 702   ,  21 886   ,  44 588   ,  23 572   ,  22 678   ,  46 250   ,  24 311   ,  23 439   ,  47 750   ,  25 348   ,  24 549   ,  49 897   ,  25 824   ,  25 151   ,  50 975   ,  26 007   ,  25 433   ,  51 440   ,  26 801   ,  26 240   ,  53 041   ,  27 949   ,  27 290   ,  55 239   ,  29 157   ,  28 309   ,  57 466   ,  30 103   ,  29 014   ,  59 117   ,  31 011   ,  29 669   ,  60 680   ,  31 724   ,  30 166   ,  61 890   
,17,  17 022   ,  18 750   ,  35 772   ,  17 887   ,  18 922   ,  36 809   ,  19 193   ,  19 639   ,  38 832   ,  20 252   ,  20 266   ,  40 518   ,  21 203   ,  20 989   ,  42 192   ,  22 368   ,  22 020   ,  44 388   ,  23 209   ,  22 799   ,  46 008   ,  23 942   ,  23 568   ,  47 510   ,  24 649   ,  24 380   ,  49 029   ,  25 104   ,  24 961   ,  50 065   ,  25 711   ,  25 670   ,  51 381   ,  26 498   ,  26 482   ,  52 980   ,  27 637   ,  27 541   ,  55 178   ,  28 835   ,  28 569   ,  57 404   ,  29 774   ,  29 281   ,  59 055   ,  30 675   ,  29 941   ,  60 616   
