"indicateur","région","produits","Unit","Date","Value"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2024M8","363.904"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2024M9","420.693"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2024M10","401.659"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2024M11","408.326"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2024M12","344.775156492405"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2025M1","320.351"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2025M2","361.667706119869"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2025M3","337.84455540802"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2025M4","356.601780479776"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2025M5","353.907560035948"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2025M6","328.499482379539"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2025M7","294.576865046815"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2025M8","312.175738086071"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)","FCFA/kg","2025M9","294.680795757728"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2024M1","30000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2024M2","31250"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2024M3","33250"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2024M4","33750"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2024M5","35250"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2024M6","36000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2024M7","36100"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2024M8","36250"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2024M9","39500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2024M10","39750"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2024M11","42500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2024M12","36986.4840178138"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2025M1","35000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2025M2","36986.4840178138"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2025M3","36742.3461417476"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2025M4","36742.3461417476"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2025M5","36228.4418654735"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2025M6","35986.108430893"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2025M7","30000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2025M8","30000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Mil (petit mil)1","FCFA/Sac de 100 kg","2025M9","30000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2024M1","13750"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2024M2","14875"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2024M3","14500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2024M4","14250"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2024M5","13750"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2024M6","13750"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2024M7","14500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2024M8","15500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2024M9","14500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2024M10","14500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2024M11","14500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2024M12","14491.3767461894"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2025M1","14500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2025M2","14491.3767461894"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2025M3","14491.3767461894"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2025M4","14491.3767461894"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2025M5","14491.3767461894"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2025M6","14247.8068487749"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2025M7","13747.7270848675"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2025M8","13747.7270848675"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz brisé local ou importé","FCFA/Sac de 25 kg","2025M9","13747.7270848675"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2024M1","450"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2024M2","525"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2024M3","475"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2024M4","550"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2024M5","550"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2024M6","550"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2024M7","600"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2024M8","575"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2024M9","550"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2024M10","550"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2024M11","575"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2024M12","574.456264653803"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2025M1","575"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2025M2","574.456264653803"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2025M3","574.456264653803"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2025M4","574.456264653803"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2025M5","549.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2025M6","499.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2025M7","499.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2025M8","499.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz importé","FCFA/kg","2025M9","499.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2024M1","1000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2024M2","1000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2024M3","1000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2024M4","950"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2024M5","1000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2024M6","1000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2024M7","1000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2024M8","1000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2024M9","1000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2024M10","1000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2024M11","1000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2024M12","999.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2025M1","1000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2025M2","999.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2025M3","999.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2025M4","999.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2025M5","999.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2025M6","999.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2025M7","999.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2025M8","999.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sucre importé en morceau blanc/blond","FCFA/kg","2025M9","999.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2024M1","26916.7"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2024M2","28250"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2024M3","29500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2024M4","28000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2024M5","29250"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2024M6","31250"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2024M7","31250"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2024M8","31250"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2024M9","32500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2024M10","32500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2024M11","32500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2024M12","30983.8667696593"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2025M1","28500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2025M2","28000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2025M3","28495.61369755"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2025M4","28000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2025M5","28000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2025M6","28000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2025M7","27495.454169735"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2025M8","25999.9999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Sorgho blanc1","FCFA/Sac de 100 kg","2025M9","25999.9999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2024M1","10665.4"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2024M2","11332"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2024M3","11250"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2024M4","15000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2024M5","15000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2024M6","15000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2024M7","15875.7"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2024M8","15500"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2024M9","16000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2024M10","16000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2024M11","16000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2024M12","16000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2025M1","16000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2025M2","16000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2025M3","16000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2025M4","12999.9999999999"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2025M5","16000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2025M6","14829.1835559149"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2025M7","16000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2025M8","16000"
"Prix moyens mensuels de quelques produits par région","Centre Ouest","Riz local blanc longs grains","FCFA/Sac de 25 kg","2025M9","15000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2024M1","358.775"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2024M2","436.638"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2024M3","453.431"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2024M4","225.833"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2024M5","335.739"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2024M6","1186.05"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2024M7","2178.24"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2024M8","300.485"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2024M9","67.9669"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2024M10","171.149"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2024M11","164.034200310336"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2024M12","303.689271707475"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2025M1","525.866305327334"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2025M2","303.786432820036"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2025M3","490.641907703557"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2025M4","664.824499676302"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2025M5","1258.23031984245"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2025M6","601.495405551011"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2025M7","840.016287078355"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2025M8","513.037779484634"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Aubergine locale 'koumba'","FCFA/kg","2025M9","175.256490476563"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2024M1","550"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2024M2","550"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2024M3","550"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2024M4","550"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2024M5","550"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2024M6","534.032"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2024M7","586.777"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2024M8","596.59"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2024M9","640.939"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2024M10","600"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2024M11","600"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2024M12","651.520196608309"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2025M1","886.165683177769"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2025M2","600"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2025M3","549.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2025M4","549.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2025M5","549.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2025M6","499.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2025M7","499.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2025M8","499.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Farine de blé","FCFA/kg","2025M9","499.999999999999"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2024M1","515.101"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2024M2","489.377"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2024M3","402.361"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2024M4","472.822"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2024M5","531.119"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2024M6","555.769"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2024M7","560.619"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2024M8","678.117"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2024M9","711.701"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2024M10","598.86"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2024M11","497.583055171084"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2024M12","609.756210915427"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2025M1","685.717256878228"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2025M2","612.710949889285"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2025M3","661.817438488637"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2025M4","635.295281714681"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2025M5","464.927850939625"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2025M6","634.686994562967"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2025M7","633.155175165643"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2025M8","726.106527596474"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Haricot local blanc","FCFA/kg","2025M9","504.479192821273"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2024M1","30000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2024M2","30000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2024M3","32000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2024M4","30000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2024M5","32000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2024M6","30000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2024M7","32000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2024M8","34000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2024M9","36000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2024M10","32000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2024M11","30000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2024M12","32000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2025M1","32000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2025M2","32000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2025M3","32000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2025M4","32000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2025M5","32000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2025M6","32000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2025M7","32000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2025M8","30000"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc1","FCFA/Sac de 100 kg","2025M9","23999.9999999999"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc","FCFA/kg","2024M1","264.287"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc","FCFA/kg","2024M2","253.41"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc","FCFA/kg","2024M3","267.788"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc","FCFA/kg","2024M4","275.235"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc","FCFA/kg","2024M5","283.216"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc","FCFA/kg","2024M6","271.249"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc","FCFA/kg","2024M7","283.222"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc","FCFA/kg","2024M8","294.024"
"Prix moyens mensuels de quelques produits par région","Centre Sud","Maïs blanc","FCFA/kg","2024M9","308.643"
