"indicateur","région","produits","Unit","Date","Value"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Chou vert","FCFA/kg","2024M9","534.188"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Chou vert","FCFA/kg","2024M11","358.672939576226"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Chou vert","FCFA/kg","2024M12","254.051"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Chou vert","FCFA/kg","2025M1","333.34138339644"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Chou vert","FCFA/kg","2025M2","173.805029359086"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Chou vert","FCFA/kg","2025M3","215.979912346283"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Chou vert","FCFA/kg","2025M4","299.193417297381"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Chou vert","FCFA/kg","2025M5","581.56186591576"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Chou vert","FCFA/kg","2025M6","521.231648590678"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Chou vert","FCFA/kg","2025M7","531.265938217225"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Chou vert","FCFA/kg","2025M8","515.348873496471"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Chou vert","FCFA/kg","2025M9","335.652329244408"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2024M1","649.209"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2024M2","663.206"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2024M3","610.465"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2024M4","1053.96"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2024M5","86.2429"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2024M6","86.2429"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2024M7","952.052"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2024M8","172.936"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2024M9","106.733"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2024M11","413.93504319942"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2024M12","600.764"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2025M1","396.474679969489"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2025M2","183.849443856266"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2025M3","93.2425748977108"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2025M4","136.697247702958"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2025M5","166.708758047882"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2025M6","288.226462382394"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2025M7","287.903775462901"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2025M8","163.836518027438"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles fraîches d'oseille","FCFA/kg","2025M9","147.610634248985"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2024M1","1175.21"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2024M2","1219.41"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2024M3","1111.11"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2024M4","2768.45"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2024M5","716.145"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2024M6","716.145"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2024M7","1464.22"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2024M8","1336.44"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2024M9","1422.59"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2024M11","1197.32410153044"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2024M12","1213.1"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2025M1","1540.61882999705"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2025M2","832.593578785984"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2025M3","650.837404055095"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2025M4","821.421146620325"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2025M5","770.948794159467"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2025M6","809.687844539109"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2025M7","865.700519313199"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2025M8","796.301505554501"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Feuilles séchées de baobab","FCFA/kg","2025M9","788.959650229392"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2024M1","4637.73"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2024M2","4609.76"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2024M3","5416.67"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2024M4","5801.99"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2024M5","1748.09"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2024M6","1748.09"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2024M7","2489.22"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2024M8","2543.35"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2024M9","3598.01"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2024M11","2272.72727272729"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2024M12","1679.84"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2025M1","1110.26326086628"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2025M2","2470.07120579568"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2025M3","1340.14066854727"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2025M4","1663.52026384533"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2025M5","2479.50727502148"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2025M6","1519.23445797126"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2025M7","1944.95385124267"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2025M8","1794.62447176263"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Gombo sec","FCFA/kg","2025M9","1982.44480252738"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2024M1","950"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2024M2","950"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2024M3","950"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2024M4","750"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2024M5","1125"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2024M6","1101.06"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2024M7","1150"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2024M8","1200"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2024M9","1200"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2024M11","1199.99999999999"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2024M12","1200"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2025M1","1199.99999999999"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2025M2","1199.99999999999"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2025M3","1199.99999999999"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2025M4","1341.64078649987"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2025M5","1341.64078649987"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2025M6","1095.44511501033"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2025M7","1199.99999999999"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2025M8","1199.99999999999"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Huile d'arachide","FCFA/litre","2025M9","999.999999999999"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2024M1","970.282"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2024M2","576.489"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2024M3","605.769"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2024M4","420.749"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2024M5","216.805"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2024M6","216.805"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2024M7","721.864"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2024M8","634.441"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2024M9","628.253"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2024M11","1457.26394007893"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2024M12","1353.63"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2025M1","1053.91800317514"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2025M2","352.58235348355"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2025M3","377.121024012882"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2025M4","288.338536220606"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2025M5","451.859024853142"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2025M6","545.557612726968"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2025M7","647.031920903391"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2025M8","648.442415679214"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Oignon frais rond","FCFA/kg","2025M9","696.960153469259"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2024M1","584.213"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2024M2","473.227"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2024M3","509.603"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2024M4","771.02"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2024M5","2708.28"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2024M6","2708.28"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2024M7","966.508"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2024M8","903.93"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2024M9","1313.31"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2024M11","880.090890304224"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2024M12","917.388"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2025M1","692.418508240979"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2025M2","816.496580927727"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2025M3","941.554471443366"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2025M4","1165.73522001371"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2025M5","961.884467782354"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2025M6","859.803895943947"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2025M7","1350.84758101154"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2025M8","920.123655422072"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Pâte d'arachide","FCFA/kg","2025M9","1168.07075511651"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2024M1","3906.23"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2024M2","4180.44"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2024M3","4687.5"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2024M4","2388.19"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2024M5","1365.05"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2024M6","1365.05"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2024M7","5106.6"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2024M8","2604.17"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2024M9","1644.03"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2024M11","2551.55181539912"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2024M12","2934.5"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2025M1","2635.23138347361"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2025M2","2387.65257704755"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2025M3","4166.66666666669"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2025M4","4295.75060078357"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2025M5","3971.10664623985"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2025M6","3454.30941455214"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2025M7","3273.52298070056"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2025M8","3498.78399197987"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Soumbala sec","FCFA/kg","2025M9","3213.39870377492"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2024M1","1442.83"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2024M2","1442.83"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2024M3","1470.59"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2024M4","2900.99"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2024M5","3590.72"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2024M6","3590.72"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2024M7","25000"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2024M8","8560.78"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2024M9","2146.95"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2024M11","5555.5555555556"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2024M12","5555.56"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2025M1","4166.66666666669"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2025M2","2889.00530979432"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2025M3","1666.6666666667"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2025M4","3846.1538461538"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2025M5","2488.16565278419"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2025M6","3008.60917663017"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2025M7","2777.77777777779"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2025M8","3853.7700122738"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Voaga sec","FCFA/kg","2025M9","2900.99302100798"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2024M1","343.435"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2024M2","778.097"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2024M3","708.333"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2024M4","833.005"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2024M5","225.449"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2024M6","225.449"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2024M7","724.749"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2024M8","599.53"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2024M9","376.28"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2024M11","837.995353151854"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2024M12","642.212"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2025M1","317.873270758283"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2025M2","139.128911114328"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2025M3","202.112859173129"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2025M4","259.965148573717"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2025M5","839.286442225525"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2025M6","822.706774665404"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2025M7","1073.39593279161"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2025M8","804.230466881608"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Tomates rondes","FCFA/kg","2025M9","534.752521464978"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Bois de chauffe arbre de brousse","FCFA/kg","2024M1","71.2607"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Bois de chauffe arbre de brousse","FCFA/kg","2024M2","43.1563"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Bois de chauffe arbre de brousse","FCFA/kg","2024M3","81.5219"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Bois de chauffe arbre de brousse","FCFA/kg","2024M4","97.1626"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Bois de chauffe arbre de brousse","FCFA/kg","2024M5","14.9535"
"Prix moyens mensuels de quelques produits par région","Boucle du Mouhoun","Bois de chauffe arbre de brousse","FCFA/kg","2024M6","9.44303"
