"indicateur","région","produits","Unit","Date","Value"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2016M10","1963"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2016M11","2009"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2016M12","2062"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2017M1","2067"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2017M2","2022"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2017M3","2147"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2017M4","1994"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2017M5","1778"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2017M6","1771"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2017M7","2091"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2017M8","2580"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2017M9","2450"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2017M10","2381"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2017M11","2066"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2017M12","1948.08801671688"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2018M1","2098.59396372152"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2018M2","2426"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2018M3","2335"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2018M4","2418"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2018M5","2847"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2018M6","2891"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2018M7","2735"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2018M8","3100"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2018M9","3860"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2018M10","2959"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2018M11","2256"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2018M12","2183"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2019M1","2859"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2019M2","2467"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2019M3","2252"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2019M4","2278"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2019M5","2808"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2019M6","2744"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2019M7","2013"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2019M8","2042"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2019M9","2474"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2019M10","2219"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2019M11","2554"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2019M12","2359"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2020M1","2041"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2020M2","2041"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2020M3","2041"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2020M4","2000"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2020M5","1786"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2020M6","2005"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2020M7","2367"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2020M8","1996"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2020M9","2353"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2020M10","2466"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2020M11","2473"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2020M12","2579"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2021M1","2447"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2021M2","2954"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2021M3","2331"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2021M4","2743"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2021M5","2638"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2021M6","2692"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2021M7","2233"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2021M8","2490"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2021M9","2424"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2021M10","2531"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2021M11","2731"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2021M12","2590"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2022M1","2732"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2022M2","2502"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2022M3","2577"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2022M4","2726"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2022M5","3077"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2022M6","2873"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2022M7","3113"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2022M8","3225"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2022M9","3147"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2022M10","3175"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2022M11","3345"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2022M12","3596"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2023M1","3130"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2023M2","3255"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2023M3","3584"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2023M4","3168"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2023M5","3248"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2023M6","3169"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2023M7","3417"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2023M8","3394"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2023M9","3461"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2023M10","3617"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2023M11","3726"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2023M12","3746"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2024M1","3628"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2024M2","3477"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2024M3","3486"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2024M4","3339"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2024M5","3743"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2024M6","3898"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2024M7","3984"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2024M8","4170"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2024M9","3945"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2024M10","3813"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2024M11","3848"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2024M12","4192"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2025M1","3937.68"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2025M2","3797.16686140947"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2025M3","3901.34209040164"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2025M4","3989.39284006069"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2025M5","3951.33425172249"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2025M6","3875.31392599229"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2025M7","3617.07537868606"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2025M8","3585.86905802922"
"Prix moyens mensuels de quelques produits par région","Centre","Voaga sec","FCFA/kg","2025M9","3588.33852643954"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2016M1","170.877144340259"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2016M2","220.124134519606"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2016M3","199.517979409777"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2016M4","452.682322642702"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2016M5","693.422782774955"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2016M6","1012.72671014258"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2016M7","411.659672383339"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2016M8","434.146786887983"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2016M9","469.058975886672"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2016M10","372"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2016M11","297"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2016M12","252"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2017M1","316"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2017M2","306"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2017M3","363"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2017M4","474"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2017M5","662"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2017M6","755"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2017M7","518"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2017M8","289"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2017M9","347"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2017M10","395"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2017M11","360"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2017M12","288.275288689818"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2018M1","281.255446500159"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2018M2","268"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2018M3","376"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2018M4","417"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2018M5","744"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2018M6","736"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2018M7","405"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2018M8","321"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2018M9","405"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2018M10","594"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2018M11","350"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2018M12","272"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2019M1","230"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2019M2","272"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2019M3","321"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2019M4","585"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2019M5","798"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2019M6","567"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2019M7","444"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2019M8","355"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2019M9","378"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2019M10","516"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2019M11","505"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2019M12","270"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2020M1","359"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2020M2","359"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2020M3","359"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2020M4","376"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2020M5","335"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2020M6","725"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2020M7","693"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2020M8","698"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2020M9","443"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2020M10","363"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2020M11","456"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2020M12","366"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2021M1","232"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2021M2","216"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2021M3","445"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2021M4","425"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2021M5","428"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2021M6","1118"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2021M7","767"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2021M8","488"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2021M9","348"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2021M10","471"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2021M11","479"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2021M12","646"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2022M1","467"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2022M2","527"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2022M3","427"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2022M4","488"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2022M5","629"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2022M6","771"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2022M7","770"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2022M8","589"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2022M9","501"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2022M10","526"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2022M11","596"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2022M12","474"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2023M1","353"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2023M2","377"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2023M3","431"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2023M4","652"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2023M5","742"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2023M6","1205"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2023M7","828"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2023M8","750"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2023M9","621"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2023M10","565"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2023M11","639"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2023M12","614"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2024M1","466"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2024M2","427"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2024M3","471"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2024M4","591"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2024M5","1108"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2024M6","2014"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2024M7","1200"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2024M8","726"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2024M9","335"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2024M10","353"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2024M11","480"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2024M12","540"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2025M1","387.017"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2025M2","302.832985897524"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2025M3","342.876603590688"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2025M4","621.864474307329"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2025M5","886.213311419424"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2025M6","1130.8929185336"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2025M7","965.304520329355"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2025M8","673.606046654367"
"Prix moyens mensuels de quelques produits par région","Centre","Tomates rondes","FCFA/kg","2025M9","568.829796981233"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2016M1","97.0917708919683"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2016M2","101.702665381748"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2016M3","103.806742050548"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2016M4","104.624614766435"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2016M5","100.308574176818"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2016M6","101.123534647345"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2016M7","99.7816693392243"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2016M8","93.0890649447555"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2016M9","98.8027485888257"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2016M10","101"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2016M11","100"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2016M12","100"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2017M1","100"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2017M2","100"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2017M3","100"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2017M4","100"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2017M5","100"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2017M6","100"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2017M7","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2017M8","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2017M9","100"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2017M10","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2017M11","100"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2017M12","99.0103759639146"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2018M1","98.9479958279513"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2018M2","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2018M3","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2018M4","96"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2018M5","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2018M6","76"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2018M7","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2018M8","108"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2018M9","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2018M10","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2018M11","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2018M12","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2019M1","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2019M2","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2019M3","100"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2019M4","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2019M5","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2019M6","94"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2019M7","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2019M8","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2019M9","107"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2019M10","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2019M11","99"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2019M12","98"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2020M1","98"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2020M2","98"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2020M3","98"
"Prix moyens mensuels de quelques produits par région","Centre","Bois de chauffe arbre de brousse","FCFA/kg","2020M4","80"
