date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2018-02-15,SAHEL,SOUM,Djibo,132,14.1,-1.63,cereals and tubers,Millet,73,KG,actual,Retail,XOF,232,0.44
2018-02-15,SAHEL,SOUM,Djibo,132,14.1,-1.63,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,374,0.71
2018-02-15,SAHEL,SÉNO,Dori,133,14.03,-0.03,cereals and tubers,Millet,73,100 KG,actual,Wholesale,XOF,26000,49.2
2018-02-15,SAHEL,SÉNO,Dori,133,14.03,-0.03,cereals and tubers,Millet,73,KG,actual,Retail,XOF,285,0.54
2018-02-15,SAHEL,SÉNO,Dori,133,14.03,-0.03,cereals and tubers,Sorghum (local),511,100 KG,actual,Wholesale,XOF,22000,41.63
2018-02-15,SAHEL,SÉNO,Dori,133,14.03,-0.03,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,389,0.74
2018-02-15,SAHEL,SÉNO,Seytenga,3394,13.97,0.31,cereals and tubers,Millet,73,KG,actual,Retail,XOF,214,0.4
2018-02-15,SAHEL,SÉNO,Seytenga,3394,13.97,0.31,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,181,0.34
2018-02-15,SAHEL,SÉNO,Seytenga,3394,13.97,0.31,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,448,0.85
2018-02-15,SAHEL,YAGHA,Sebba,3393,13.44,0.55,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,400,0.76
2018-02-15,SAHEL,YAGHA,Sebba,3393,13.44,0.55,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,205,0.39
2018-02-15,SAHEL,YAGHA,Sebba,3393,13.44,0.55,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,411,0.78
2018-02-15,SAHEL,YAGHA,Sebba,3393,13.44,0.55,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,342,0.65
2018-02-15,SUD-OUEST,BOUGOURIBA,Diebougou,131,10.97,-3.25,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,149,0.28
2018-02-15,SUD-OUEST,BOUGOURIBA,Diebougou,131,10.97,-3.25,cereals and tubers,Millet,73,KG,actual,Retail,XOF,266,0.5
2018-02-15,SUD-OUEST,BOUGOURIBA,Diebougou,131,10.97,-3.25,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,206,0.39
2018-02-15,SUD-OUEST,IOBA,Dano,3366,11.15,-3.06,cereals and tubers,Millet,73,KG,actual,Retail,XOF,227,0.43
2018-02-15,SUD-OUEST,IOBA,Dano,3366,11.15,-3.06,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,350,0.66
2018-02-15,SUD-OUEST,IOBA,Dano,3366,11.15,-3.06,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,372,0.7
2018-02-15,SUD-OUEST,IOBA,Hamélé,3378,11.01,-2.75,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,400,0.76
2018-02-15,SUD-OUEST,IOBA,Hamélé,3378,11.01,-2.75,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,192,0.36
2018-02-15,SUD-OUEST,IOBA,Hamélé,3378,11.01,-2.75,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,393,0.74
2018-02-15,SUD-OUEST,NOUMBIEL,Batié,3362,9.88,-2.92,cereals and tubers,Millet,73,KG,actual,Retail,XOF,203,0.38
2018-02-15,SUD-OUEST,NOUMBIEL,Batié,3362,9.88,-2.92,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,352,0.67
2018-02-15,SUD-OUEST,NOUMBIEL,Batié,3362,9.88,-2.92,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,587,1.11
2018-02-15,SUD-OUEST,NOUMBIEL,Batié,3362,9.88,-2.92,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,273,0.52
2018-02-15,SUD-OUEST,PONI,Gaoua,3373,10.33,-3.18,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,162,0.31
2018-02-15,SUD-OUEST,PONI,Gaoua,3373,10.33,-3.18,cereals and tubers,Millet,73,KG,actual,Retail,XOF,311,0.59
2018-02-15,SUD-OUEST,PONI,Gaoua,3373,10.33,-3.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,462,0.87
2018-02-15,SUD-OUEST,PONI,Gaoua,3373,10.33,-3.18,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,313,0.59
2018-02-15,SUD-OUEST,PONI,Gaoua,3373,10.33,-3.18,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,210,0.4
2018-02-15,SUD-OUEST,PONI,Gaoua,3373,10.33,-3.18,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,388,0.73
2018-02-15,SUD-OUEST,PONI,Gaoua,3373,10.33,-3.18,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,255,0.48
2018-03-15,BOUCLE DU MOUHOUN,BALÉ,Boromo,3364,11.75,-2.93,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,168,0.32
2018-03-15,BOUCLE DU MOUHOUN,BALÉ,Boromo,3364,11.75,-2.93,cereals and tubers,Millet,73,KG,actual,Retail,XOF,224,0.43
2018-03-15,BOUCLE DU MOUHOUN,BALÉ,Boromo,3364,11.75,-2.93,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,313,0.59
2018-03-15,BOUCLE DU MOUHOUN,BALÉ,Boromo,3364,11.75,-2.93,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,405,0.77
2018-03-15,BOUCLE DU MOUHOUN,BALÉ,Fara,3370,11.53,-2.77,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,141,0.27
2018-03-15,BOUCLE DU MOUHOUN,BALÉ,Fara,3370,11.53,-2.77,cereals and tubers,Millet,73,KG,actual,Retail,XOF,203,0.39
2018-03-15,BOUCLE DU MOUHOUN,BANWA,Solenzo,3395,12.18,-4.08,cereals and tubers,Millet,73,KG,actual,Retail,XOF,183,0.35
2018-03-15,BOUCLE DU MOUHOUN,BANWA,Solenzo,3395,12.18,-4.08,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,314,0.6
2018-03-15,BOUCLE DU MOUHOUN,BANWA,Solenzo,3395,12.18,-4.08,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,156,0.3
2018-03-15,BOUCLE DU MOUHOUN,BANWA,Solenzo,3395,12.18,-4.08,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,321,0.61
2018-03-15,BOUCLE DU MOUHOUN,BANWA,Solenzo,3395,12.18,-4.08,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,402,0.76
2018-03-15,BOUCLE DU MOUHOUN,BANWA,Solenzo,3395,12.18,-4.08,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,215,0.41
2018-03-15,BOUCLE DU MOUHOUN,KOSSI,Djibasso,3368,13.12,-4.16,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,412,0.78
2018-03-15,BOUCLE DU MOUHOUN,KOSSI,Djibasso,3368,13.12,-4.16,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,286,0.54
2018-03-15,BOUCLE DU MOUHOUN,KOSSI,Djibasso,3368,13.12,-4.16,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,370,0.7
2018-03-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,175,0.33
2018-03-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Millet,73,100 KG,actual,Wholesale,XOF,22000,41.77
2018-03-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Millet,73,KG,actual,Retail,XOF,196,0.37
2018-03-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Rice (imported),64,100 KG,actual,Wholesale,XOF,40000,75.94
2018-03-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,299,0.57
2018-03-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Sorghum (local),511,100 KG,actual,Wholesale,XOF,18000,34.17
2018-03-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,506,0.96
2018-03-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,282,0.54
2018-03-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,159,0.3
2018-03-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,cereals and tubers,Millet,73,KG,actual,Retail,XOF,211,0.4
2018-03-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,cereals and tubers,Sorghum (local),511,100 KG,actual,Wholesale,XOF,17500,33.22
2018-03-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,227,0.43
2018-03-15,BOUCLE DU MOUHOUN,NAYALA,Gassan,3374,12.82,-3.2,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,164,0.31
2018-03-15,BOUCLE DU MOUHOUN,NAYALA,Gassan,3374,12.82,-3.2,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,400,0.76
2018-03-15,BOUCLE DU MOUHOUN,NAYALA,Gassan,3374,12.82,-3.2,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,310,0.59
2018-03-15,BOUCLE DU MOUHOUN,NAYALA,Gassan,3374,12.82,-3.2,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,164,0.31
2018-03-15,BOUCLE DU MOUHOUN,NAYALA,Gassan,3374,12.82,-3.2,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,313,0.59
2018-03-15,BOUCLE DU MOUHOUN,NAYALA,Gassan,3374,12.82,-3.2,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,145,0.28
2018-03-15,BOUCLE DU MOUHOUN,NAYALA,Toma,3398,12.76,-2.9,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,183,0.35
2018-03-15,BOUCLE DU MOUHOUN,NAYALA,Toma,3398,12.76,-2.9,cereals and tubers,Millet,73,KG,actual,Retail,XOF,199,0.38
2018-03-15,BOUCLE DU MOUHOUN,NAYALA,Toma,3398,12.76,-2.9,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,166,0.32
2018-03-15,BOUCLE DU MOUHOUN,NAYALA,Toma,3398,12.76,-2.9,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,223,0.42
2018-03-15,BOUCLE DU MOUHOUN,SOUROU,Tougan,141,13.07,-3.07,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,181,0.34
2018-03-15,BOUCLE DU MOUHOUN,SOUROU,Tougan,141,13.07,-3.07,cereals and tubers,Millet,73,KG,actual,Retail,XOF,230,0.44
2018-03-15,BOUCLE DU MOUHOUN,SOUROU,Tougan,141,13.07,-3.07,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,190,0.36
2018-03-15,BOUCLE DU MOUHOUN,SOUROU,Tougan,141,13.07,-3.07,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,391,0.74
2018-03-15,CASCADES,COMOÉ,Banfora,129,10.63,-4.77,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,151,0.29
2018-03-15,CASCADES,COMOÉ,Banfora,129,10.63,-4.77,cereals and tubers,Millet,73,KG,actual,Retail,XOF,256,0.49
2018-03-15,CASCADES,COMOÉ,Banfora,129,10.63,-4.77,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,200,0.38
2018-03-15,CASCADES,COMOÉ,Banfora,129,10.63,-4.77,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,382,0.73
2018-03-15,CASCADES,COMOÉ,Banfora,129,10.63,-4.77,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,398,0.76
2018-03-15,CASCADES,LÉRABA,Douna,3369,10.61,-5.11,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,142,0.27
2018-03-15,CASCADES,LÉRABA,Douna,3369,10.61,-5.11,cereals and tubers,Millet,73,KG,actual,Retail,XOF,250,0.47
2018-03-15,CASCADES,LÉRABA,Douna,3369,10.61,-5.11,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,225,0.43
2018-03-15,CASCADES,LÉRABA,Douna,3369,10.61,-5.11,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,500,0.95
2018-03-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,204,0.39
2018-03-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,cereals and tubers,Millet,73,KG,actual,Retail,XOF,283,0.54
2018-03-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,227,0.43
2018-03-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,430,0.82
2018-03-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,458,0.87
2018-03-15,CENTRE,KADIOGO,Ouagadougo (Sankaryare),139,12.36,-1.53,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,177,0.34
2018-03-15,CENTRE,KADIOGO,Ouagadougo (Sankaryare),139,12.36,-1.53,cereals and tubers,Millet,73,KG,actual,Retail,XOF,259,0.49
2018-03-15,CENTRE,KADIOGO,Ouagadougo (Sankaryare),139,12.36,-1.53,cereals and tubers,Rice (imported),64,100 KG,actual,Wholesale,XOF,35000,66.45
2018-03-15,CENTRE,KADIOGO,Ouagadougo (Sankaryare),139,12.36,-1.53,cereals and tubers,Sorghum (local),511,100 KG,actual,Wholesale,XOF,19500,37.02
2018-03-15,CENTRE,KADIOGO,Ouagadougo (Sankaryare),139,12.36,-1.53,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,227,0.43
2018-03-15,CENTRE,KADIOGO,Ouagadougo (Sankaryare),139,12.36,-1.53,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,427,0.81
2018-03-15,CENTRE-EST,BOULGOU,Tenkodogo,140,11.78,-0.37,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,156,0.3
2018-03-15,CENTRE-EST,BOULGOU,Tenkodogo,140,11.78,-0.37,cereals and tubers,Millet,73,KG,actual,Retail,XOF,227,0.43
2018-03-15,CENTRE-EST,BOULGOU,Tenkodogo,140,11.78,-0.37,cereals and tubers,Sorghum (local),511,100 KG,actual,Wholesale,XOF,20000,37.97
2018-03-15,CENTRE-EST,BOULGOU,Tenkodogo,140,11.78,-0.37,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,193,0.37
2018-03-15,CENTRE-EST,BOULGOU,Zabré,3401,11.18,-0.63,cereals and tubers,Millet,73,KG,actual,Retail,XOF,204,0.39
2018-03-15,CENTRE-EST,BOULGOU,Zabré,3401,11.18,-0.63,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,357,0.68
2018-03-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,153,0.29
2018-03-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,cereals and tubers,Millet,73,KG,actual,Retail,XOF,239,0.45
2018-03-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,460,0.87
2018-03-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,369,0.7
2018-03-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,425,0.81
2018-03-15,CENTRE-EST,KOURITTENGA,Koupela,3382,12.18,-0.35,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,296,0.56
2018-03-15,CENTRE-EST,KOURITTENGA,Pouytenga,1802,12.22,-0.45,cereals and tubers,Millet,73,KG,actual,Retail,XOF,241,0.46
2018-03-15,CENTRE-EST,KOURITTENGA,Pouytenga,1802,12.22,-0.45,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,151,0.29
2018-03-15,CENTRE-EST,KOURITTENGA,Pouytenga,1802,12.22,-0.45,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,327,0.62
2018-03-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,194,0.37
2018-03-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Millet,73,100 KG,actual,Wholesale,XOF,18500,35.12
2018-03-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Millet,73,KG,actual,Retail,XOF,248,0.47
2018-03-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Rice (imported),64,100 KG,actual,Wholesale,XOF,39000,74.04
2018-03-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Sorghum (local),511,100 KG,actual,Wholesale,XOF,17500,33.22
2018-03-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,220,0.42
2018-03-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,350,0.66
2018-03-15,CENTRE-NORD,NAMENTENGA,Boulsa,3365,12.66,-0.57,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,192,0.36
2018-03-15,CENTRE-NORD,NAMENTENGA,Boulsa,3365,12.66,-0.57,cereals and tubers,Millet,73,KG,actual,Retail,XOF,228,0.43
2018-03-15,CENTRE-NORD,NAMENTENGA,Boulsa,3365,12.66,-0.57,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,312,0.59
2018-03-15,CENTRE-NORD,NAMENTENGA,Boulsa,3365,12.66,-0.57,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,354,0.67
2018-03-15,CENTRE-NORD,NAMENTENGA,Yalgo,3400,13.58,-0.27,cereals and tubers,Millet,73,KG,actual,Retail,XOF,275,0.52
2018-03-15,CENTRE-NORD,NAMENTENGA,Yalgo,3400,13.58,-0.27,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,225,0.43
2018-03-15,CENTRE-NORD,NAMENTENGA,Yalgo,3400,13.58,-0.27,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,393,0.75
2018-03-15,CENTRE-NORD,NAMENTENGA,Yalgo,3400,13.58,-0.27,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,189,0.36
2018-03-15,CENTRE-NORD,SANMATENGA,Kaya,1803,13.09,-1.08,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,191,0.36
2018-03-15,CENTRE-NORD,SANMATENGA,Kaya,1803,13.09,-1.08,cereals and tubers,Millet,73,KG,actual,Retail,XOF,253,0.48
2018-03-15,CENTRE-NORD,SANMATENGA,Kaya,1803,13.09,-1.08,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,208,0.39
2018-03-15,CENTRE-NORD,SANMATENGA,Kaya,1803,13.09,-1.08,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,345,0.65
2018-03-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,180,0.34
2018-03-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,cereals and tubers,Millet,73,KG,actual,Retail,XOF,250,0.47
2018-03-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,202,0.38
2018-03-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,378,0.72
2018-03-15,CENTRE-OUEST,SANGUIÉ,Réo,3391,12.32,-2.47,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,180,0.34
2018-03-15,CENTRE-OUEST,SANGUIÉ,Réo,3391,12.32,-2.47,cereals and tubers,Millet,73,KG,actual,Retail,XOF,230,0.44
2018-03-15,CENTRE-OUEST,SANGUIÉ,Réo,3391,12.32,-2.47,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,204,0.39
2018-03-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,179,0.34
2018-03-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,cereals and tubers,Millet,73,KG,actual,Retail,XOF,219,0.42
2018-03-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,317,0.6
2018-03-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,190,0.36
2018-03-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,346,0.66
2018-03-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,260,0.49
2018-03-15,CENTRE-OUEST,SISSILI,Leo,1804,11.1,-2.1,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,141,0.27
2018-03-15,CENTRE-OUEST,SISSILI,Leo,1804,11.1,-2.1,cereals and tubers,Millet,73,KG,actual,Retail,XOF,285,0.54
2018-03-15,CENTRE-OUEST,SISSILI,Leo,1804,11.1,-2.1,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,175,0.33
2018-03-15,CENTRE-OUEST,SISSILI,Leo,1804,11.1,-2.1,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,342,0.65
2018-03-15,CENTRE-OUEST,ZIRO,Sapouy,3392,11.55,-1.77,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,150,0.28
2018-03-15,CENTRE-OUEST,ZIRO,Sapouy,3392,11.55,-1.77,cereals and tubers,Millet,73,KG,actual,Retail,XOF,212,0.4
2018-03-15,CENTRE-OUEST,ZIRO,Sapouy,3392,11.55,-1.77,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,164,0.31
2018-03-15,CENTRE-OUEST,ZIRO,Sapouy,3392,11.55,-1.77,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,330,0.63
2018-03-15,CENTRE-SUD,BAZÈGA,Kombissiri,3380,12.06,-1.34,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,340,0.65
2018-03-15,CENTRE-SUD,BAZÈGA,Kombissiri,3380,12.06,-1.34,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,365,0.69
2018-03-15,CENTRE-SUD,BAZÈGA,Kombissiri,3380,12.06,-1.34,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,410,0.78
2018-03-15,CENTRE-SUD,BAZÈGA,Kombissiri,3380,12.06,-1.34,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,329,0.62
2018-03-15,CENTRE-SUD,NAHOURI,Guelwongo,1805,11.01,-0.87,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,172,0.33
2018-03-15,CENTRE-SUD,NAHOURI,Guelwongo,1805,11.01,-0.87,cereals and tubers,Millet,73,KG,actual,Retail,XOF,229,0.43
2018-03-15,CENTRE-SUD,NAHOURI,Guelwongo,1805,11.01,-0.87,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,429,0.81
2018-03-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,cereals and tubers,Millet,73,KG,actual,Retail,XOF,258,0.49
2018-03-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,346,0.66
2018-03-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,185,0.35
2018-03-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,406,0.77
2018-03-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,562,1.07
2018-03-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,318,0.6
2018-03-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,180,0.34
2018-03-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,cereals and tubers,Millet,73,KG,actual,Retail,XOF,222,0.42
2018-03-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,351,0.67
2018-03-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,194,0.37
2018-03-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,516,0.98
2018-03-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,cereals and tubers,Millet,73,KG,actual,Retail,XOF,299,0.57
2018-03-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,340,0.65
2018-03-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,540,1.03
2018-03-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,XOF,593,1.13
2018-03-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,pulses and nuts,Groundnuts (unshelled),118,KG,actual,Retail,XOF,396,0.75
2018-03-15,EST,GOURMA,Fada N'Gourma,134,12.06,0.36,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,186,0.35
2018-03-15,EST,GOURMA,Fada N'Gourma,134,12.06,0.36,cereals and tubers,Millet,73,100 KG,actual,Wholesale,XOF,23000,43.67
2018-03-15,EST,GOURMA,Fada N'Gourma,134,12.06,0.36,cereals and tubers,Rice (imported),64,100 KG,actual,Wholesale,XOF,38000,72.14
