date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2015-09-15,BOUCLE DU MOUHOUN,KOSSI,Djibasso,3368,13.12,-4.16,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,138,0.24
2015-09-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,142,0.24
2015-09-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Millet,73,100 KG,actual,Wholesale,XOF,17000,29.22
2015-09-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Millet,73,KG,actual,Retail,XOF,149,0.26
2015-09-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Rice (imported),64,100 KG,actual,Wholesale,XOF,40000,68.75
2015-09-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,298,0.51
2015-09-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Sorghum (local),511,100 KG,actual,Wholesale,XOF,14500,24.92
2015-09-15,BOUCLE DU MOUHOUN,KOSSI,Nouna,2595,12.73,-3.87,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,133,0.23
2015-09-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,161,0.28
2015-09-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,cereals and tubers,Millet,73,100 KG,actual,Wholesale,XOF,17000,29.22
2015-09-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,cereals and tubers,Millet,73,KG,actual,Retail,XOF,189,0.32
2015-09-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,cereals and tubers,Sorghum (local),511,100 KG,actual,Wholesale,XOF,15500,26.64
2015-09-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,158,0.27
2015-09-15,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,1892,12.45,-3.47,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,353,0.61
2015-09-15,BOUCLE DU MOUHOUN,NAYALA,Gassan,3374,12.82,-3.2,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,138,0.24
2015-09-15,BOUCLE DU MOUHOUN,NAYALA,Gassan,3374,12.82,-3.2,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,400,0.69
2015-09-15,BOUCLE DU MOUHOUN,NAYALA,Gassan,3374,12.82,-3.2,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,300,0.52
2015-09-15,BOUCLE DU MOUHOUN,NAYALA,Gassan,3374,12.82,-3.2,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,138,0.24
2015-09-15,BOUCLE DU MOUHOUN,NAYALA,Gassan,3374,12.82,-3.2,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,242,0.42
2015-09-15,BOUCLE DU MOUHOUN,NAYALA,Toma,3398,12.76,-2.9,cereals and tubers,Millet,73,KG,actual,Retail,XOF,186,0.32
2015-09-15,BOUCLE DU MOUHOUN,NAYALA,Toma,3398,12.76,-2.9,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,163,0.28
2015-09-15,BOUCLE DU MOUHOUN,SOUROU,Tougan,141,13.07,-3.07,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,140,0.24
2015-09-15,BOUCLE DU MOUHOUN,SOUROU,Tougan,141,13.07,-3.07,cereals and tubers,Millet,73,KG,actual,Retail,XOF,180,0.31
2015-09-15,BOUCLE DU MOUHOUN,SOUROU,Tougan,141,13.07,-3.07,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,152,0.26
2015-09-15,BOUCLE DU MOUHOUN,SOUROU,Tougan,141,13.07,-3.07,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,325,0.56
2015-09-15,CASCADES,COMOÉ,Banfora,129,10.63,-4.77,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,137,0.24
2015-09-15,CASCADES,COMOÉ,Banfora,129,10.63,-4.77,cereals and tubers,Millet,73,KG,actual,Retail,XOF,219,0.38
2015-09-15,CASCADES,COMOÉ,Banfora,129,10.63,-4.77,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,187,0.32
2015-09-15,CASCADES,LÉRABA,Douna,3369,10.61,-5.11,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,100,0.17
2015-09-15,CASCADES,LÉRABA,Douna,3369,10.61,-5.11,cereals and tubers,Millet,73,KG,actual,Retail,XOF,181,0.31
2015-09-15,CASCADES,LÉRABA,Douna,3369,10.61,-5.11,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,291,0.5
2015-09-15,CASCADES,LÉRABA,Douna,3369,10.61,-5.11,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,150,0.26
2015-09-15,CASCADES,LÉRABA,Douna,3369,10.61,-5.11,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,350,0.6
2015-09-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,172,0.3
2015-09-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,cereals and tubers,Millet,73,KG,actual,Retail,XOF,224,0.38
2015-09-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,188,0.32
2015-09-15,CENTRE,KADIOGO,Gounghin,3376,12.36,-1.55,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,303,0.52
2015-09-15,CENTRE,KADIOGO,Ouagadougo (Sankaryare),139,12.36,-1.53,cereals and tubers,Millet,73,100 KG,actual,Wholesale,XOF,18000,30.94
2015-09-15,CENTRE,KADIOGO,Ouagadougo (Sankaryare),139,12.36,-1.53,cereals and tubers,Rice (imported),64,100 KG,actual,Wholesale,XOF,35000,60.16
2015-09-15,CENTRE,KADIOGO,Ouagadougo (Sankaryare),139,12.36,-1.53,cereals and tubers,Sorghum (local),511,100 KG,actual,Wholesale,XOF,15000,25.78
2015-09-15,CENTRE,KADIOGO,Ouagadougo (Sankaryare),139,12.36,-1.53,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,364,0.63
2015-09-15,CENTRE-EST,BOULGOU,Tenkodogo,140,11.78,-0.37,cereals and tubers,Millet,73,100 KG,actual,Wholesale,XOF,17500,30.08
2015-09-15,CENTRE-EST,BOULGOU,Tenkodogo,140,11.78,-0.37,cereals and tubers,Millet,73,KG,actual,Retail,XOF,173,0.3
2015-09-15,CENTRE-EST,BOULGOU,Tenkodogo,140,11.78,-0.37,cereals and tubers,Rice (imported),64,100 KG,actual,Wholesale,XOF,42000,72.19
2015-09-15,CENTRE-EST,BOULGOU,Tenkodogo,140,11.78,-0.37,cereals and tubers,Sorghum (local),511,100 KG,actual,Wholesale,XOF,16000,27.5
2015-09-15,CENTRE-EST,BOULGOU,Tenkodogo,140,11.78,-0.37,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,175,0.3
2015-09-15,CENTRE-EST,BOULGOU,Zabré,3401,11.18,-0.63,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,173,0.3
2015-09-15,CENTRE-EST,BOULGOU,Zabré,3401,11.18,-0.63,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,320,0.55
2015-09-15,CENTRE-EST,BOULGOU,Zabré,3401,11.18,-0.63,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,380,0.65
2015-09-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,134,0.23
2015-09-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,cereals and tubers,Millet,73,KG,actual,Retail,XOF,145,0.25
2015-09-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,430,0.74
2015-09-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,280,0.48
2015-09-15,CENTRE-EST,KOULPÉLOGO,Ouargaye,3389,11.48,0.09,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,309,0.53
2015-09-15,CENTRE-EST,KOURITTENGA,Koupela,3382,12.18,-0.35,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,182,0.31
2015-09-15,CENTRE-EST,KOURITTENGA,Koupela,3382,12.18,-0.35,cereals and tubers,Millet,73,KG,actual,Retail,XOF,204,0.35
2015-09-15,CENTRE-EST,KOURITTENGA,Koupela,3382,12.18,-0.35,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,289,0.5
2015-09-15,CENTRE-EST,KOURITTENGA,Koupela,3382,12.18,-0.35,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,278,0.48
2015-09-15,CENTRE-EST,KOURITTENGA,Pouytenga,1802,12.22,-0.45,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,169,0.29
2015-09-15,CENTRE-EST,KOURITTENGA,Pouytenga,1802,12.22,-0.45,cereals and tubers,Millet,73,KG,actual,Retail,XOF,216,0.37
2015-09-15,CENTRE-EST,KOURITTENGA,Pouytenga,1802,12.22,-0.45,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,171,0.29
2015-09-15,CENTRE-EST,KOURITTENGA,Pouytenga,1802,12.22,-0.45,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,304,0.52
2015-09-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,154,0.26
2015-09-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Millet,73,100 KG,actual,Wholesale,XOF,18000,30.94
2015-09-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Millet,73,KG,actual,Retail,XOF,202,0.35
2015-09-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Rice (imported),64,100 KG,actual,Wholesale,XOF,38000,65.31
2015-09-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,cereals and tubers,Sorghum (local),511,100 KG,actual,Wholesale,XOF,17000,29.22
2015-09-15,CENTRE-NORD,BAM,Kongoussi,137,13.33,-1.53,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,250,0.43
2015-09-15,CENTRE-NORD,NAMENTENGA,Boulsa,3365,12.66,-0.57,cereals and tubers,Millet,73,KG,actual,Retail,XOF,162,0.28
2015-09-15,CENTRE-NORD,NAMENTENGA,Boulsa,3365,12.66,-0.57,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,313,0.54
2015-09-15,CENTRE-NORD,NAMENTENGA,Boulsa,3365,12.66,-0.57,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,268,0.46
2015-09-15,CENTRE-NORD,NAMENTENGA,Yalgo,3400,13.58,-0.27,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,191,0.33
2015-09-15,CENTRE-NORD,SANMATENGA,Kaya,1803,13.09,-1.08,cereals and tubers,Millet,73,KG,actual,Retail,XOF,198,0.34
2015-09-15,CENTRE-NORD,SANMATENGA,Kaya,1803,13.09,-1.08,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,195,0.34
2015-09-15,CENTRE-NORD,SANMATENGA,Kaya,1803,13.09,-1.08,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,237,0.41
2015-09-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,162,0.28
2015-09-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,cereals and tubers,Millet,73,KG,actual,Retail,XOF,200,0.34
2015-09-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,185,0.32
2015-09-15,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,138,12.25,-2.37,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,286,0.49
2015-09-15,CENTRE-OUEST,SANGUIÉ,Réo,3391,12.32,-2.47,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,184,0.32
2015-09-15,CENTRE-OUEST,SANGUIÉ,Réo,3391,12.32,-2.47,cereals and tubers,Millet,73,KG,actual,Retail,XOF,194,0.33
2015-09-15,CENTRE-OUEST,SANGUIÉ,Réo,3391,12.32,-2.47,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,167,0.29
2015-09-15,CENTRE-OUEST,SANGUIÉ,Réo,3391,12.32,-2.47,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,255,0.44
2015-09-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,cereals and tubers,Millet,73,KG,actual,Retail,XOF,169,0.29
2015-09-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,322,0.55
2015-09-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,146,0.25
2015-09-15,CENTRE-OUEST,SANGUIÉ,Tita,3396,11.92,-2.52,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,294,0.51
2015-09-15,CENTRE-OUEST,SISSILI,Leo,1804,11.1,-2.1,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,157,0.27
2015-09-15,CENTRE-OUEST,SISSILI,Leo,1804,11.1,-2.1,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,171,0.29
2015-09-15,CENTRE-OUEST,SISSILI,Leo,1804,11.1,-2.1,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,313,0.54
2015-09-15,CENTRE-OUEST,ZIRO,Sapouy,3392,11.55,-1.77,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,147,0.25
2015-09-15,CENTRE-OUEST,ZIRO,Sapouy,3392,11.55,-1.77,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,137,0.24
2015-09-15,CENTRE-OUEST,ZIRO,Sapouy,3392,11.55,-1.77,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,331,0.57
2015-09-15,CENTRE-SUD,BAZÈGA,Kombissiri,3380,12.06,-1.34,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,318,0.55
2015-09-15,CENTRE-SUD,BAZÈGA,Kombissiri,3380,12.06,-1.34,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,351,0.6
2015-09-15,CENTRE-SUD,NAHOURI,Guelwongo,1805,11.01,-0.87,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,166,0.29
2015-09-15,CENTRE-SUD,NAHOURI,Guelwongo,1805,11.01,-0.87,cereals and tubers,Millet,73,KG,actual,Retail,XOF,172,0.3
2015-09-15,CENTRE-SUD,NAHOURI,Guelwongo,1805,11.01,-0.87,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,164,0.28
2015-09-15,CENTRE-SUD,NAHOURI,Guelwongo,1805,11.01,-0.87,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,374,0.64
2015-09-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,189,0.32
2015-09-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,cereals and tubers,Millet,73,KG,actual,Retail,XOF,243,0.42
2015-09-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,336,0.58
2015-09-15,CENTRE-SUD,NAHOURI,Po,3390,11.17,-1.15,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,184,0.32
2015-09-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,188,0.32
2015-09-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,cereals and tubers,Millet,73,KG,actual,Retail,XOF,195,0.34
2015-09-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,298,0.51
2015-09-15,CENTRE-SUD,ZOUNDWÉOGO,Manga,3383,11.66,-1.07,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,165,0.28
2015-09-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,232,0.4
2015-09-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,cereals and tubers,Millet,73,KG,actual,Retail,XOF,229,0.39
2015-09-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,366,0.63
2015-09-15,EST,GNAGNA,Bogandé,3363,12.97,-0.14,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,600,1.03
2015-09-15,EST,GOURMA,Fada N'Gourma,134,12.06,0.36,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,174,0.3
2015-09-15,EST,GOURMA,Fada N'Gourma,134,12.06,0.36,cereals and tubers,Millet,73,100 KG,actual,Wholesale,XOF,18500,31.8
2015-09-15,EST,GOURMA,Fada N'Gourma,134,12.06,0.36,cereals and tubers,Rice (imported),64,100 KG,actual,Wholesale,XOF,38000,65.31
2015-09-15,EST,GOURMA,Fada N'Gourma,134,12.06,0.36,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,333,0.57
2015-09-15,EST,GOURMA,Fada N'Gourma,134,12.06,0.36,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,161,0.28
2015-09-15,EST,KOMANDJARI,Gayéri,3375,12.64,0.52,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,450,0.77
2015-09-15,EST,KOMANDJARI,Gayéri,3375,12.64,0.52,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,175,0.3
2015-09-15,EST,KOMANDJARI,Gayéri,3375,12.64,0.52,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,260,0.45
2015-09-15,EST,KOMANDJARI,Haaba,3377,13.02,0.79,cereals and tubers,Millet,73,KG,actual,Retail,XOF,208,0.36
2015-09-15,EST,KOMANDJARI,Haaba,3377,13.02,0.79,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,329,0.57
2015-09-15,EST,KOMPIENGA,Kompienga,3381,11.08,0.72,cereals and tubers,Millet,73,KG,actual,Retail,XOF,134,0.23
2015-09-15,EST,KOMPIENGA,Kompienga,3381,11.08,0.72,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,295,0.51
2015-09-15,EST,KOMPIENGA,Kompienga,3381,11.08,0.72,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,347,0.6
2015-09-15,EST,TAPOA,Diapaga,3367,12.03,1.82,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,190,0.33
2015-09-15,EST,TAPOA,Diapaga,3367,12.03,1.82,cereals and tubers,Millet,73,KG,actual,Retail,XOF,206,0.35
2015-09-15,EST,TAPOA,Diapaga,3367,12.03,1.82,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,192,0.33
2015-09-15,EST,TAPOA,Namouno (CBM),1043,11.86,1.69,cereals and tubers,Millet,73,KG,actual,Retail,XOF,176,0.3
2015-09-15,EST,TAPOA,Namouno (CBM),1043,11.86,1.69,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,163,0.28
2015-09-15,EST,TAPOA,Namouno (CBM),1043,11.86,1.69,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,397,0.68
2015-09-15,HAUTS-BASSINS,HOUET,Bobo Dioulasso,2569,11.18,-4.28,cereals and tubers,Millet,73,100 KG,actual,Wholesale,XOF,20000,34.37
2015-09-15,HAUTS-BASSINS,HOUET,Bobo Dioulasso,2569,11.18,-4.28,cereals and tubers,Sorghum (local),511,100 KG,actual,Wholesale,XOF,15000,25.78
2015-09-15,HAUTS-BASSINS,HOUET,Faramana,3371,12.05,-4.67,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,102,0.18
2015-09-15,HAUTS-BASSINS,HOUET,Faramana,3371,12.05,-4.67,cereals and tubers,Millet,73,KG,actual,Retail,XOF,138,0.24
2015-09-15,HAUTS-BASSINS,HOUET,Nieneta,1806,11.2,-4.29,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,154,0.26
2015-09-15,HAUTS-BASSINS,HOUET,Nieneta,1806,11.2,-4.29,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,158,0.27
2015-09-15,HAUTS-BASSINS,KÉNÉDOUGOU,N'Dorola,3387,11.77,-4.82,cereals and tubers,Millet,73,KG,actual,Retail,XOF,174,0.3
2015-09-15,HAUTS-BASSINS,KÉNÉDOUGOU,N'Dorola,3387,11.77,-4.82,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,313,0.54
2015-09-15,HAUTS-BASSINS,KÉNÉDOUGOU,N'Dorola,3387,11.77,-4.82,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,200,0.34
2015-09-15,HAUTS-BASSINS,KÉNÉDOUGOU,N'Dorola,3387,11.77,-4.82,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,375,0.64
2015-09-15,HAUTS-BASSINS,TUY,Founza,3372,11.45,-3.23,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,121,0.21
2015-09-15,HAUTS-BASSINS,TUY,Founza,3372,11.45,-3.23,cereals and tubers,Millet,73,KG,actual,Retail,XOF,167,0.29
2015-09-15,HAUTS-BASSINS,TUY,Founza,3372,11.45,-3.23,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,290,0.5
2015-09-15,HAUTS-BASSINS,TUY,Founza,3372,11.45,-3.23,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,317,0.54
2015-09-15,HAUTS-BASSINS,TUY,Houndé,3379,11.49,-3.52,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,328,0.56
2015-09-15,NORD,LOROUM,Titao,3397,13.77,-2.07,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,156,0.27
2015-09-15,NORD,LOROUM,Titao,3397,13.77,-2.07,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,350,0.6
2015-09-15,NORD,LOROUM,Titao,3397,13.77,-2.07,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,155,0.27
2015-09-15,NORD,PASSORÉ,Yako,3399,12.96,-2.26,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,177,0.3
2015-09-15,NORD,PASSORÉ,Yako,3399,12.96,-2.26,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,283,0.49
2015-09-15,NORD,YATENGA,Ouahigouya,1893,13.57,-2.41,cereals and tubers,Millet,73,KG,actual,Retail,XOF,204,0.35
2015-09-15,NORD,YATENGA,Ouahigouya,1893,13.57,-2.41,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,187,0.32
2015-09-15,NORD,YATENGA,Ouahigouya,1893,13.57,-2.41,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,266,0.46
2015-09-15,NORD,ZONDOMA,Gourcy,136,13.21,-2.36,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,169,0.29
2015-09-15,NORD,ZONDOMA,Gourcy,136,13.21,-2.36,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,150,0.26
2015-09-15,NORD,ZONDOMA,Gourcy,136,13.21,-2.36,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,300,0.52
2015-09-15,PLATEAU-CENTRAL,GANZOURGOU,Mogtédo,3385,12.28,-0.84,cereals and tubers,Millet,73,KG,actual,Retail,XOF,165,0.28
2015-09-15,PLATEAU-CENTRAL,GANZOURGOU,Mogtédo,3385,12.28,-0.84,cereals and tubers,Rice (local),71,KG,actual,Retail,XOF,308,0.53
2015-09-15,PLATEAU-CENTRAL,GANZOURGOU,Mogtédo,3385,12.28,-0.84,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,145,0.25
2015-09-15,PLATEAU-CENTRAL,GANZOURGOU,Mogtédo,3385,12.28,-0.84,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,279,0.48
2015-09-15,PLATEAU-CENTRAL,GANZOURGOU,Zorgho,3403,12.25,-0.62,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,150,0.26
2015-09-15,PLATEAU-CENTRAL,GANZOURGOU,Zorgho,3403,12.25,-0.62,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,258,0.44
2015-09-15,PLATEAU-CENTRAL,KOURWÉOGO,Bousse,130,12.66,-1.89,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,188,0.32
2015-09-15,PLATEAU-CENTRAL,KOURWÉOGO,Bousse,130,12.66,-1.89,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,151,0.26
2015-09-15,PLATEAU-CENTRAL,OUBRITENGA,Ziniaré,3402,12.58,-1.3,cereals and tubers,Millet,73,KG,actual,Retail,XOF,210,0.36
2015-09-15,PLATEAU-CENTRAL,OUBRITENGA,Ziniaré,3402,12.58,-1.3,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,153,0.26
2015-09-15,SAHEL,OUDALAN,Gorom Gorom,135,14.44,-0.24,cereals and tubers,Millet,73,KG,actual,Retail,XOF,242,0.42
2015-09-15,SAHEL,OUDALAN,Gorom Gorom,135,14.44,-0.24,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,233,0.4
2015-09-15,SAHEL,SOUM,Arbinda,3361,14.23,-0.86,cereals and tubers,Millet,73,KG,actual,Retail,XOF,215,0.37
2015-09-15,SAHEL,SOUM,Arbinda,3361,14.23,-0.86,cereals and tubers,Rice (imported),64,KG,actual,Retail,XOF,400,0.69
2015-09-15,SAHEL,SOUM,Arbinda,3361,14.23,-0.86,cereals and tubers,Sorghum (white),135,KG,actual,Retail,XOF,208,0.36
2015-09-15,SAHEL,SOUM,Arbinda,3361,14.23,-0.86,pulses and nuts,Beans (niebe),120,KG,actual,Retail,XOF,384,0.66
2015-09-15,SAHEL,SOUM,Djibo,132,14.1,-1.63,cereals and tubers,Millet,73,KG,actual,Retail,XOF,204,0.35
2015-09-15,SAHEL,SÉNO,Dori,133,14.03,-0.03,cereals and tubers,Maize (white),67,KG,actual,Retail,XOF,219,0.38
2015-09-15,SAHEL,SÉNO,Dori,133,14.03,-0.03,cereals and tubers,Millet,73,100 KG,actual,Wholesale,XOF,25000,42.97
2015-09-15,SAHEL,SÉNO,Dori,133,14.03,-0.03,cereals and tubers,Millet,73,KG,actual,Retail,XOF,260,0.45
2015-09-15,SAHEL,SÉNO,Dori,133,14.03,-0.03,cereals and tubers,Rice (imported),64,100 KG,actual,Wholesale,XOF,42500,73.05
