domaine,chemin_relatif,extension,taille_octets,analyse_directe
securite_stabilite,data_raw/securite_stabilite/incidents_securitaires/Africa_aggregated_data_up_to_week_of-2026-03-21.xlsx,xlsx,11828743,oui
securite_stabilite,data_raw/securite_stabilite/incidents_securitaires/conflict_data_bfa.csv,csv,1305818,oui
securite_stabilite,data_raw/securite_stabilite/incidents_securitaires/number_of_events_targeting_civilians_by_country-year_as-of-27Mar2026.xlsx,xlsx,45299,oui
securite_stabilite,data_raw/securite_stabilite/incidents_securitaires/number_of_reported_civilian_fatalities_by_country-year_as-of-27Mar2026.xlsx,xlsx,45096,oui
securite_stabilite,data_raw/securite_stabilite/incidents_securitaires/number_of_reported_fatalities_by_country-year_as-of-27Mar2026.xlsx,xlsx,48851,oui
